apple_mobility_14d,google_mobility_14d,fb_movement_change,asbestosis_mortality,pneumoconiosis_mortality,diarrheal_mortality,other_pneumoconiosis_mortality,silicosis_mortality,COPD_mortality,chronic_respiratory_mortality,interstitial_lung_mortality,other_resp_mortality,POP_DENSITY,predicted,real_values
79.85500000000002,-21.821428571428577,-0.28898714285714283,0.14,0.26,2.48,0.09,0.01,28.57,36.12,5.43,0.5,2255.1116222432693,5.2679644,4.0
82.65142857142861,-21.78571428571429,-0.2810121428571428,0.14,0.26,2.48,0.09,0.01,28.57,36.12,5.43,0.5,2255.1116222432693,5.7846956,4.0
83.81928571428574,-21.238095238095244,-0.2777057142857142,0.14,0.26,2.48,0.09,0.01,28.57,36.12,5.43,0.5,2255.1116222432693,5.9514403,4.0
88.46857142857141,-5.928571428571428,-0.15190571428571428,0.16,0.27,2.37,0.09,0.02,32.77,40.34,5.47,0.57,1605.9969282323373,2.4650917,1.0
64.1107142857143,-17.380952380952376,-0.33200571428571424,0.16,0.27,2.37,0.09,0.02,32.77,40.34,5.47,0.57,1605.9969282323373,1.7643712,1.0
53.67285714285716,-22.79761904761905,-0.4089764285714285,0.16,0.27,2.37,0.09,0.02,32.77,40.34,5.47,0.57,1605.9969282323373,2.143726,2.0
48.944285714285726,-25.619047619047624,-0.4504864285714285,0.16,0.27,2.37,0.09,0.02,32.77,40.34,5.47,0.57,1605.9969282323373,2.8215513,2.0
48.70071428571431,-28.416666666666664,-0.4647585714285714,0.16,0.27,2.37,0.09,0.02,32.77,40.34,5.47,0.57,1605.9969282323373,2.3400578,2.0
49.19357142857145,-28.023809523809533,-0.4617364285714285,0.16,0.27,2.37,0.09,0.02,32.77,40.34,5.47,0.57,1605.9969282323373,2.3549995,2.0
50.10142857142859,-28.47619047619048,-0.4616049999999999,0.16,0.27,2.37,0.09,0.02,32.77,40.34,5.47,0.57,1605.9969282323373,2.1125517,2.0
67.61857142857146,-22.16666666666667,-0.35880642857142864,0.16,0.27,2.37,0.09,0.02,32.77,40.34,5.47,0.57,1605.9969282323373,1.8108076,1.0
74.68000000000005,-19.916666666666668,-0.3279221428571429,0.16,0.27,2.37,0.09,0.02,32.77,40.34,5.47,0.57,1605.9969282323373,2.3715084,2.0
75.48428571428576,-20.238095238095237,-0.3267207142857144,0.16,0.27,2.37,0.09,0.02,32.77,40.34,5.47,0.57,1605.9969282323373,2.36674,2.0
85.19142857142865,-18.607142857142858,-0.3117592857142857,0.16,0.27,2.37,0.09,0.02,32.77,40.34,5.47,0.57,1605.9969282323373,3.108355,2.0
94.24071428571436,-18.08333333333334,-0.28445142857142863,0.16,0.27,2.37,0.09,0.02,32.77,40.34,5.47,0.57,1605.9969282323373,2.9383163,3.0
97.42357142857149,-17.654761904761905,-0.2658514285714285,0.16,0.27,2.37,0.09,0.02,32.77,40.34,5.47,0.57,1605.9969282323373,2.611107,3.0
98.23642857142865,-17.190476190476193,-0.26217142857142856,0.16,0.27,2.37,0.09,0.02,32.77,40.34,5.47,0.57,1605.9969282323373,2.687298,3.0
100.79000000000006,-16.452380952380956,-0.2529092857142857,0.16,0.27,2.37,0.09,0.02,32.77,40.34,5.47,0.57,1605.9969282323373,2.889284,4.0
102.21571428571436,-15.773809523809529,-0.2454071428571428,0.16,0.27,2.37,0.09,0.02,32.77,40.34,5.47,0.57,1605.9969282323373,3.235267,4.0
103.70714285714293,-15.107142857142868,-0.2355978571428571,0.16,0.27,2.37,0.09,0.02,32.77,40.34,5.47,0.57,1605.9969282323373,3.473029,4.0
106.41500000000003,-14.047619047619053,-0.22729571428571416,0.16,0.27,2.37,0.09,0.02,32.77,40.34,5.47,0.57,1605.9969282323373,4.0568166,5.0
110.34428571428577,-13.392857142857151,-0.21377642857142845,0.16,0.27,2.37,0.09,0.02,32.77,40.34,5.47,0.57,1605.9969282323373,4.860734,5.0
95.98357142857141,-4.595238095238095,-0.12284285714285713,0.02,0.12,1.39,0.1,0.0,29.29,34.94,4.16,0.29,2490.5774491682073,2.7847502,1.0
80.06785714285714,-9.940476190476193,-0.2040085714285714,0.02,0.12,1.39,0.1,0.0,29.29,34.94,4.16,0.29,2490.5774491682073,2.6258528,1.0
50.10714285714289,-25.095238095238106,-0.40618285714285707,0.02,0.12,1.39,0.1,0.0,29.29,34.94,4.16,0.29,2490.5774491682073,4.0008082,4.0
45.27000000000002,-28.369047619047624,-0.4403028571428571,0.02,0.12,1.39,0.1,0.0,29.29,34.94,4.16,0.29,2490.5774491682073,3.5400383,5.0
43.63285714285716,-30.107142857142854,-0.4522128571428571,0.02,0.12,1.39,0.1,0.0,29.29,34.94,4.16,0.29,2490.5774491682073,4.013456,5.0
43.10071428571431,-31.142857142857146,-0.4584371428571427,0.02,0.12,1.39,0.1,0.0,29.29,34.94,4.16,0.29,2490.5774491682073,4.8172526,5.0
42.225000000000016,-34.797619047619044,-0.4789207142857143,0.02,0.12,1.39,0.1,0.0,29.29,34.94,4.16,0.29,2490.5774491682073,9.402177,6.0
43.79428571428571,-35.15476190476191,-0.4721478571428572,0.02,0.12,1.39,0.1,0.0,29.29,34.94,4.16,0.29,2490.5774491682073,10.326564,8.0
55.37500000000002,-29.79761904761905,-0.3872571428571429,0.02,0.12,1.39,0.1,0.0,29.29,34.94,4.16,0.29,2490.5774491682073,9.685549,9.0
58.84857142857146,-28.345238095238106,-0.3693400000000001,0.02,0.12,1.39,0.1,0.0,29.29,34.94,4.16,0.29,2490.5774491682073,9.729569,9.0
61.05000000000002,-27.03571428571429,-0.35331714285714283,0.02,0.12,1.39,0.1,0.0,29.29,34.94,4.16,0.29,2490.5774491682073,9.57161,8.0
68.58428571428573,-24.63095238095239,-0.3242492857142857,0.02,0.12,1.39,0.1,0.0,29.29,34.94,4.16,0.29,2490.5774491682073,10.63877,10.0
69.79071428571429,-24.28571428571429,-0.3210214285714285,0.02,0.12,1.39,0.1,0.0,29.29,34.94,4.16,0.29,2490.5774491682073,10.995471,10.0
77.55571428571429,-22.428571428571445,-0.30269571428571435,0.02,0.12,1.39,0.1,0.0,29.29,34.94,4.16,0.29,2490.5774491682073,13.151875,13.0
77.94785714285712,-22.773809523809533,-0.2995550000000001,0.02,0.12,1.39,0.1,0.0,29.29,34.94,4.16,0.29,2490.5774491682073,13.493994,13.0
78.1692857142857,-22.73809523809525,-0.2989542857142858,0.02,0.12,1.39,0.1,0.0,29.29,34.94,4.16,0.29,2490.5774491682073,13.575843,13.0
80.77357142857143,-21.75000000000001,-0.2803807142857144,0.02,0.12,1.39,0.1,0.0,29.29,34.94,4.16,0.29,2490.5774491682073,14.006958,13.0
85.71714285714289,-19.904761904761926,-0.25736142857142863,0.02,0.12,1.39,0.1,0.0,29.29,34.94,4.16,0.29,2490.5774491682073,14.64773,14.0
85.95857142857143,-7.6309523809523805,-0.16076214285714285,0.05,0.15,1.67,0.1,0.0,29.2,35.15,4.72,0.33,4028.7910976226613,0.8624535,1.0
80.15214285714286,-9.404761904761905,-0.18962071428571428,0.05,0.15,1.67,0.1,0.0,29.2,35.15,4.72,0.33,4028.7910976226613,0.9800251,1.0
71.70714285714286,-13.678571428571427,-0.2510328571428571,0.05,0.15,1.67,0.1,0.0,29.2,35.15,4.72,0.33,4028.7910976226613,1.4531405,1.0
45.824285714285715,-26.98809523809524,-0.4234321428571428,0.05,0.15,1.67,0.1,0.0,29.2,35.15,4.72,0.33,4028.7910976226613,4.9748125,2.0
43.617857142857154,-32.238095238095234,-0.4571564285714285,0.05,0.15,1.67,0.1,0.0,29.2,35.15,4.72,0.33,4028.7910976226613,1.9745438,2.0
43.268571428571434,-33.45238095238095,-0.4617664285714286,0.05,0.15,1.67,0.1,0.0,29.2,35.15,4.72,0.33,4028.7910976226613,2.251281,2.0
47.93500000000001,-32.75,-0.4309000000000001,0.05,0.15,1.67,0.1,0.0,29.2,35.15,4.72,0.33,4028.7910976226613,3.5478423,2.0
51.06071428571429,-31.40476190476189,-0.4094700000000001,0.05,0.15,1.67,0.1,0.0,29.2,35.15,4.72,0.33,4028.7910976226613,3.7318947,2.0
57.042142857142885,-29.107142857142854,-0.3746607142857143,0.05,0.15,1.67,0.1,0.0,29.2,35.15,4.72,0.33,4028.7910976226613,3.8164213,3.0
57.79714285714289,-28.71428571428571,-0.36872928571428576,0.05,0.15,1.67,0.1,0.0,29.2,35.15,4.72,0.33,4028.7910976226613,3.8323157,3.0
58.49928571428575,-28.33333333333333,-0.3644014285714287,0.05,0.15,1.67,0.1,0.0,29.2,35.15,4.72,0.33,4028.7910976226613,3.8919842,3.0
60.16785714285716,-27.61904761904761,-0.3563207142857144,0.05,0.15,1.67,0.1,0.0,29.2,35.15,4.72,0.33,4028.7910976226613,4.0804677,4.0
70.42785714285716,-23.642857142857146,-0.3113721428571429,0.05,0.15,1.67,0.1,0.0,29.2,35.15,4.72,0.33,4028.7910976226613,4.0149236,4.0
70.39285714285717,-23.214285714285715,-0.3066907142857143,0.05,0.15,1.67,0.1,0.0,29.2,35.15,4.72,0.33,4028.7910976226613,3.6653602,4.0
86.45500000000001,-18.809523809523803,-0.2665664285714284,0.05,0.15,1.67,0.1,0.0,29.2,35.15,4.72,0.33,4028.7910976226613,5.6836696,5.0
87.34571428571428,-18.678571428571427,-0.2638549999999998,0.05,0.15,1.67,0.1,0.0,29.2,35.15,4.72,0.33,4028.7910976226613,5.831301,5.0
90.04714285714283,-4.3214285714285685,-0.15401285714285715,0.1,0.21,4.16,0.1,0.01,41.44,49.15,5.35,0.64,1597.6931052358734,-0.27025384,1.0
85.31642857142855,-5.6785714285714235,-0.17666714285714288,0.1,0.21,4.16,0.1,0.01,41.44,49.15,5.35,0.64,1597.6931052358734,-1.4587209,1.0
81.88714285714283,-7.595238095238093,-0.20079928571428574,0.1,0.21,4.16,0.1,0.01,41.44,49.15,5.35,0.64,1597.6931052358734,-1.4989727,1.0
74.16499999999998,-12.321428571428573,-0.25475785714285715,0.1,0.21,4.16,0.1,0.01,41.44,49.15,5.35,0.64,1597.6931052358734,0.40022212,1.0
70.21999999999998,-14.595238095238091,-0.2817321428571429,0.1,0.21,4.16,0.1,0.01,41.44,49.15,5.35,0.64,1597.6931052358734,1.0571129,1.0
58.48428571428569,-21.142857142857142,-0.3647757142857143,0.1,0.21,4.16,0.1,0.01,41.44,49.15,5.35,0.64,1597.6931052358734,2.8240654,2.0
55.77714285714283,-26.095238095238088,-0.40070285714285736,0.1,0.21,4.16,0.1,0.01,41.44,49.15,5.35,0.64,1597.6931052358734,4.80924,2.0
56.64642857142854,-26.11904761904761,-0.3981678571428574,0.1,0.21,4.16,0.1,0.01,41.44,49.15,5.35,0.64,1597.6931052358734,4.987781,2.0
57.521428571428565,-26.51190476190476,-0.3981314285714288,0.1,0.21,4.16,0.1,0.01,41.44,49.15,5.35,0.64,1597.6931052358734,5.7379546,2.0
59.79571428571428,-24.535714285714285,-0.3789978571428573,0.1,0.21,4.16,0.1,0.01,41.44,49.15,5.35,0.64,1597.6931052358734,3.773681,2.0
61.90714285714285,-23.98809523809524,-0.3673685714285716,0.1,0.21,4.16,0.1,0.01,41.44,49.15,5.35,0.64,1597.6931052358734,3.6112645,1.0
67.14071428571428,-22.845238095238088,-0.340867142857143,0.1,0.21,4.16,0.1,0.01,41.44,49.15,5.35,0.64,1597.6931052358734,3.5978873,1.0
67.8,-22.642857142857146,-0.33763714285714297,0.1,0.21,4.16,0.1,0.01,41.44,49.15,5.35,0.64,1597.6931052358734,3.5461743,1.0
70.46000000000002,-21.119047619047613,-0.3199207142857144,0.1,0.21,4.16,0.1,0.01,41.44,49.15,5.35,0.64,1597.6931052358734,3.0276425,1.0
72.89428571428572,-20.011904761904766,-0.3063307142857145,0.1,0.21,4.16,0.1,0.01,41.44,49.15,5.35,0.64,1597.6931052358734,2.7686503,1.0
74.58500000000002,-19.357142857142858,-0.297409285714286,0.1,0.21,4.16,0.1,0.01,41.44,49.15,5.35,0.64,1597.6931052358734,2.721204,1.0
75.69357142857143,-18.77380952380953,-0.2908278571428574,0.1,0.21,4.16,0.1,0.01,41.44,49.15,5.35,0.64,1597.6931052358734,2.6368,1.0
80.55214285714284,-17.559523809523814,-0.27215785714285745,0.1,0.21,4.16,0.1,0.01,41.44,49.15,5.35,0.64,1597.6931052358734,2.5205595,1.0
88.3992857142857,-17.14285714285715,-0.262144285714286,0.1,0.21,4.16,0.1,0.01,41.44,49.15,5.35,0.64,1597.6931052358734,4.015986,1.0
89.98357142857141,-16.01190476190477,-0.2567364285714288,0.1,0.21,4.16,0.1,0.01,41.44,49.15,5.35,0.64,1597.6931052358734,3.9401743,1.0
90.02071428571426,-16.32142857142858,-0.2612078571428574,0.1,0.21,4.16,0.1,0.01,41.44,49.15,5.35,0.64,1597.6931052358734,4.3633275,1.0
95.83142857142856,-16.178571428571438,-0.24696000000000026,0.1,0.21,4.16,0.1,0.01,41.44,49.15,5.35,0.64,1597.6931052358734,2.2767556,1.0
102.36999999999998,-14.130952380952392,-0.2215664285714289,0.1,0.21,4.16,0.1,0.01,41.44,49.15,5.35,0.64,1597.6931052358734,3.443436,1.0
109.16642857142857,-11.845238095238106,-0.19356071428571456,0.1,0.21,4.16,0.1,0.01,41.44,49.15,5.35,0.64,1597.6931052358734,5.169809,2.0
110.42357142857142,-11.571428571428585,-0.1889471428571432,0.1,0.21,4.16,0.1,0.01,41.44,49.15,5.35,0.64,1597.6931052358734,5.4249406,3.0
111.34428571428568,-11.357142857142868,-0.1867971428571432,0.1,0.21,4.16,0.1,0.01,41.44,49.15,5.35,0.64,1597.6931052358734,5.40817,3.0
112.48857142857142,-10.857142857142868,-0.1832457142857146,0.1,0.21,4.16,0.1,0.01,41.44,49.15,5.35,0.64,1597.6931052358734,5.2311454,3.0
113.55499999999996,-10.500000000000012,-0.17954214285714315,0.1,0.21,4.16,0.1,0.01,41.44,49.15,5.35,0.64,1597.6931052358734,5.182814,4.0
104.31214285714287,-3.3928571428571432,-0.080425,0.13,0.25,2.48,0.11,0.01,32.06,38.91,5.33,0.41,794.6767446282562,0.29733497,0.0
90.43357142857144,-9.071428571428571,-0.1539742857142857,0.13,0.25,2.48,0.11,0.01,32.06,38.91,5.33,0.41,794.6767446282562,1.8785989,1.0
62.8,-21.595238095238095,-0.31539285714285714,0.13,0.25,2.48,0.11,0.01,32.06,38.91,5.33,0.41,794.6767446282562,2.4346306,2.0
48.48357142857145,-31.04761904761905,-0.4120428571428572,0.13,0.25,2.48,0.11,0.01,32.06,38.91,5.33,0.41,794.6767446282562,3.9088242,3.0
46.375,-34.8095238095238,-0.4322342857142858,0.13,0.25,2.48,0.11,0.01,32.06,38.91,5.33,0.41,794.6767446282562,4.715222,3.0
45.11714285714285,-38.809523809523796,-0.4632421428571431,0.13,0.25,2.48,0.11,0.01,32.06,38.91,5.33,0.41,794.6767446282562,4.563001,2.0
47.17714285714285,-39.59523809523808,-0.4570385714285715,0.13,0.25,2.48,0.11,0.01,32.06,38.91,5.33,0.41,794.6767446282562,4.782987,3.0
51.54500000000001,-37.60714285714283,-0.4225807142857144,0.13,0.25,2.48,0.11,0.01,32.06,38.91,5.33,0.41,794.6767446282562,5.2555614,3.0
55.42142857142858,-36.16666666666664,-0.3990392857142857,0.13,0.25,2.48,0.11,0.01,32.06,38.91,5.33,0.41,794.6767446282562,5.225693,4.0
58.39857142857144,-34.52380952380951,-0.3834514285714285,0.13,0.25,2.48,0.11,0.01,32.06,38.91,5.33,0.41,794.6767446282562,5.206467,4.0
71.54,-28.547619047619023,-0.31813571428571435,0.13,0.25,2.48,0.11,0.01,32.06,38.91,5.33,0.41,794.6767446282562,5.2255692,4.0
74.7057142857143,-27.69047619047617,-0.30915714285714296,0.13,0.25,2.48,0.11,0.01,32.06,38.91,5.33,0.41,794.6767446282562,5.211333,4.0
88.14857142857142,-24.523809523809515,-0.27277642857142864,0.13,0.25,2.48,0.11,0.01,32.06,38.91,5.33,0.41,794.6767446282562,5.0947895,4.0
91.64285714285714,-23.36904761904761,-0.2585792857142857,0.13,0.25,2.48,0.11,0.01,32.06,38.91,5.33,0.41,794.6767446282562,5.5309687,4.0
93.28285714285713,-22.714285714285715,-0.24681999999999998,0.13,0.25,2.48,0.11,0.01,32.06,38.91,5.33,0.41,794.6767446282562,5.8538456,5.0
94.99285714285715,-21.845238095238106,-0.2407514285714286,0.13,0.25,2.48,0.11,0.01,32.06,38.91,5.33,0.41,794.6767446282562,5.897709,4.0
98.13571428571431,-20.547619047619047,-0.22923642857142856,0.13,0.25,2.48,0.11,0.01,32.06,38.91,5.33,0.41,794.6767446282562,6.1247873,5.0
105.7092857142857,-17.80952380952381,-0.20343642857142855,0.13,0.25,2.48,0.11,0.01,32.06,38.91,5.33,0.41,794.6767446282562,6.7814145,8.0
49.31999999999997,-29.02380952380952,-0.3722828571428572,0.06,0.14,1.96,0.07,0.0,20.42,25.69,3.48,0.5,19202.28260869565,5.414798,3.0
45.54071428571425,-31.452380952380942,-0.40148,0.06,0.14,1.96,0.07,0.0,20.42,25.69,3.48,0.5,19202.28260869565,5.1326256,3.0
38.61214285714284,-35.797619047619044,-0.4529557142857143,0.06,0.14,1.96,0.07,0.0,20.42,25.69,3.48,0.5,19202.28260869565,6.487197,3.0
31.892142857142833,-41.16666666666665,-0.5200407142857143,0.06,0.14,1.96,0.07,0.0,20.42,25.69,3.48,0.5,19202.28260869565,9.324828,4.0
31.149285714285693,-43.04761904761904,-0.5315135714285715,0.06,0.14,1.96,0.07,0.0,20.42,25.69,3.48,0.5,19202.28260869565,6.903186,4.0
31.185714285714266,-44.22619047619048,-0.5382049999999999,0.06,0.14,1.96,0.07,0.0,20.42,25.69,3.48,0.5,19202.28260869565,5.058253,5.0
31.349999999999966,-44.41666666666666,-0.5401114285714286,0.06,0.14,1.96,0.07,0.0,20.42,25.69,3.48,0.5,19202.28260869565,5.3485146,5.0
34.496428571428545,-44.11904761904761,-0.5255985714285717,0.06,0.14,1.96,0.07,0.0,20.42,25.69,3.48,0.5,19202.28260869565,4.744284,4.0
