state,date,fb_movement_change
AK,2020-08-12,-0.7049038474734978
AK,2020-08-13,-0.282242232931673
AK,2020-08-14,0.5994868561469219
AK,2020-08-15,2.389895256737456
AK,2020-08-16,2.9295823058458397
AK,2020-08-17,0.12373235083282622
AK,2020-08-18,-0.23295160130955547
AK,2020-08-19,-0.8056990108195667
AK,2020-08-20,-0.7356675197561332
AK,2020-08-21,0.18577869079824205
AK,2020-08-22,1.5643650861942877
AK,2020-08-23,0.5461031982448108
AK,2020-08-24,-1.2739504485028275
AK,2020-08-25,-1.5955436816600477
AK,2020-08-26,-1.161197826162435
AK,2020-08-27,-1.2534002747062678
AK,2020-08-28,-0.3188635674360422
AK,2020-08-29,1.3537910037660033
AK,2020-08-30,0.8196087872106305
AK,2020-08-31,-1.752840551750061
AK,2020-09-01,-0.6496054069811157
AK,2020-09-02,-1.1188383957651242
AK,2020-09-03,-0.8826921971170625
AK,2020-09-04,0.022239010887915495
AK,2020-09-05,1.8361846815711964
AK,2020-09-06,1.494586776575607
AK,2020-09-07,-3.1027637892542415
AK,2020-09-08,-0.665470447997047
AK,2020-09-09,-0.669517209262589
AK,2020-09-10,-0.95932073954439
AK,2020-09-11,-0.4272723553301586
AK,2020-09-12,1.2339923924160499
AK,2020-09-13,0.8800935224490622
AK,2020-09-14,-1.0898385853911947
AK,2020-09-15,-1.3266853177589897
AK,2020-09-16,-1.56106176563301
AK,2020-09-17,-2.0617601752728842
AK,2020-09-18,-0.8914578161425484
AK,2020-09-19,0.9052838155410806
AK,2020-09-20,-0.2759494190924699
AK,2020-09-21,-1.5704721920456033
AK,2020-09-22,-1.3181380942525769
AK,2020-09-23,-1.4648241783622291
AK,2020-09-24,-2.0269532576943328
AK,2020-09-25,-1.06024104154905
AK,2020-09-26,0.27958407123280177
AK,2020-09-27,-0.36161412882324423
AK,2020-09-28,-1.6575785475671403
AK,2020-09-29,-1.495617503803597
AK,2020-09-30,-1.6844794839825288
AK,2020-10-01,-1.0053851107724054
AK,2020-10-02,-1.0055375884053612
AK,2020-10-03,0.022270297192927117
AK,2020-10-04,-0.059475651504692306
AK,2020-10-05,-1.2496370903772163
AK,2020-10-06,-1.3792292931672006
AK,2020-10-07,-1.9149416174944833
AK,2020-10-08,-2.004644543712284
AK,2020-10-09,-1.4255129988722484
AK,2020-10-10,-0.3902291410507903
AK,2020-10-11,-0.9881956832594034
AK,2020-10-12,-2.3379051472158205
AK,2020-10-13,-2.0137074856092214
AK,2020-10-14,-2.137643419912648
AK,2020-10-15,-2.333668380099654
AK,2020-10-16,-1.4709430504343532
AK,2020-10-17,-0.627741287111524
AK,2020-10-18,-1.6845432083330527
AK,2020-10-19,-2.5048591377837313
AK,2020-10-20,-1.8391660811023223
AK,2020-10-21,-2.1188563228919577
AK,2020-10-22,-2.523428269074352
AK,2020-10-23,-2.036643933811318
AK,2020-10-24,-1.2061906077958253
AK,2020-10-25,-2.3227650840481457
AK,2020-10-26,-3.227203417151369
AK,2020-10-27,-2.6812894782959455
AK,2020-10-28,-2.425078579759278
AK,2020-10-29,-2.679500406892258
AK,2020-10-30,-1.7496832664292667
AK,2020-10-31,-0.8890219426966215
AK,2020-11-01,-1.550189274303013
AK,2020-11-02,-3.137457146149581
AK,2020-11-03,-2.0981541365329575
AK,2020-11-04,-3.1411938790231573
AK,2020-11-05,-3.425420666753241
AK,2020-11-06,-2.971549913539157
AK,2020-11-07,-2.503860836079807
AK,2020-11-08,-3.6329924532872218
AK,2020-11-09,-2.7486143967766847
AK,2020-11-10,-2.2166152291383288
AK,2020-11-11,-3.027278264590694
AK,2020-11-12,-3.0826591687455944
AK,2020-11-13,-2.4613068891592453
AK,2020-11-14,-2.2720212372444575
AK,2020-11-15,-2.6933467564264677
AK,2020-11-16,-3.0762801208264676
AK,2020-11-17,-2.9679749888796976
AK,2020-11-18,-3.2656127005857494
AK,2020-11-19,-3.611301772659235
AK,2020-11-20,-3.1194124150804154
AK,2020-11-21,-2.5982971998168307
AK,2020-11-22,-2.9390078207082295
AK,2020-11-23,-2.7536773280522757
AK,2020-11-24,-2.654856854424534
AK,2020-11-25,-2.476742504753632
AK,2020-11-26,-7.358178411922713
AK,2020-11-27,-4.436501108639927
AK,2020-11-28,-3.023896224470129
AK,2020-11-29,-3.0888897226144576
AK,2020-11-30,-2.8463754448188423
AK,2020-12-01,-2.8549768406591496
AK,2020-12-02,-3.039795343239316
AK,2020-12-03,-2.6901932137735862
AK,2020-12-04,-2.3877942478726486
AK,2020-12-05,-2.6099787691802896
AK,2020-12-06,-3.208344797011808
AK,2020-12-07,-2.949713418135584
AK,2020-12-08,-3.0658232752188828
AK,2020-12-09,-2.5892900582739315
AK,2020-12-10,-3.089272054692469
AK,2020-12-11,-2.6443765315872536
AK,2020-12-12,-2.15987133727932
AK,2020-12-13,-2.614268493667512
AK,2020-12-14,-2.679136496948242
AK,2020-12-15,-2.3669323923887062
AK,2020-12-16,-2.229042437963483
AK,2020-12-17,-2.6922382904537634
AK,2020-12-18,-2.066538042444416
AK,2020-12-19,-2.2851427363456693
AK,2020-12-20,-1.58856502156395
AK,2020-12-21,-1.7011602705643543
AK,2020-12-22,-2.1522972217840324
AK,2020-12-23,-1.1495743882877987
AK,2020-12-24,-2.0796804052519002
AK,2020-12-25,-8.183341103281423
AK,2020-12-26,-3.4494917582513698
AK,2020-12-27,-3.2063445157850863
AK,2020-12-28,-3.065742365910505
AK,2020-12-29,-2.715578344339721
AK,2020-12-30,-2.4178850247489914
AK,2020-12-31,-1.8379979053510058
AK,2021-01-01,-5.094610529946893
AK,2021-01-02,-2.7180303701481154
AK,2021-01-03,-3.1025698328195817
AK,2021-01-04,-2.4522204065368487
AK,2021-01-05,-2.231524779008814
AK,2021-01-06,-2.5263608449514345
AK,2021-01-07,-3.2952809353901733
AK,2021-01-08,-2.68001576493586
AK,2021-01-09,-2.174405624999149
AK,2021-01-10,-2.3700415189359507
AK,2021-01-11,-2.5912519618888745
AK,2021-01-12,-2.6354068146593783
AK,2021-01-13,-2.7275983742900274
AK,2021-01-14,-3.0801880802548
AK,2021-01-15,-2.537229978620584
AK,2021-01-16,-2.321370763671402
AK,2021-01-17,-2.5219500168274056
AK,2021-01-18,-4.800334116260795
AK,2021-01-19,-2.8834343010751247
AK,2021-01-20,-2.6900214896691286
AK,2021-01-21,-2.6596011326165807
AK,2021-01-22,-2.5464809018583905
AK,2021-01-23,-1.8511525798412958
AK,2021-01-24,-2.422957511923396
AK,2021-01-25,-1.9824691129185503
AK,2021-01-26,-1.9720886451551185
AK,2021-01-27,-2.6612813914660016
AK,2021-01-28,-2.9093018901639653
AK,2021-01-29,-1.9153541679595913
AK,2021-01-30,-1.7649838240846438
AL,2020-03-01,2.1800970860144973
AL,2020-03-02,1.3612805948684392
AL,2020-03-03,2.623618003244845
AL,2020-03-04,-0.1504931932488787
AL,2020-03-05,0.9789955850431876
AL,2020-03-06,1.0800302055194748
AL,2020-03-07,1.8917522444472266
AL,2020-03-08,1.2610549464358365
AL,2020-03-09,3.0465952926434627
AL,2020-03-10,0.6051205834941956
AL,2020-03-11,1.0384795507715923
AL,2020-03-12,2.425511540637348
AL,2020-03-13,0.3751936489955002
AL,2020-03-14,-0.2445967058391632
AL,2020-03-15,-1.7655039155854932
AL,2020-03-16,-0.8182956596681543
AL,2020-03-17,-2.9695294516462467
AL,2020-03-18,-3.4821435758328523
AL,2020-03-19,-3.6787431585632415
AL,2020-03-20,-6.110309033444538
AL,2020-03-21,-7.256285482267128
AL,2020-03-22,-9.15119967615737
AL,2020-03-23,-7.647770312933308
AL,2020-03-24,-7.80465786211818
AL,2020-03-25,-6.9479131645980985
AL,2020-03-26,-6.245965946230868
AL,2020-03-27,-7.392443490084523
AL,2020-03-28,-7.8123811870896045
AL,2020-03-29,-9.197315595936134
AL,2020-03-30,-7.0936359344385185
AL,2020-03-31,-9.319731373635701
AL,2020-04-01,-6.355927258842966
AL,2020-04-02,-6.553004087616531
AL,2020-04-03,-6.708494688817586
AL,2020-04-04,-8.170228822595947
AL,2020-04-05,-12.238081162789092
AL,2020-04-06,-8.003708254259175
AL,2020-04-07,-9.540791367256135
AL,2020-04-08,-9.265888348110447
AL,2020-04-09,-8.021680439094181
AL,2020-04-10,-9.009831521031728
AL,2020-04-11,-8.5773228716151
AL,2020-04-12,-14.3189716164717
AL,2020-04-13,-7.63659504127012
AL,2020-04-14,-7.3739629498641746
AL,2020-04-15,-5.893673595228403
AL,2020-04-16,-5.690199642150956
AL,2020-04-17,-7.074673383223394
AL,2020-04-18,-7.038357955465651
AL,2020-04-19,-11.798526464196172
AL,2020-04-20,-6.149887720555121
AL,2020-04-21,-6.024260843470109
AL,2020-04-22,-6.055930562626153
AL,2020-04-23,-9.07305757451743
AL,2020-04-24,-6.8265077063520705
AL,2020-04-25,-6.28580100860152
AL,2020-04-26,-6.987315334681465
AL,2020-04-27,-4.884472929047147
AL,2020-04-28,-5.295891885965944
AL,2020-04-29,-6.810262786437834
AL,2020-04-30,-4.140708328107108
AL,2020-05-01,-3.4671776002761487
AL,2020-05-02,-2.550406593493819
AL,2020-05-03,-3.250844162192535
AL,2020-05-04,-2.1478195454852353
AL,2020-05-05,-3.557284110138617
AL,2020-05-06,-2.9477736406600745
AL,2020-05-07,-2.6195864108778255
AL,2020-05-08,-5.576810150408322
AL,2020-05-09,-2.0850553446239517
AL,2020-05-10,-1.7529978691156853
AL,2020-05-11,-1.6575741659778276
AL,2020-05-12,-2.793104637389789
AL,2020-05-13,-2.1939740305617668
AL,2020-05-14,-1.7303052998591695
AL,2020-05-15,-3.1492442292408187
AL,2020-05-16,-1.2360975465376043
AL,2020-05-17,-3.528424833847781
AL,2020-05-18,-2.5034635036715995
AL,2020-05-19,-2.567383607053371
AL,2020-05-20,-1.9735047662101197
AL,2020-05-21,-1.135292137855291
AL,2020-05-22,-2.595230937714976
AL,2020-05-23,-1.0640034460804533
AL,2020-05-24,-1.9008353129975686
AL,2020-05-25,-5.6248416974884705
AL,2020-05-26,-3.407373121099867
AL,2020-05-27,-3.877221661634218
AL,2020-05-28,-1.6505866068912376
AL,2020-05-29,-2.527420341121105
AL,2020-05-30,-0.5175281245292613
AL,2020-05-31,-0.7129052614902376
AL,2020-06-01,0.1581734208988653
AL,2020-06-02,-2.1070535084358415
AL,2020-06-03,-1.4704832106742893
AL,2020-06-04,-1.342098787626822
AL,2020-06-05,-2.953644116279529
AL,2020-06-06,-1.075175260800881
AL,2020-06-07,-3.048283186210602
AL,2020-06-08,-2.9997329182011527
AL,2020-06-09,-3.3244302957465384
AL,2020-06-10,-2.0689760938247317
AL,2020-06-11,-0.4761004051101489
AL,2020-06-12,-1.7447616143975766
AL,2020-06-13,0.696816422400956
AL,2020-06-14,-0.06505366737743004
AL,2020-06-15,-0.40693912057570886
AL,2020-06-16,-1.389571058346766
AL,2020-06-17,-0.8322153358317116
AL,2020-06-18,-0.6123926230276856
AL,2020-06-19,-1.6511018358781047
AL,2020-06-20,1.1684603621809118
AL,2020-06-21,-0.24968404171574252
AL,2020-06-22,-1.4935933520905298
AL,2020-06-23,-3.113017863637621
AL,2020-06-24,-2.7414845792908116
AL,2020-06-25,-1.7900859762378947
AL,2020-06-26,-2.804395078963975
AL,2020-06-27,-0.9530047060838946
AL,2020-06-28,-1.086780964742302
AL,2020-06-29,-1.045083370443906
AL,2020-06-30,-2.405252589496427
AL,2020-07-01,-1.2970976420612343
AL,2020-07-02,0.8267903903646351
AL,2020-07-03,-2.457692975178398
AL,2020-07-04,-4.779089255547173
AL,2020-07-05,-1.7017285843303838
AL,2020-07-06,-1.238689881191515
AL,2020-07-07,-2.7630079635910065
AL,2020-07-08,-2.2503661578790117
AL,2020-07-09,-1.5058198754238337
AL,2020-07-10,-3.116717966303537
AL,2020-07-11,-0.9514257715505303
AL,2020-07-12,-3.019800850302413
AL,2020-07-13,-1.7876221900927645
AL,2020-07-14,-2.071579097839464
AL,2020-07-15,-2.059537477633405
AL,2020-07-16,-1.4468574249758102
AL,2020-07-17,-2.9926013670848586
AL,2020-07-18,-1.1007032895189564
AL,2020-07-19,-1.8229754633121078
AL,2020-07-20,-1.6445200340880477
AL,2020-07-21,-3.179503283378045
AL,2020-07-22,-2.4614294923891356
AL,2020-07-23,-1.634602324189289
AL,2020-07-24,-3.186689508344073
AL,2020-07-25,-1.5092036286862462
AL,2020-07-26,-2.09758078893617
AL,2020-07-27,-1.9653694881775816
AL,2020-07-28,-3.1890217020589433
AL,2020-07-29,-2.9093688160369253
AL,2020-07-30,-2.008825915567111
AL,2020-07-31,-2.2841592386703815
AL,2020-08-01,-0.46979501418160013
AL,2020-08-02,-0.9926290469235786
AL,2020-08-03,0.2497333122878319
AL,2020-08-04,-1.4915132852360138
AL,2020-08-05,-1.2994669509573804
AL,2020-08-06,-1.0654801447263365
AL,2020-08-07,-2.3795028704403327
AL,2020-08-08,-0.7295713906042711
AL,2020-08-09,-1.4255353542401499
AL,2020-08-10,-1.153557372534383
AL,2020-08-11,-2.3654459394577287
AL,2020-08-12,-1.8185145802636524
AL,2020-08-13,-1.4896542201956438
AL,2020-08-14,-2.9214895014811835
AL,2020-08-15,-1.5414333418849229
AL,2020-08-16,-1.1634149968398042
AL,2020-08-17,-1.066668166940474
AL,2020-08-18,-1.8911955926973933
AL,2020-08-19,-1.7272750351210493
AL,2020-08-20,-1.6492599581598548
AL,2020-08-21,-3.0671716075061393
AL,2020-08-22,-1.5665807483931338
AL,2020-08-23,-2.143254226034724
AL,2020-08-24,-2.1243463123051614
AL,2020-08-25,-3.7557273462718905
AL,2020-08-26,-2.645211264302688
AL,2020-08-27,-1.9689411951721147
AL,2020-08-28,-4.1140500231849275
AL,2020-08-29,-2.7149049992810954
AL,2020-08-30,-2.9857058179958447
AL,2020-08-31,-1.616204815576007
AL,2020-09-01,-1.354208180915058
AL,2020-09-02,-1.8656910478311324
AL,2020-09-03,0.278090449297752
AL,2020-09-04,-0.5476035093699285
AL,2020-09-05,0.4725531111002365
AL,2020-09-06,-0.4128972033892287
AL,2020-09-07,-5.185767079159763
AL,2020-09-08,-1.3394725987863014
AL,2020-09-09,-1.69016580891807
AL,2020-09-10,-1.5079603739181664
AL,2020-09-11,-3.024400577245192
AL,2020-09-12,-1.7112450407969602
AL,2020-09-13,-2.285364619558523
AL,2020-09-14,-1.5051987927071964
AL,2020-09-15,-4.827445603720863
AL,2020-09-16,-6.581191907970044
AL,2020-09-17,-2.955564291251491
AL,2020-09-18,-2.7691909777991106
AL,2020-09-19,-1.4557678540336476
AL,2020-09-20,-1.6034400130139972
AL,2020-09-21,-1.0157416551649572
AL,2020-09-22,-2.144637808151229
AL,2020-09-23,-1.9925071866450061
AL,2020-09-24,-3.156717617715833
AL,2020-09-25,-3.1145137886536958
AL,2020-09-26,-2.076280313037344
AL,2020-09-27,-1.8607949653541533
AL,2020-09-28,-1.8793005422067535
AL,2020-09-29,-2.7744567369067243
AL,2020-09-30,-1.6232261319611687
AL,2020-10-01,0.44540504521857066
AL,2020-10-02,-0.5311010138002138
AL,2020-10-03,-0.35556584500482763
AL,2020-10-04,-0.9198671445417597
AL,2020-10-05,-0.2788745032096502
AL,2020-10-06,-1.5254386316853246
AL,2020-10-07,-1.26185094438004
AL,2020-10-08,-0.9361136569841827
AL,2020-10-09,-3.1854234958012095
AL,2020-10-10,-6.1261061388138245
AL,2020-10-11,-3.7729642524257465
AL,2020-10-12,-2.1987906255341976
AL,2020-10-13,-1.8003357510821916
AL,2020-10-14,-1.3941031274467424
AL,2020-10-15,-0.6323671106882617
AL,2020-10-16,-1.9423900248919843
AL,2020-10-17,-0.7010066872165761
AL,2020-10-18,-1.199548197906062
AL,2020-10-19,-1.103449664703654
AL,2020-10-20,-2.052243188280686
AL,2020-10-21,-1.690192948157162
AL,2020-10-22,-0.8100938121669892
AL,2020-10-23,-2.2351080036874182
AL,2020-10-24,-4.274707676214551
AL,2020-10-25,-2.2686407508262665
AL,2020-10-26,-1.130160424267084
AL,2020-10-27,-2.1806547444589532
AL,2020-10-28,-4.082591850042343
AL,2020-10-29,-3.0516062782293627
AL,2020-10-30,-1.6782592664237685
AL,2020-10-31,-0.33194187133873426
AL,2020-11-01,-0.16062852461002225
AL,2020-11-02,-1.1337169769731243
AL,2020-11-03,1.233104799111183
AL,2020-11-04,-2.0929389257329745
AL,2020-11-05,-1.2381392207126631
AL,2020-11-06,-2.309616372822983
AL,2020-11-07,-2.0254927767359447
AL,2020-11-08,-2.1197445941913218
AL,2020-11-09,-1.3010349294897035
AL,2020-11-10,-2.022392169883446
AL,2020-11-11,-4.045406755129586
AL,2020-11-12,-1.5719541687005418
AL,2020-11-13,-2.2480746233539874
AL,2020-11-14,-1.5491381760345573
AL,2020-11-15,-2.8550914244577745
AL,2020-11-16,-1.044980238746852
AL,2020-11-17,-2.098975674205644
AL,2020-11-18,-1.8423262533394074
AL,2020-11-19,-0.8996189113198924
AL,2020-11-20,-2.1302477007965197
AL,2020-11-21,-1.7354574365845996
AL,2020-11-22,-1.8732422534169086
AL,2020-11-23,-1.4113185091262075
AL,2020-11-24,-1.1433381316266817
AL,2020-11-25,-0.353614948921976
AL,2020-11-26,-9.741601382226088
AL,2020-11-27,-7.673331169582657
AL,2020-11-28,-5.913947272364816
AL,2020-11-29,-5.082648837392448
AL,2020-11-30,-1.7326955479122326
AL,2020-12-01,-2.154144122242987
AL,2020-12-02,-2.0116779709290995
AL,2020-12-03,-0.7886027449484353
AL,2020-12-04,-3.9301810526219163
AL,2020-12-05,-2.780947679339035
AL,2020-12-06,-3.515006279977182
AL,2020-12-07,-1.7799103168552604
AL,2020-12-08,-2.691781947966458
AL,2020-12-09,-2.0337932359660114
AL,2020-12-10,-1.4834074377491462
AL,2020-12-11,-2.8772036294775654
AL,2020-12-12,-3.625298229846513
AL,2020-12-13,-3.062850425429619
AL,2020-12-14,-2.3139631083428567
AL,2020-12-15,-2.633616093592245
AL,2020-12-16,-2.9450565824153294
AL,2020-12-17,-1.6622381865705662
AL,2020-12-18,-2.5973517138247653
AL,2020-12-19,-1.5273854777251799
AL,2020-12-20,-2.3343964576270397
AL,2020-12-21,0.12060696019628141
AL,2020-12-22,-0.6533119390069898
AL,2020-12-23,1.7470311532075575
AL,2020-12-24,-2.745880672248729
AL,2020-12-25,-15.155733657241184
AL,2020-12-26,-7.348913805595779
AL,2020-12-27,-4.493108392842619
AL,2020-12-28,-3.0052654988889946
AL,2020-12-29,-3.8196986411240883
AL,2020-12-30,-2.0711606801313835
AL,2020-12-31,-1.2579056810338574
AL,2021-01-01,-12.794924714578368
AL,2021-01-02,-5.223975346210682
AL,2021-01-03,-3.5969720916526886
AL,2021-01-04,-1.1173478359576479
AL,2021-01-05,-2.3517417328165293
AL,2021-01-06,-2.80954041699423
AL,2021-01-07,-3.9992312511255173
AL,2021-01-08,-5.0680151886477915
AL,2021-01-09,-4.231752721477972
AL,2021-01-10,-4.311136808227734
AL,2021-01-11,-4.265526888842704
AL,2021-01-12,-3.5412401324690252
AL,2021-01-13,-3.1719936704652
AL,2021-01-14,-1.9864957116384625
AL,2021-01-15,-3.188369154576046
AL,2021-01-16,-3.479590215690424
AL,2021-01-17,-4.061146772287799
AL,2021-01-18,-3.699427358637274
AL,2021-01-19,-2.7929324082040354
AL,2021-01-20,-2.7064766011847516
AL,2021-01-21,-3.3110713553414683
AL,2021-01-22,-4.499187802565043
AL,2021-01-23,-3.033348618642759
AL,2021-01-24,-4.229845230761228
AL,2021-01-25,-3.1629821078217772
AL,2021-01-26,-3.3061733459373777
AL,2021-01-27,-3.1953509556216946
AL,2021-01-28,-2.035905756056532
AL,2021-01-29,-3.11471057621322
AL,2021-01-30,-2.360248857418197
AR,2020-03-01,1.5172739312592844
AR,2020-03-02,1.1748051837130629
AR,2020-03-03,2.354033272995878
AR,2020-03-04,1.4454644949340707
AR,2020-03-05,1.344771948198091
AR,2020-03-06,1.1969057937095944
AR,2020-03-07,1.2846057600460445
AR,2020-03-08,1.2761892320475463
AR,2020-03-09,0.171034338270478
AR,2020-03-10,1.4156249107629266
AR,2020-03-11,0.9298965069036943
AR,2020-03-12,0.83761237135347
AR,2020-03-13,-0.873584491222757
AR,2020-03-14,-2.703798990063646
AR,2020-03-15,-2.1040020735839655
AR,2020-03-16,-2.6919384728365467
AR,2020-03-17,-2.2393230650764684
AR,2020-03-18,-2.862288660469671
AR,2020-03-19,-3.788134619140284
AR,2020-03-20,-3.9212501016798993
AR,2020-03-21,-4.537465164082896
AR,2020-03-22,-6.402810606460858
AR,2020-03-23,-4.625464455802961
AR,2020-03-24,-4.691836532942526
AR,2020-03-25,-3.855467455328439
AR,2020-03-26,-3.9252938972643743
AR,2020-03-27,-4.526621043126064
AR,2020-03-28,-6.222347833142911
AR,2020-03-29,-4.490885900820599
AR,2020-03-30,-5.204865437261658
AR,2020-03-31,-4.607638399511672
AR,2020-04-01,-3.2070813835756034
AR,2020-04-02,-4.047327908515592
AR,2020-04-03,-4.906537432672907
AR,2020-04-04,-6.638614770614703
AR,2020-04-05,-5.502628543563465
AR,2020-04-06,-4.4238876330106285
AR,2020-04-07,-4.48006829168162
AR,2020-04-08,-4.031997997596926
AR,2020-04-09,-4.393743501254518
AR,2020-04-10,-4.674001328038503
AR,2020-04-11,-5.316788594484607
AR,2020-04-12,-7.836262979126531
AR,2020-04-13,-4.748525956092554
AR,2020-04-14,-4.128391973879008
