FIPS,life_expectancy,mortality_risk_0-5,mortality_risk_5-25,mortality_risk_25-45,mortality_risk_45-65,mortality_risk_65-85
5059,"75.61 (75.06, 76.15)","0.85 (0.75, 0.95)","1.24 (1.12, 1.37)","3.83 (3.56, 4.11)","15.84 (15.03, 16.66)","57.65 (55.92, 59.44)"
5061,"74.84 (74.07, 75.51)","0.96 (0.84, 1.10)","1.38 (1.22, 1.57)","3.97 (3.64, 4.32)","16.58 (15.51, 17.77)","59.60 (57.38, 61.87)"
5063,"75.69 (75.15, 76.26)","0.83 (0.74, 0.92)","1.17 (1.06, 1.29)","3.80 (3.54, 4.09)","15.62 (14.80, 16.46)","57.80 (56.02, 59.60)"
5065,"75.92 (75.21, 76.64)","0.93 (0.80, 1.07)","1.41 (1.22, 1.61)","3.98 (3.59, 4.37)","15.53 (14.52, 16.54)","54.60 (52.44, 56.79)"
5067,"73.76 (73.08, 74.47)","0.98 (0.87, 1.11)","1.37 (1.23, 1.51)","4.44 (4.07, 4.83)","18.94 (17.91, 20.09)","61.67 (59.65, 63.76)"
5069,"74.18 (73.67, 74.68)","1.00 (0.92, 1.08)","1.28 (1.19, 1.38)","4.59 (4.33, 4.86)","17.94 (17.24, 18.64)","60.22 (58.82, 61.67)"
5071,"76.48 (75.88, 77.08)","0.82 (0.72, 0.93)","1.03 (0.93, 1.15)","3.45 (3.17, 3.72)","14.99 (14.07, 15.86)","55.17 (53.07, 57.19)"
5073,"74.14 (73.28, 74.97)","1.14 (0.98, 1.31)","1.55 (1.34, 1.80)","4.53 (4.06, 5.01)","18.24 (16.98, 19.59)","58.46 (55.98, 60.97)"
5075,"74.83 (74.15, 75.50)","0.94 (0.82, 1.07)","1.28 (1.15, 1.44)","4.06 (3.73, 4.43)","17.13 (16.11, 18.13)","59.17 (57.14, 61.17)"
5077,"73.71 (72.93, 74.58)","1.23 (1.07, 1.40)","1.47 (1.29, 1.66)","5.02 (4.53, 5.53)","19.09 (17.82, 20.38)","57.85 (55.29, 60.30)"
5079,"76.27 (75.46, 77.05)","0.85 (0.74, 0.98)","1.22 (1.08, 1.38)","3.41 (3.09, 3.80)","15.13 (14.07, 16.24)","55.24 (52.64, 57.73)"
5081,"74.98 (74.25, 75.68)","0.93 (0.82, 1.06)","1.34 (1.19, 1.51)","3.97 (3.62, 4.33)","15.86 (14.81, 16.98)","60.47 (58.20, 62.67)"
5083,"75.60 (74.97, 76.26)","0.80 (0.70, 0.90)","1.20 (1.07, 1.35)","3.80 (3.50, 4.11)","15.71 (14.85, 16.56)","58.26 (56.20, 60.28)"
5085,"75.86 (75.36, 76.36)","0.86 (0.77, 0.94)","1.20 (1.10, 1.31)","3.42 (3.21, 3.64)","15.05 (14.40, 15.78)","58.82 (57.21, 60.43)"
5087,"76.42 (75.73, 77.11)","0.83 (0.72, 0.95)","1.12 (0.99, 1.27)","3.45 (3.14, 3.75)","14.94 (13.98, 15.90)","55.67 (53.50, 57.95)"
5089,"76.57 (75.90, 77.22)","0.96 (0.83, 1.10)","1.26 (1.10, 1.44)","3.64 (3.31, 3.98)","14.25 (13.38, 15.15)","54.26 (52.05, 56.19)"
5091,"75.69 (75.17, 76.25)","0.83 (0.75, 0.91)","1.22 (1.11, 1.34)","3.78 (3.54, 4.03)","16.59 (15.80, 17.46)","55.66 (54.01, 57.34)"
5093,"72.66 (72.11, 73.23)","1.07 (0.98, 1.16)","1.38 (1.28, 1.49)","4.91 (4.63, 5.21)","21.02 (20.10, 21.98)","64.19 (62.51, 65.81)"
5095,"73.72 (72.85, 74.61)","1.15 (0.99, 1.31)","1.50 (1.31, 1.70)","4.73 (4.30, 5.19)","18.91 (17.57, 20.42)","59.70 (57.08, 62.13)"
5097,"77.10 (76.37, 77.88)","0.80 (0.69, 0.93)","1.15 (1.00, 1.31)","3.43 (3.08, 3.81)","13.41 (12.36, 14.42)","53.55 (50.96, 55.88)"
5099,"74.72 (73.87, 75.56)","1.04 (0.91, 1.21)","1.40 (1.24, 1.60)","4.27 (3.83, 4.69)","17.09 (15.83, 18.40)","58.59 (55.95, 61.09)"
5101,"77.56 (76.75, 78.44)","0.79 (0.68, 0.92)","1.02 (0.90, 1.17)","3.36 (3.04, 3.73)","13.77 (12.64, 14.84)","50.67 (47.87, 53.27)"
5103,"73.37 (72.75, 74.03)","1.15 (1.03, 1.29)","1.55 (1.40, 1.72)","4.88 (4.52, 5.26)","18.95 (17.93, 19.93)","61.54 (59.62, 63.38)"
5105,"75.51 (74.75, 76.25)","0.90 (0.78, 1.03)","1.25 (1.10, 1.42)","3.91 (3.55, 4.30)","15.56 (14.46, 16.72)","58.85 (56.48, 61.29)"
5107,"71.28 (70.57, 71.96)","1.26 (1.15, 1.39)","1.82 (1.66, 2.01)","6.05 (5.64, 6.54)","21.85 (20.72, 23.07)","66.77 (64.79, 68.66)"
5109,"75.73 (75.00, 76.45)","0.91 (0.79, 1.04)","1.24 (1.09, 1.40)","3.67 (3.33, 4.04)","14.97 (13.87, 16.07)","58.25 (55.79, 60.58)"
5111,"72.14 (71.44, 72.79)","1.17 (1.04, 1.31)","1.62 (1.46, 1.79)","5.37 (4.99, 5.77)","21.10 (20.02, 22.18)","65.42 (63.45, 67.41)"
5113,"75.60 (74.96, 76.25)","0.90 (0.79, 1.02)","1.28 (1.15, 1.44)","3.94 (3.59, 4.30)","15.74 (14.82, 16.71)","57.54 (55.49, 59.47)"
5115,"76.81 (76.33, 77.33)","0.73 (0.66, 0.81)","0.91 (0.83, 0.99)","3.27 (3.06, 3.50)","14.52 (13.79, 15.23)","55.33 (53.66, 56.90)"
5117,"76.10 (75.32, 76.94)","0.93 (0.80, 1.09)","1.18 (1.03, 1.34)","3.65 (3.27, 4.05)","15.48 (14.35, 16.68)","54.76 (52.24, 57.32)"
5119,"76.48 (76.19, 76.80)","0.87 (0.83, 0.91)","1.10 (1.05, 1.15)","3.61 (3.49, 3.73)","14.77 (14.37, 15.16)","54.49 (53.53, 55.38)"
5121,"76.05 (75.41, 76.69)","0.85 (0.75, 0.96)","1.16 (1.03, 1.30)","3.78 (3.47, 4.14)","15.55 (14.65, 16.44)","55.20 (53.07, 57.27)"
5123,"73.57 (72.93, 74.24)","1.10 (0.98, 1.22)","1.36 (1.22, 1.51)","4.74 (4.37, 5.12)","19.25 (18.26, 20.27)","61.40 (59.28, 63.29)"
5125,"77.91 (77.51, 78.29)","0.66 (0.60, 0.73)","1.00 (0.92, 1.09)","2.91 (2.76, 3.08)","12.55 (12.06, 13.05)","52.76 (51.45, 54.01)"
5127,"75.91 (75.15, 76.70)","0.80 (0.70, 0.91)","1.16 (1.02, 1.33)","3.75 (3.39, 4.13)","15.40 (14.32, 16.54)","57.12 (54.46, 59.60)"
5129,"76.28 (75.50, 77.07)","0.87 (0.74, 1.01)","1.29 (1.11, 1.50)","3.74 (3.38, 4.15)","15.13 (14.01, 16.21)","54.39 (51.94, 56.86)"
5131,"76.19 (75.79, 76.60)","0.73 (0.67, 0.79)","1.00 (0.94, 1.07)","3.50 (3.33, 3.68)","15.27 (14.71, 15.83)","57.05 (55.60, 58.31)"
5133,"75.25 (74.57, 76.00)","0.98 (0.85, 1.11)","1.28 (1.14, 1.44)","3.90 (3.56, 4.28)","15.86 (14.78, 16.94)","58.84 (56.65, 61.05)"
5135,"75.40 (74.75, 76.04)","1.00 (0.87, 1.14)","1.41 (1.25, 1.59)","4.32 (3.95, 4.74)","15.88 (14.94, 16.86)","55.97 (54.03, 57.87)"
5137,"76.64 (75.93, 77.37)","0.85 (0.73, 0.99)","1.19 (1.04, 1.35)","3.65 (3.30, 4.03)","14.36 (13.40, 15.37)","53.85 (51.52, 56.13)"
5139,"73.64 (73.09, 74.23)","1.07 (0.97, 1.17)","1.49 (1.36, 1.62)","4.96 (4.65, 5.28)","18.56 (17.74, 19.41)","60.57 (58.91, 62.22)"
5141,"77.10 (76.38, 77.76)","0.88 (0.77, 1.01)","1.25 (1.10, 1.42)","3.60 (3.27, 3.95)","14.13 (13.24, 15.04)","51.23 (49.25, 53.33)"
5143,"78.11 (77.76, 78.49)","0.67 (0.62, 0.71)","0.67 (0.63, 0.72)","2.69 (2.55, 2.84)","13.06 (12.61, 13.53)","52.63 (51.32, 53.92)"
5145,"75.87 (75.41, 76.37)","0.85 (0.78, 0.94)","1.03 (0.95, 1.11)","3.58 (3.38, 3.81)","15.41 (14.77, 16.06)","58.01 (56.49, 59.59)"
5147,"73.26 (72.33, 74.16)","1.12 (0.97, 1.27)","1.52 (1.33, 1.75)","5.07 (4.59, 5.66)","18.95 (17.64, 20.35)","61.68 (58.99, 64.32)"
5149,"75.48 (74.86, 76.09)","0.87 (0.78, 0.98)","1.27 (1.13, 1.42)","3.83 (3.53, 4.15)","15.81 (14.92, 16.72)","58.24 (56.32, 60.20)"
6,"80.82 (80.77, 80.86)","0.48 (0.47, 0.48)","0.66 (0.65, 0.66)","2.24 (2.23, 2.26)","9.93 (9.88, 9.98)","43.30 (43.15, 43.46)"
6001,"81.46 (81.29, 81.63)","0.41 (0.40, 0.43)","0.57 (0.56, 0.59)","2.09 (2.04, 2.13)","9.59 (9.41, 9.76)","41.10 (40.54, 41.65)"
6003,"79.06 (77.65, 80.42)","0.64 (0.52, 0.78)","0.91 (0.75, 1.10)","2.84 (2.40, 3.35)","11.34 (9.87, 13.00)","48.27 (43.29, 53.39)"
6005,"79.80 (79.29, 80.32)","0.53 (0.46, 0.61)","0.71 (0.63, 0.79)","2.54 (2.35, 2.76)","10.90 (10.33, 11.55)","46.40 (44.67, 48.11)"
6007,"78.24 (77.89, 78.57)","0.60 (0.56, 0.64)","0.74 (0.70, 0.78)","3.17 (3.03, 3.31)","13.14 (12.73, 13.57)","49.85 (48.76, 50.94)"
6009,"79.84 (79.36, 80.32)","0.55 (0.49, 0.62)","0.92 (0.83, 1.04)","2.88 (2.68, 3.12)","10.56 (10.04, 11.11)","44.85 (43.30, 46.47)"
6011,"80.19 (79.56, 80.83)","0.48 (0.42, 0.55)","0.78 (0.68, 0.88)","2.40 (2.17, 2.64)","10.72 (9.95, 11.50)","44.71 (42.67, 46.94)"
6013,"81.39 (81.20, 81.59)","0.39 (0.37, 0.40)","0.69 (0.66, 0.71)","2.06 (2.01, 2.11)","8.90 (8.72, 9.09)","42.55 (41.91, 43.20)"
6015,"76.38 (75.73, 76.98)","0.76 (0.68, 0.87)","1.03 (0.93, 1.15)","3.46 (3.18, 3.74)","15.31 (14.44, 16.25)","55.21 (53.10, 57.42)"
6017,"81.06 (80.75, 81.38)","0.46 (0.43, 0.50)","0.77 (0.72, 0.84)","2.22 (2.11, 2.34)","8.99 (8.67, 9.32)","43.24 (42.14, 44.36)"
6019,"78.76 (78.52, 78.99)","0.63 (0.61, 0.65)","0.90 (0.87, 0.93)","2.95 (2.87, 3.03)","12.11 (11.86, 12.39)","48.18 (47.44, 48.96)"
6021,"78.29 (77.70, 78.88)","0.62 (0.55, 0.69)","1.03 (0.92, 1.15)","2.89 (2.66, 3.13)","12.43 (11.69, 13.14)","50.66 (48.54, 52.72)"
6023,"77.21 (76.80, 77.63)","0.66 (0.61, 0.71)","0.86 (0.80, 0.92)","3.59 (3.42, 3.78)","14.05 (13.53, 14.57)","52.99 (51.62, 54.31)"
6025,"80.42 (80.02, 80.81)","0.45 (0.42, 0.48)","0.76 (0.71, 0.82)","2.44 (2.32, 2.58)","10.92 (10.45, 11.37)","42.92 (41.67, 44.20)"
6027,"78.83 (78.24, 79.46)","0.68 (0.58, 0.77)","0.93 (0.81, 1.05)","2.95 (2.68, 3.21)","11.81 (11.05, 12.56)","48.31 (46.28, 50.37)"
6029,"77.26 (77.03, 77.52)","0.68 (0.65, 0.70)","0.95 (0.91, 0.98)","3.14 (3.05, 3.23)","13.88 (13.58, 14.18)","53.95 (53.13, 54.73)"
6031,"79.21 (78.82, 79.60)","0.55 (0.51, 0.60)","0.72 (0.68, 0.78)","2.31 (2.18, 2.43)","11.80 (11.29, 12.30)","48.67 (47.29, 50.04)"
6033,"75.80 (75.30, 76.33)","0.74 (0.67, 0.81)","1.18 (1.08, 1.30)","4.21 (3.97, 4.46)","16.23 (15.56, 16.92)","54.84 (53.26, 56.35)"
6035,"78.94 (78.38, 79.50)","0.61 (0.53, 0.69)","0.77 (0.69, 0.85)","2.42 (2.23, 2.62)","11.59 (10.91, 12.30)","49.88 (47.90, 51.87)"
6037,"81.36 (81.27, 81.44)","0.46 (0.45, 0.47)","0.64 (0.63, 0.65)","2.23 (2.21, 2.25)","9.53 (9.45, 9.62)","40.90 (40.63, 41.18)"
6039,"79.35 (78.97, 79.76)","0.55 (0.51, 0.60)","0.99 (0.92, 1.06)","2.89 (2.74, 3.05)","11.34 (10.88, 11.81)","46.35 (44.99, 47.56)"
6041,"83.80 (83.53, 84.07)","0.27 (0.25, 0.30)","0.44 (0.41, 0.47)","1.49 (1.43, 1.57)","6.46 (6.23, 6.68)","36.15 (35.27, 37.05)"
6043,"80.10 (79.44, 80.75)","0.58 (0.50, 0.67)","0.86 (0.75, 0.98)","2.63 (2.39, 2.91)","10.67 (9.93, 11.41)","43.93 (41.78, 46.03)"
6045,"78.54 (78.12, 78.98)","0.65 (0.59, 0.71)","1.06 (0.98, 1.16)","3.16 (2.98, 3.35)","12.22 (11.72, 12.74)","48.16 (46.72, 49.56)"
6047,"78.92 (78.57, 79.25)","0.56 (0.52, 0.59)","0.86 (0.81, 0.91)","2.65 (2.54, 2.78)","12.00 (11.57, 12.43)","49.09 (47.95, 50.20)"
6049,"77.50 (76.76, 78.27)","0.77 (0.65, 0.89)","1.14 (0.98, 1.30)","3.22 (2.88, 3.56)","12.98 (12.02, 13.96)","52.16 (49.75, 54.64)"
6051,"82.96 (82.26, 83.65)","0.47 (0.41, 0.55)","0.63 (0.55, 0.72)","1.93 (1.72, 2.14)","7.45 (6.85, 8.11)","36.18 (33.57, 38.69)"
6053,"81.85 (81.55, 82.12)","0.45 (0.43, 0.47)","0.61 (0.58, 0.64)","1.93 (1.85, 2.02)","8.71 (8.43, 9.00)","40.51 (39.59, 41.48)"
6055,"80.49 (80.15, 80.84)","0.42 (0.39, 0.46)","0.65 (0.60, 0.70)","2.10 (2.00, 2.22)","9.64 (9.26, 10.05)","46.67 (45.34, 47.90)"
6057,"81.30 (80.90, 81.66)","0.51 (0.45, 0.56)","0.81 (0.74, 0.90)","2.49 (2.34, 2.64)","8.71 (8.36, 9.08)","41.36 (40.18, 42.62)"
6059,"82.27 (82.14, 82.40)","0.40 (0.39, 0.41)","0.48 (0.47, 0.49)","1.61 (1.58, 1.64)","7.93 (7.81, 8.05)","41.09 (40.62, 41.55)"
6061,"81.46 (81.22, 81.72)","0.41 (0.38, 0.44)","0.65 (0.61, 0.69)","1.88 (1.81, 1.96)","8.54 (8.29, 8.80)","43.51 (42.63, 44.37)"
6063,"78.33 (77.74, 78.95)","0.70 (0.61, 0.79)","1.03 (0.91, 1.17)","3.04 (2.78, 3.33)","12.05 (11.32, 12.77)","50.38 (48.39, 52.41)"
6065,"80.21 (80.06, 80.36)","0.52 (0.50, 0.53)","0.74 (0.72, 0.76)","2.44 (2.40, 2.49)","10.85 (10.68, 11.02)","44.14 (43.66, 44.65)"
6067,"79.12 (78.92, 79.30)","0.54 (0.53, 0.56)","0.75 (0.73, 0.77)","2.62 (2.57, 2.68)","12.10 (11.88, 12.32)","48.10 (47.48, 48.73)"
6069,"81.77 (81.26, 82.27)","0.42 (0.38, 0.47)","0.65 (0.59, 0.73)","1.90 (1.77, 2.05)","8.41 (7.92, 8.96)","41.42 (39.68, 43.27)"
6071,"78.65 (78.49, 78.82)","0.60 (0.58, 0.62)","0.83 (0.81, 0.85)","2.59 (2.54, 2.64)","12.20 (12.01, 12.40)","50.34 (49.75, 50.91)"
6073,"81.43 (81.29, 81.56)","0.45 (0.44, 0.46)","0.54 (0.52, 0.55)","2.04 (2.01, 2.08)","9.31 (9.17, 9.44)","41.96 (41.52, 42.40)"
6075,"81.97 (81.74, 82.18)","0.38 (0.36, 0.40)","0.47 (0.45, 0.49)","3.04 (2.96, 3.13)","9.99 (9.76, 10.23)","35.41 (34.78, 36.06)"
6077,"78.10 (77.84, 78.36)","0.59 (0.57, 0.62)","0.93 (0.90, 0.97)","3.04 (2.96, 3.13)","13.20 (12.90, 13.52)","50.30 (49.48, 51.15)"
6079,"81.37 (81.08, 81.65)","0.42 (0.39, 0.45)","0.50 (0.47, 0.53)","2.15 (2.06, 2.25)","9.18 (8.89, 9.47)","42.39 (41.45, 43.36)"
6081,"83.11 (82.90, 83.32)","0.32 (0.31, 0.34)","0.46 (0.44, 0.48)","1.57 (1.51, 1.62)","7.53 (7.34, 7.73)","37.65 (36.97, 38.37)"
6083,"81.65 (81.40, 81.90)","0.42 (0.39, 0.44)","0.47 (0.44, 0.49)","2.04 (1.95, 2.12)","9.04 (8.79, 9.32)","41.56 (40.74, 42.39)"
6085,"83.14 (82.98, 83.30)","0.36 (0.35, 0.37)","0.43 (0.41, 0.44)","1.43 (1.39, 1.46)","7.43 (7.29, 7.57)","37.91 (37.35, 38.45)"
6087,"81.37 (81.06, 81.68)","0.41 (0.38, 0.43)","0.52 (0.49, 0.56)","2.12 (2.03, 2.23)","8.95 (8.65, 9.28)","43.00 (41.93, 44.11)"
6089,"76.68 (76.34, 77.04)","0.68 (0.64, 0.73)","1.10 (1.03, 1.17)","3.55 (3.39, 3.72)","14.54 (14.09, 14.99)","54.95 (53.86, 56.10)"
6091,"79.01 (77.98, 80.01)","0.65 (0.55, 0.78)","0.90 (0.76, 1.06)","2.78 (2.42, 3.17)","11.67 (10.51, 12.96)","47.53 (44.37, 51.00)"
6093,"77.66 (77.15, 78.13)","0.69 (0.62, 0.77)","1.11 (1.00, 1.22)","3.57 (3.31, 3.82)","13.06 (12.47, 13.70)","50.93 (49.34, 52.50)"
6095,"79.65 (79.37, 79.93)","0.49 (0.47, 0.52)","0.71 (0.68, 0.75)","2.41 (2.32, 2.50)","11.15 (10.82, 11.48)","47.45 (46.51, 48.38)"
6097,"81.09 (80.87, 81.33)","0.39 (0.36, 0.41)","0.66 (0.63, 0.69)","2.16 (2.09, 2.24)","9.35 (9.11, 9.61)","43.34 (42.54, 44.14)"
6099,"78.25 (77.98, 78.52)","0.58 (0.56, 0.61)","0.84 (0.81, 0.88)","2.81 (2.72, 2.91)","12.83 (12.51, 13.15)","51.16 (50.29, 52.08)"
6101,"78.99 (78.57, 79.40)","0.50 (0.46, 0.55)","0.81 (0.75, 0.88)","2.68 (2.52, 2.84)","11.57 (11.05, 12.10)","49.78 (48.36, 51.24)"
6103,"77.74 (77.24, 78.26)","0.66 (0.60, 0.73)","1.07 (0.97, 1.16)","3.29 (3.06, 3.51)","13.05 (12.44, 13.67)","51.50 (49.91, 53.09)"
6105,"77.28 (76.55, 77.96)","0.76 (0.66, 0.87)","1.06 (0.93, 1.21)","3.63 (3.30, 3.98)","13.52 (12.62, 14.45)","52.16 (49.92, 54.51)"
6107,"78.30 (77.98, 78.59)","0.56 (0.53, 0.58)","1.01 (0.97, 1.06)","3.09 (2.98, 3.20)","12.78 (12.41, 13.15)","49.61 (48.64, 50.61)"
6109,"79.28 (78.82, 79.73)","0.57 (0.51, 0.64)","0.83 (0.75, 0.91)","2.91 (2.71, 3.11)","11.69 (11.15, 12.26)","46.77 (45.24, 48.26)"
6111,"81.71 (81.49, 81.92)","0.43 (0.41, 0.45)","0.59 (0.56, 0.61)","1.84 (1.79, 1.90)","8.34 (8.15, 8.54)","42.49 (41.76, 43.26)"
6113,"80.55 (80.22, 80.88)","0.41 (0.38, 0.44)","0.44 (0.41, 0.47)","2.07 (1.97, 2.18)","10.50 (10.10, 10.88)","45.49 (44.32, 46.67)"
6115,"76.12 (75.59, 76.61)","0.66 (0.60, 0.73)","0.97 (0.89, 1.05)","3.39 (3.19, 3.60)","16.26 (15.56, 17.04)","56.50 (54.87, 58.18)"
8,"80.21 (80.12, 80.30)","0.57 (0.56, 0.58)","0.71 (0.70, 0.73)","2.31 (2.29, 2.34)","9.71 (9.61, 9.80)","46.61 (46.29, 46.91)"
8001,"80.02 (79.88, 80.16)","0.57 (0.55, 0.58)","0.70 (0.69, 0.72)","2.36 (2.32, 2.40)","10.01 (9.86, 10.16)","47.11 (46.63, 47.60)"
8003,"77.43 (76.64, 78.19)","0.78 (0.67, 0.89)","0.98 (0.87, 1.10)","3.50 (3.16, 3.86)","12.99 (12.09, 14.01)","52.59 (50.10, 55.19)"
8005,"80.02 (79.88, 80.16)","0.57 (0.55, 0.58)","0.70 (0.69, 0.72)","2.36 (2.32, 2.40)","10.01 (9.86, 10.16)","47.11 (46.63, 47.60)"
8007,"82.08 (81.31, 82.78)","0.60 (0.52, 0.69)","0.82 (0.71, 0.95)","2.33 (2.09, 2.60)","8.43 (7.68, 9.13)","37.14 (34.87, 39.62)"
8009,"77.95 (76.97, 78.92)","0.78 (0.65, 0.93)","1.13 (0.95, 1.32)","3.26 (2.87, 3.69)","13.16 (11.91, 14.40)","49.05 (46.14, 51.84)"
8011,"76.78 (75.81, 77.72)","0.77 (0.65, 0.91)","1.14 (0.97, 1.36)","3.56 (3.14, 4.04)","14.71 (13.37, 16.08)","52.74 (49.72, 55.63)"
8013,"80.02 (79.88, 80.16)","0.57 (0.55, 0.58)","0.70 (0.69, 0.72)","2.36 (2.32, 2.40)","10.01 (9.86, 10.16)","47.11 (46.63, 47.60)"
8014,"80.02 (79.88, 80.16)","0.57 (0.55, 0.58)","0.70 (0.69, 0.72)","2.36 (2.32, 2.40)","10.01 (9.86, 10.16)","47.11 (46.63, 47.60)"
8015,"81.22 (80.63, 81.83)","0.50 (0.43, 0.58)","0.70 (0.62, 0.81)","2.32 (2.10, 2.57)","9.16 (8.49, 9.82)","41.78 (39.78, 43.63)"
8017,"79.56 (78.35, 80.75)","0.59 (0.48, 0.73)","0.85 (0.70, 1.02)","2.63 (2.26, 3.03)","11.34 (9.91, 12.77)","46.40 (42.60, 50.15)"
8019,"81.63 (80.83, 82.47)","0.52 (0.44, 0.62)","0.68 (0.58, 0.79)","2.19 (1.94, 2.46)","8.69 (7.91, 9.52)","40.22 (37.18, 43.28)"
8021,"78.11 (77.26, 78.98)","0.82 (0.70, 0.95)","1.13 (0.98, 1.29)","3.39 (3.03, 3.80)","12.20 (11.23, 13.27)","49.52 (46.73, 52.08)"
8023,"77.72 (76.62, 78.81)","0.94 (0.79, 1.13)","1.32 (1.11, 1.56)","3.68 (3.22, 4.18)","13.21 (11.79, 14.61)","48.31 (45.00, 51.77)"
8025,"77.94 (76.88, 78.87)","0.67 (0.56, 0.79)","0.93 (0.79, 1.09)","2.81 (2.44, 3.24)","12.50 (11.23, 13.84)","52.68 (49.52, 56.24)"
8027,"81.46 (80.46, 82.44)","0.58 (0.48, 0.70)","0.82 (0.69, 0.98)","2.37 (2.04, 2.73)","8.96 (8.00, 9.98)","39.24 (36.07, 42.53)"
8029,"78.85 (78.30, 79.40)","0.74 (0.65, 0.84)","1.10 (0.98, 1.23)","3.15 (2.90, 3.42)","11.14 (10.48, 11.79)","47.65 (45.90, 49.40)"
8031,"80.02 (79.88, 80.16)","0.57 (0.55, 0.58)","0.70 (0.69, 0.72)","2.36 (2.32, 2.40)","10.01 (9.86, 10.16)","47.11 (46.63, 47.60)"
8033,"79.50 (78.16, 80.71)","0.70 (0.56, 0.87)","0.96 (0.78, 1.17)","2.84 (2.42, 3.32)","11.22 (9.84, 12.76)","45.02 (41.13, 49.27)"
8035,"83.72 (83.42, 84.05)","0.32 (0.29, 0.34)","0.55 (0.51, 0.61)","1.21 (1.14, 1.28)","5.36 (5.13, 5.61)","38.79 (37.42, 40.03)"
8037,"85.94 (85.36, 86.50)","0.33 (0.29, 0.38)","0.53 (0.47, 0.61)","1.41 (1.29, 1.53)","5.33 (4.93, 5.73)","26.86 (24.91, 28.94)"
8041,"79.83 (79.59, 80.08)","0.64 (0.61, 0.67)","0.74 (0.71, 0.77)","2.38 (2.31, 2.46)","10.03 (9.77, 10.27)","47.77 (46.94, 48.61)"
8039,"81.68 (81.02, 82.36)","0.44 (0.37, 0.51)","0.66 (0.57, 0.76)","1.96 (1.76, 2.17)","8.23 (7.57, 8.87)","42.32 (39.68, 44.80)"
8043,"77.86 (77.38, 78.35)","0.68 (0.60, 0.76)","0.96 (0.86, 1.07)","2.97 (2.75, 3.19)","12.87 (12.21, 13.53)","52.50 (50.95, 54.13)"
8045,"80.61 (80.10, 81.12)","0.53 (0.47, 0.59)","0.83 (0.74, 0.93)","2.36 (2.18, 2.54)","8.91 (8.37, 9.41)","45.04 (43.16, 46.90)"
8047,"80.79 (79.68, 81.87)","0.52 (0.42, 0.63)","0.72 (0.60, 0.87)","2.34 (2.04, 2.71)","9.55 (8.52, 10.74)","43.31 (39.39, 47.57)"
8049,"82.73 (82.02, 83.42)","0.46 (0.39, 0.54)","0.65 (0.56, 0.74)","1.96 (1.76, 2.18)","7.36 (6.77, 8.00)","37.50 (34.99, 40.10)"
8051,"81.94 (81.22, 82.69)","0.51 (0.44, 0.60)","0.60 (0.53, 0.68)","2.03 (1.83, 2.26)","7.93 (7.25, 8.68)","40.72 (38.05, 43.63)"
8053,"83.66 (82.12, 85.13)","0.51 (0.41, 0.62)","0.65 (0.53, 0.81)","1.85 (1.55, 2.20)","7.37 (6.22, 8.62)","32.15 (27.39, 37.21)"
8055,"77.41 (76.54, 78.30)","0.84 (0.71, 0.98)","1.13 (0.96, 1.31)","3.47 (3.07, 3.90)","13.15 (12.07, 14.31)","51.66 (48.93, 54.08)"
8057,"80.54 (79.18, 81.86)","0.57 (0.46, 0.71)","0.85 (0.69, 1.04)","2.47 (2.12, 2.90)","10.28 (8.85, 11.89)","41.96 (37.74, 46.53)"
8059,"80.02 (79.88, 80.16)","0.57 (0.55, 0.58)","0.70 (0.69, 0.72)","2.36 (2.32, 2.40)","10.01 (9.86, 10.16)","47.11 (46.63, 47.60)"
8061,"78.65 (77.30, 79.78)","0.67 (0.55, 0.83)","0.89 (0.75, 1.08)","2.73 (2.36, 3.17)","12.19 (10.69, 13.87)","50.07 (45.94, 54.46)"
8063,"79.52 (78.68, 80.31)","0.59 (0.50, 0.68)","0.93 (0.80, 1.09)","2.62 (2.30, 2.93)","10.81 (9.89, 11.89)","47.08 (44.58, 49.84)"
8067,"81.57 (81.06, 82.07)","0.53 (0.47, 0.60)","0.68 (0.62, 0.75)","2.31 (2.14, 2.50)","8.19 (7.71, 8.68)","41.41 (39.63, 43.18)"
8065,"80.11 (79.10, 81.07)","0.54 (0.45, 0.64)","0.81 (0.69, 0.95)","2.43 (2.14, 2.75)","10.31 (9.28, 11.41)","45.65 (42.21, 49.31)"
8069,"81.72 (81.43, 82.02)","0.47 (0.44, 0.50)","0.51 (0.48, 0.54)","1.89 (1.80, 1.97)","8.09 (7.81, 8.37)","42.92 (41.87, 43.96)"
8071,"77.65 (76.97, 78.34)","0.74 (0.64, 0.85)","1.15 (1.01, 1.31)","3.58 (3.25, 3.96)","13.47 (12.63, 14.34)","49.68 (47.46, 51.82)"
8073,"79.69 (78.86, 80.53)","0.56 (0.48, 0.65)","0.78 (0.66, 0.90)","2.51 (2.22, 2.81)","10.85 (9.86, 11.93)","46.78 (43.92, 49.76)"
8075,"79.50 (78.90, 80.07)","0.58 (0.50, 0.66)","0.77 (0.67, 0.87)","2.51 (2.29, 2.75)","10.71 (10.03, 11.45)","48.17 (46.16, 50.38)"
8077,"78.77 (78.39, 79.15)","0.64 (0.59, 0.69)","0.93 (0.86, 1.00)","2.93 (2.78, 3.09)","11.63 (11.21, 12.08)","49.10 (47.80, 50.37)"
