county_fraction
0.0
81.93304000000002
75.67064203821656
72.88521963190182
158.16955207100597
151.02064576271192
145.27529510869564
151.87871761363638
67.12028700564971
69.07145813953488
69.88406352941178
0.0
0.0
0.0
0.0
0.0
0.0
88.65888656716417
91.38685230769232
102.41629999999998
108.99349357798167
116.47343921568628
127.74506236559141
144.88159512195122
0.0
0.0
180.00440606060604
191.61759354838713
216.0052872727273
216.00528727272726
232.9468784313725
242.45491428571427
242.45491428571427
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
32.28339891304348
31.019036031331588
31.512707692307693
29.261799999999994
27.37394193548387
58.61985592105263
54.888407186858316
22.373429001883235
19.933373825503352
18.709119370078746
18.592004381846635
18.19340091883614
0.0
0.0
0.0
0.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
