FIPS,other_resp_mortality,interstitial_lung_mortality,asthma_mortality,other_pneumoconiosis_mortality,coal_pneumoconiosis_mortality,asbestosis_mortality,silicosis_mortality,pneumoconiosis_mortality,COPD_mortality,chronic_respiratory_mortality
19121,"0.69 (0.56, 0.87)","6.32 (3.83, 8.38)","0.89 (0.62, 1.25)","0.15 (0.10, 0.22)","0.07 (0.01, 0.23)","0.13 (0.04, 0.30)","0.01 (0.00, 0.03)","0.36 (0.19, 0.73)","46.23 (41.75, 50.96)","54.49 (50.32, 58.89)"
19123,"0.74 (0.58, 0.93)","4.27 (2.72, 5.53)","1.01 (0.72, 1.40)","0.15 (0.10, 0.22)","0.04 (0.01, 0.15)","0.06 (0.02, 0.14)","0.01 (0.00, 0.04)","0.27 (0.15, 0.50)","39.97 (36.29, 44.00)","46.26 (43.01, 49.77)"
19125,"0.68 (0.53, 0.88)","5.21 (3.31, 6.72)","0.93 (0.68, 1.26)","0.14 (0.09, 0.20)","0.11 (0.03, 0.30)","0.09 (0.04, 0.19)","0.01 (0.00, 0.04)","0.36 (0.20, 0.67)","41.52 (38.18, 45.22)","48.71 (45.60, 51.99)"
19127,"0.82 (0.65, 1.05)","6.80 (4.21, 8.78)","1.24 (0.90, 1.67)","0.13 (0.09, 0.19)","0.01 (0.00, 0.05)","0.06 (0.02, 0.15)","0.01 (0.00, 0.04)","0.22 (0.13, 0.38)","75.51 (70.36, 80.47)","84.58 (79.84, 89.35)"
19129,"0.83 (0.65, 1.05)","5.58 (3.39, 7.57)","1.88 (1.31, 2.63)","0.17 (0.11, 0.27)","0.01 (0.00, 0.04)","0.09 (0.02, 0.25)","0.01 (0.00, 0.04)","0.28 (0.15, 0.53)","57.72 (52.23, 63.40)","66.29 (61.21, 71.72)"
19131,"0.67 (0.50, 0.87)","4.52 (2.77, 5.82)","0.84 (0.58, 1.18)","0.15 (0.09, 0.22)","0.01 (0.00, 0.03)","0.05 (0.01, 0.13)","0.02 (0.00, 0.09)","0.23 (0.13, 0.41)","25.12 (21.80, 28.62)","31.37 (28.50, 34.48)"
19133,"0.84 (0.67, 1.04)","5.98 (3.74, 7.89)","1.25 (0.89, 1.72)","0.18 (0.12, 0.28)","0.01 (0.00, 0.05)","0.07 (0.02, 0.19)","0.01 (0.00, 0.04)","0.27 (0.15, 0.50)","59.43 (53.93, 64.79)","67.76 (62.94, 72.65)"
19135,"0.82 (0.64, 1.02)","5.37 (3.33, 7.25)","1.15 (0.81, 1.59)","0.17 (0.11, 0.28)","0.19 (0.04, 0.55)","0.09 (0.04, 0.20)","0.02 (0.00, 0.05)","0.48 (0.23, 0.96)","56.90 (51.30, 63.00)","64.71 (59.31, 70.40)"
19137,"0.91 (0.72, 1.18)","6.67 (4.09, 8.92)","1.89 (1.35, 2.66)","0.20 (0.13, 0.30)","0.01 (0.00, 0.04)","0.06 (0.02, 0.17)","0.01 (0.00, 0.03)","0.28 (0.17, 0.50)","72.67 (66.61, 78.89)","82.43 (76.93, 88.63)"
19139,"0.79 (0.60, 1.04)","5.78 (3.50, 7.66)","1.18 (0.81, 1.65)","0.17 (0.11, 0.26)","0.02 (0.00, 0.06)","0.11 (0.04, 0.22)","0.06 (0.01, 0.18)","0.36 (0.19, 0.68)","52.47 (48.25, 56.64)","60.58 (56.83, 64.49)"
19141,"0.75 (0.60, 0.93)","6.12 (3.85, 8.03)","1.49 (1.10, 2.03)","0.17 (0.11, 0.25)","0.00 (0.00, 0.02)","0.05 (0.01, 0.11)","0.01 (0.00, 0.02)","0.23 (0.14, 0.37)","41.57 (37.52, 45.60)","50.16 (46.64, 53.79)"
19143,"0.70 (0.54, 0.89)","4.28 (2.60, 5.78)","1.02 (0.73, 1.40)","0.14 (0.09, 0.21)","0.00 (0.00, 0.02)","0.05 (0.01, 0.13)","0.01 (0.00, 0.03)","0.20 (0.11, 0.34)","26.67 (22.56, 31.03)","32.86 (29.06, 36.62)"
19145,"0.90 (0.69, 1.12)","6.12 (3.84, 7.98)","2.09 (1.50, 2.83)","0.21 (0.13, 0.32)","0.01 (0.00, 0.03)","0.06 (0.02, 0.15)","0.01 (0.00, 0.03)","0.29 (0.18, 0.47)","60.97 (56.07, 65.97)","70.36 (65.49, 75.00)"
19147,"0.76 (0.60, 0.99)","4.80 (2.89, 6.56)","1.15 (0.79, 1.59)","0.15 (0.09, 0.23)","0.01 (0.00, 0.03)","0.05 (0.01, 0.13)","0.01 (0.00, 0.03)","0.21 (0.12, 0.36)","50.98 (45.81, 55.92)","57.91 (53.47, 62.77)"
19149,"0.72 (0.55, 0.93)","5.32 (3.38, 6.96)","0.92 (0.62, 1.28)","0.15 (0.10, 0.23)","0.01 (0.00, 0.02)","0.05 (0.01, 0.14)","0.01 (0.00, 0.03)","0.21 (0.12, 0.37)","35.54 (31.87, 39.16)","42.70 (39.60, 46.01)"
19151,"0.77 (0.61, 0.98)","5.90 (3.63, 7.88)","1.19 (0.82, 1.62)","0.15 (0.10, 0.23)","0.01 (0.00, 0.04)","0.06 (0.02, 0.15)","0.01 (0.00, 0.04)","0.23 (0.13, 0.43)","47.86 (42.47, 52.85)","55.96 (51.51, 60.71)"
19153,"0.74 (0.60, 0.91)","6.37 (4.04, 7.71)","0.86 (0.69, 1.06)","0.12 (0.08, 0.16)","0.04 (0.01, 0.10)","0.16 (0.10, 0.26)","0.01 (0.00, 0.02)","0.32 (0.22, 0.48)","58.11 (55.40, 61.38)","66.41 (63.95, 69.11)"
19155,"0.89 (0.71, 1.13)","7.32 (4.55, 9.19)","1.48 (1.15, 1.96)","0.18 (0.12, 0.26)","0.01 (0.00, 0.03)","0.10 (0.04, 0.23)","0.01 (0.00, 0.03)","0.30 (0.19, 0.50)","72.44 (68.46, 76.66)","82.43 (78.66, 86.22)"
19157,"0.77 (0.60, 0.96)","5.06 (3.00, 6.74)","1.08 (0.77, 1.51)","0.14 (0.10, 0.21)","0.01 (0.00, 0.05)","0.05 (0.02, 0.12)","0.01 (0.00, 0.04)","0.22 (0.13, 0.39)","55.31 (50.53, 60.05)","62.44 (58.06, 66.75)"
19159,"0.77 (0.62, 0.97)","5.14 (3.08, 6.93)","0.96 (0.65, 1.34)","0.20 (0.13, 0.30)","0.03 (0.00, 0.13)","0.10 (0.03, 0.29)","0.01 (0.00, 0.05)","0.35 (0.18, 0.69)","42.73 (37.73, 48.16)","49.94 (45.27, 55.16)"
19161,"0.71 (0.56, 0.90)","4.90 (3.09, 6.51)","1.08 (0.77, 1.45)","0.15 (0.10, 0.23)","0.01 (0.00, 0.05)","0.07 (0.02, 0.18)","0.01 (0.00, 0.04)","0.24 (0.14, 0.47)","49.25 (44.58, 53.97)","56.17 (52.06, 60.62)"
19163,"0.71 (0.53, 0.91)","6.00 (3.77, 7.48)","1.17 (0.90, 1.51)","0.15 (0.10, 0.22)","0.02 (0.00, 0.07)","0.10 (0.05, 0.18)","0.03 (0.01, 0.07)","0.29 (0.18, 0.48)","54.74 (51.60, 57.83)","62.91 (59.82, 65.83)"
19165,"0.75 (0.58, 0.97)","5.17 (3.11, 6.92)","1.62 (1.12, 2.29)","0.18 (0.11, 0.27)","0.01 (0.00, 0.05)","0.08 (0.02, 0.24)","0.01 (0.00, 0.04)","0.28 (0.16, 0.55)","36.52 (32.35, 40.63)","44.34 (40.89, 47.77)"
19167,"0.65 (0.49, 0.83)","4.75 (2.92, 6.07)","1.00 (0.72, 1.39)","0.15 (0.10, 0.23)","0.00 (0.00, 0.02)","0.05 (0.01, 0.12)","0.01 (0.00, 0.02)","0.21 (0.12, 0.33)","29.48 (26.43, 32.61)","36.08 (33.60, 38.82)"
19169,"0.69 (0.53, 0.87)","5.16 (3.25, 6.58)","0.76 (0.55, 1.04)","0.12 (0.08, 0.18)","0.03 (0.00, 0.12)","0.10 (0.03, 0.20)","0.01 (0.00, 0.03)","0.26 (0.14, 0.50)","35.07 (32.23, 38.16)","41.94 (39.41, 44.77)"
19171,"0.76 (0.60, 0.96)","6.12 (3.81, 7.98)","1.05 (0.74, 1.46)","0.14 (0.09, 0.20)","0.01 (0.00, 0.06)","0.06 (0.02, 0.14)","0.02 (0.00, 0.07)","0.23 (0.13, 0.42)","46.52 (42.22, 51.13)","54.68 (50.84, 58.70)"
19173,"0.84 (0.67, 1.05)","6.51 (4.02, 8.54)","1.55 (1.08, 2.20)","0.19 (0.12, 0.29)","0.01 (0.00, 0.06)","0.07 (0.02, 0.21)","0.01 (0.00, 0.04)","0.29 (0.16, 0.52)","52.41 (46.35, 58.26)","61.60 (56.41, 66.94)"
19175,"0.86 (0.69, 1.08)","6.31 (3.94, 8.36)","1.08 (0.76, 1.53)","0.17 (0.11, 0.25)","0.02 (0.00, 0.10)","0.08 (0.03, 0.21)","0.01 (0.00, 0.03)","0.28 (0.16, 0.53)","53.81 (48.66, 58.86)","62.34 (57.49, 66.85)"
19177,"0.84 (0.66, 1.05)","4.53 (2.77, 6.11)","1.15 (0.77, 1.64)","0.19 (0.12, 0.29)","0.03 (0.00, 0.13)","0.08 (0.03, 0.20)","0.02 (0.00, 0.07)","0.33 (0.18, 0.61)","45.33 (40.25, 50.31)","52.18 (47.50, 56.81)"
19179,"0.90 (0.70, 1.15)","5.94 (3.74, 7.64)","1.20 (0.86, 1.60)","0.16 (0.11, 0.24)","0.08 (0.02, 0.21)","0.08 (0.03, 0.16)","0.02 (0.01, 0.05)","0.35 (0.20, 0.59)","58.33 (54.09, 62.49)","66.71 (62.72, 70.55)"
19181,"0.71 (0.54, 0.91)","6.77 (4.35, 8.65)","0.74 (0.53, 0.99)","0.13 (0.09, 0.20)","0.03 (0.00, 0.11)","0.09 (0.03, 0.21)","0.01 (0.00, 0.03)","0.26 (0.14, 0.50)","57.55 (53.38, 61.83)","66.03 (62.04, 70.35)"
19183,"0.77 (0.60, 0.98)","5.56 (3.48, 7.34)","0.95 (0.67, 1.34)","0.15 (0.10, 0.23)","0.01 (0.00, 0.05)","0.07 (0.02, 0.17)","0.01 (0.00, 0.05)","0.24 (0.14, 0.45)","46.90 (42.67, 51.27)","54.43 (50.70, 58.41)"
19185,"0.83 (0.66, 1.04)","5.15 (3.12, 6.87)","1.12 (0.77, 1.58)","0.18 (0.12, 0.28)","0.18 (0.04, 0.58)","0.11 (0.04, 0.25)","0.02 (0.00, 0.05)","0.50 (0.24, 1.06)","47.32 (42.11, 53.10)","54.91 (50.09, 59.96)"
19187,"0.92 (0.71, 1.16)","7.54 (4.70, 9.64)","1.27 (0.92, 1.69)","0.14 (0.09, 0.21)","0.03 (0.00, 0.11)","0.12 (0.04, 0.27)","0.01 (0.00, 0.05)","0.30 (0.16, 0.59)","81.31 (75.97, 86.47)","91.33 (86.31, 96.28)"
19189,"0.68 (0.52, 0.87)","4.80 (2.94, 6.39)","1.14 (0.79, 1.58)","0.14 (0.09, 0.22)","0.01 (0.00, 0.03)","0.06 (0.01, 0.16)","0.01 (0.00, 0.05)","0.22 (0.12, 0.40)","30.64 (26.87, 34.72)","37.48 (34.17, 41.00)"
19191,"0.72 (0.56, 0.91)","6.14 (3.85, 7.95)","0.99 (0.70, 1.35)","0.16 (0.10, 0.24)","0.01 (0.00, 0.03)","0.05 (0.02, 0.12)","0.01 (0.00, 0.04)","0.22 (0.13, 0.38)","33.72 (30.30, 37.35)","41.79 (38.88, 44.97)"
19193,"0.78 (0.62, 0.97)","6.13 (3.84, 7.75)","1.19 (0.92, 1.59)","0.15 (0.10, 0.21)","0.01 (0.00, 0.03)","0.06 (0.02, 0.14)","0.01 (0.00, 0.04)","0.23 (0.14, 0.38)","69.89 (65.87, 74.16)","78.22 (74.54, 82.08)"
19195,"0.70 (0.54, 0.90)","5.63 (3.58, 7.54)","1.10 (0.75, 1.56)","0.16 (0.10, 0.25)","0.01 (0.00, 0.03)","0.05 (0.01, 0.15)","0.02 (0.00, 0.06)","0.24 (0.13, 0.42)","34.70 (30.27, 39.62)","42.36 (38.34, 46.76)"
19197,"0.78 (0.60, 1.00)","6.04 (3.71, 7.83)","1.10 (0.77, 1.48)","0.14 (0.09, 0.20)","0.01 (0.00, 0.05)","0.06 (0.02, 0.16)","0.01 (0.00, 0.04)","0.22 (0.13, 0.40)","42.84 (38.68, 47.28)","50.99 (47.25, 54.54)"
20,"0.94 (0.86, 1.05)","5.94 (3.80, 6.75)","1.10 (0.98, 1.23)","0.27 (0.23, 0.33)","0.02 (0.01, 0.04)","0.12 (0.09, 0.16)","0.02 (0.01, 0.03)","0.43 (0.36, 0.51)","54.89 (53.18, 57.00)","63.30 (61.60, 65.00)"
20001,"0.98 (0.75, 1.26)","5.63 (3.48, 7.44)","1.11 (0.76, 1.57)","0.30 (0.19, 0.46)","0.02 (0.00, 0.12)","0.09 (0.03, 0.24)","0.01 (0.00, 0.05)","0.44 (0.25, 0.79)","61.93 (56.36, 67.29)","70.08 (65.32, 74.95)"
20003,"0.85 (0.65, 1.07)","4.72 (2.91, 6.46)","0.93 (0.62, 1.33)","0.29 (0.19, 0.44)","0.03 (0.00, 0.14)","0.09 (0.02, 0.25)","0.01 (0.00, 0.05)","0.43 (0.25, 0.78)","52.59 (47.41, 58.00)","59.51 (54.54, 64.72)"
20005,"1.02 (0.81, 1.27)","7.64 (4.88, 9.91)","1.30 (0.92, 1.80)","0.29 (0.19, 0.45)","0.03 (0.00, 0.13)","0.18 (0.06, 0.42)","0.08 (0.01, 0.25)","0.58 (0.31, 1.12)","65.08 (59.63, 70.84)","75.62 (70.63, 80.77)"
20007,"0.96 (0.77, 1.21)","4.46 (2.56, 6.17)","1.24 (0.84, 1.74)","0.32 (0.20, 0.48)","0.01 (0.00, 0.07)","0.17 (0.04, 0.47)","0.01 (0.00, 0.05)","0.52 (0.28, 0.99)","63.33 (56.62, 70.34)","70.50 (64.16, 77.09)"
20009,"0.91 (0.70, 1.17)","5.29 (3.36, 6.91)","1.17 (0.82, 1.62)","0.26 (0.17, 0.41)","0.01 (0.00, 0.04)","0.09 (0.02, 0.24)","0.01 (0.00, 0.04)","0.38 (0.22, 0.64)","51.81 (47.62, 55.98)","59.56 (55.89, 63.51)"
20011,"0.91 (0.70, 1.18)","5.15 (3.22, 6.94)","1.02 (0.68, 1.48)","0.32 (0.19, 0.48)","0.06 (0.01, 0.26)","0.14 (0.05, 0.34)","0.02 (0.00, 0.09)","0.54 (0.30, 1.03)","60.90 (55.93, 65.86)","68.53 (63.88, 73.23)"
20013,"0.99 (0.75, 1.28)","6.74 (4.13, 9.08)","1.36 (0.90, 2.00)","0.30 (0.18, 0.47)","0.01 (0.00, 0.08)","0.15 (0.03, 0.40)","0.03 (0.00, 0.13)","0.50 (0.25, 0.96)","56.96 (51.22, 62.96)","66.55 (61.44, 71.59)"
20015,"0.96 (0.79, 1.15)","5.69 (3.57, 7.23)","1.05 (0.78, 1.40)","0.33 (0.22, 0.48)","0.01 (0.00, 0.04)","0.23 (0.08, 0.51)","0.01 (0.00, 0.03)","0.58 (0.35, 0.95)","73.11 (68.91, 77.47)","81.39 (77.31, 85.42)"
20017,"0.96 (0.75, 1.19)","4.78 (2.80, 6.71)","1.01 (0.66, 1.50)","0.34 (0.19, 0.59)","0.02 (0.00, 0.09)","0.13 (0.02, 0.42)","0.01 (0.00, 0.07)","0.50 (0.26, 1.01)","55.07 (47.73, 62.65)","62.33 (55.27, 69.74)"
20019,"0.93 (0.73, 1.17)","4.16 (2.41, 5.86)","1.20 (0.80, 1.77)","0.31 (0.18, 0.50)","0.02 (0.00, 0.13)","0.20 (0.04, 0.64)","0.02 (0.00, 0.07)","0.55 (0.27, 1.20)","51.52 (45.52, 57.69)","58.36 (52.69, 64.37)"
20021,"0.82 (0.61, 1.08)","5.09 (3.10, 6.76)","1.09 (0.78, 1.54)","0.29 (0.18, 0.43)","0.19 (0.04, 0.57)","0.29 (0.13, 0.52)","0.21 (0.07, 0.46)","0.98 (0.52, 1.80)","84.21 (78.72, 89.72)","92.20 (86.78, 97.88)"
20023,"0.90 (0.70, 1.16)","3.86 (2.21, 5.52)","0.97 (0.62, 1.46)","0.24 (0.14, 0.38)","0.01 (0.00, 0.07)","0.07 (0.02, 0.25)","0.01 (0.00, 0.06)","0.34 (0.18, 0.67)","44.97 (39.19, 51.22)","51.05 (45.46, 57.47)"
20025,"0.91 (0.70, 1.16)","4.15 (2.40, 5.99)","1.13 (0.72, 1.71)","0.31 (0.18, 0.49)","0.01 (0.00, 0.06)","0.09 (0.02, 0.27)","0.01 (0.00, 0.05)","0.42 (0.22, 0.77)","50.76 (43.47, 57.83)","57.38 (50.65, 64.29)"
20027,"0.85 (0.66, 1.07)","5.57 (3.29, 7.56)","1.28 (0.86, 1.87)","0.27 (0.17, 0.41)","0.01 (0.00, 0.04)","0.08 (0.02, 0.22)","0.01 (0.00, 0.05)","0.37 (0.23, 0.64)","56.49 (51.00, 62.38)","64.56 (59.77, 69.74)"
20029,"0.89 (0.69, 1.15)","4.99 (2.94, 6.76)","1.38 (0.95, 1.97)","0.29 (0.18, 0.45)","0.01 (0.00, 0.04)","0.07 (0.02, 0.21)","0.01 (0.00, 0.05)","0.38 (0.22, 0.66)","55.99 (50.72, 61.52)","63.63 (58.98, 68.93)"
20031,"0.84 (0.66, 1.06)","4.94 (2.99, 6.69)","0.97 (0.66, 1.40)","0.32 (0.20, 0.51)","0.03 (0.00, 0.12)","0.10 (0.03, 0.26)","0.01 (0.00, 0.04)","0.45 (0.25, 0.80)","59.94 (54.25, 66.09)","67.15 (61.68, 73.20)"
20033,"0.99 (0.76, 1.24)","4.05 (2.24, 5.81)","1.23 (0.80, 1.81)","0.28 (0.15, 0.47)","0.02 (0.00, 0.09)","0.12 (0.02, 0.40)","0.01 (0.00, 0.06)","0.43 (0.21, 0.94)","52.92 (45.34, 61.36)","59.61 (52.07, 67.85)"
20035,"1.07 (0.83, 1.36)","5.40 (3.38, 7.06)","1.23 (0.90, 1.62)","0.32 (0.22, 0.47)","0.01 (0.00, 0.06)","0.27 (0.10, 0.63)","0.01 (0.00, 0.04)","0.62 (0.36, 1.10)","66.53 (62.17, 71.45)","74.85 (70.28, 79.44)"
20037,"0.82 (0.64, 1.04)","5.91 (3.66, 7.58)","1.06 (0.76, 1.44)","0.30 (0.20, 0.44)","0.16 (0.04, 0.43)","0.21 (0.10, 0.39)","0.08 (0.03, 0.21)","0.75 (0.44, 1.29)","64.66 (60.23, 69.15)","73.20 (68.94, 77.45)"
20039,"1.00 (0.77, 1.25)","5.43 (3.26, 7.75)","1.49 (0.95, 2.23)","0.30 (0.17, 0.45)","0.01 (0.00, 0.08)","0.13 (0.02, 0.45)","0.02 (0.00, 0.07)","0.46 (0.23, 0.91)","52.85 (46.20, 59.21)","61.22 (55.49, 67.43)"
20041,"0.95 (0.75, 1.21)","5.47 (3.40, 7.11)","1.22 (0.87, 1.68)","0.28 (0.18, 0.42)","0.01 (0.00, 0.05)","0.09 (0.03, 0.24)","0.02 (0.00, 0.07)","0.41 (0.24, 0.70)","59.83 (55.10, 64.67)","67.87 (63.73, 72.47)"
20043,"0.95 (0.75, 1.20)","5.47 (3.35, 7.54)","1.34 (0.90, 1.94)","0.26 (0.16, 0.39)","0.02 (0.00, 0.10)","0.15 (0.04, 0.42)","0.07 (0.01, 0.28)","0.50 (0.25, 1.06)","63.59 (57.38, 70.46)","71.85 (65.96, 78.70)"
20045,"0.85 (0.66, 1.10)","7.80 (4.88, 9.67)","0.92 (0.70, 1.25)","0.27 (0.17, 0.40)","0.06 (0.01, 0.19)","0.14 (0.06, 0.26)","0.01 (0.00, 0.04)","0.48 (0.30, 0.77)","45.93 (42.19, 49.92)","55.98 (52.92, 59.27)"
20047,"0.94 (0.74, 1.18)","4.52 (2.58, 6.31)","1.00 (0.65, 1.48)","0.29 (0.18, 0.48)","0.01 (0.00, 0.05)","0.09 (0.02, 0.27)","0.01 (0.00, 0.04)","0.40 (0.23, 0.71)","58.03 (50.93, 65.44)","64.91 (58.09, 71.98)"
20049,"0.94 (0.75, 1.17)","4.49 (2.65, 6.22)","1.07 (0.72, 1.54)","0.31 (0.19, 0.48)","0.02 (0.00, 0.10)","0.17 (0.04, 0.55)","0.01 (0.00, 0.07)","0.51 (0.27, 1.10)","48.97 (42.57, 55.44)","55.98 (50.12, 61.93)"
20051,"0.92 (0.71, 1.16)","6.41 (3.96, 8.55)","1.06 (0.75, 1.52)","0.23 (0.14, 0.35)","0.01 (0.00, 0.04)","0.07 (0.02, 0.20)","0.01 (0.00, 0.04)","0.32 (0.18, 0.55)","52.48 (47.89, 57.21)","61.19 (57.30, 65.19)"
20053,"0.91 (0.70, 1.15)","5.47 (3.24, 7.41)","1.16 (0.77, 1.66)","0.29 (0.18, 0.44)","0.01 (0.00, 0.04)","0.08 (0.02, 0.24)","0.01 (0.00, 0.05)","0.39 (0.22, 0.69)","48.55 (42.79, 54.70)","56.48 (51.35, 62.01)"
20055,"0.90 (0.70, 1.14)","5.56 (3.40, 7.47)","0.99 (0.69, 1.35)","0.20 (0.13, 0.30)","0.02 (0.00, 0.09)","0.06 (0.02, 0.17)","0.01 (0.00, 0.05)","0.29 (0.16, 0.55)","46.89 (42.61, 51.38)","54.63 (50.97, 58.51)"
20057,"0.99 (0.75, 1.27)","5.06 (3.01, 6.84)","1.27 (0.89, 1.78)","0.25 (0.15, 0.38)","0.01 (0.00, 0.04)","0.06 (0.01, 0.18)","0.01 (0.00, 0.04)","0.33 (0.19, 0.57)","61.87 (57.16, 66.67)","69.52 (65.12, 73.97)"
20059,"0.88 (0.69, 1.09)","5.76 (3.45, 7.58)","1.08 (0.74, 1.55)","0.30 (0.19, 0.44)","0.03 (0.00, 0.12)","0.09 (0.03, 0.21)","0.01 (0.00, 0.04)","0.43 (0.25, 0.70)","67.69 (62.44, 73.03)","75.83 (71.24, 80.94)"
20061,"1.09 (0.81, 1.45)","6.08 (3.62, 8.12)","1.51 (1.01, 2.10)","0.24 (0.14, 0.37)","0.01 (0.00, 0.05)","0.07 (0.01, 0.21)","0.01 (0.00, 0.05)","0.33 (0.18, 0.57)","55.26 (49.78, 60.37)","64.27 (59.49, 69.06)"
20063,"0.91 (0.71, 1.12)","5.58 (3.24, 7.79)","1.12 (0.73, 1.65)","0.26 (0.16, 0.40)","0.01 (0.00, 0.06)","0.08 (0.02, 0.27)","0.01 (0.00, 0.05)","0.37 (0.20, 0.70)","53.49 (46.55, 60.15)","61.46 (55.05, 68.28)"
20065,"0.97 (0.75, 1.23)","6.16 (3.66, 8.78)","1.17 (0.75, 1.75)","0.25 (0.15, 0.40)","0.01 (0.00, 0.05)","0.09 (0.02, 0.28)","0.01 (0.00, 0.06)","0.37 (0.20, 0.70)","50.36 (43.57, 57.55)","59.03 (52.88, 65.39)"
20067,"0.85 (0.65, 1.08)","5.51 (3.15, 7.72)","0.89 (0.56, 1.31)","0.25 (0.15, 0.41)","0.02 (0.00, 0.10)","0.06 (0.01, 0.19)","0.02 (0.00, 0.10)","0.36 (0.19, 0.72)","53.49 (47.05, 60.31)","61.10 (55.37, 67.90)"
20069,"1.00 (0.76, 1.29)","4.99 (2.82, 7.16)","0.97 (0.60, 1.46)","0.29 (0.16, 0.47)","0.02 (0.00, 0.11)","0.09 (0.02, 0.28)","0.02 (0.00, 0.08)","0.41 (0.21, 0.81)","56.37 (49.55, 63.87)","63.75 (57.15, 71.06)"
20071,"0.99 (0.78, 1.23)","5.76 (3.34, 8.52)","1.05 (0.62, 1.62)","0.26 (0.14, 0.45)","0.03 (0.00, 0.18)","0.10 (0.02, 0.31)","0.03 (0.00, 0.13)","0.42 (0.20, 0.92)","88.23 (76.50, 100.69)","96.46 (85.31, 109.01)"
20073,"0.99 (0.81, 1.21)","4.81 (2.96, 6.42)","1.11 (0.76, 1.60)","0.33 (0.21, 0.51)","0.02 (0.00, 0.09)","0.12 (0.03, 0.35)","0.01 (0.00, 0.05)","0.49 (0.28, 0.91)","61.16 (55.35, 67.28)","68.56 (63.00, 74.32)"
20075,"0.88 (0.68, 1.11)","5.10 (2.92, 7.33)","1.00 (0.62, 1.50)","0.26 (0.15, 0.41)","0.02 (0.00, 0.11)","0.07 (0.02, 0.19)","0.02 (0.00, 0.09)","0.36 (0.18, 0.68)","56.96 (48.26, 65.45)","64.31 (56.28, 72.16)"
20077,"0.95 (0.74, 1.20)","4.41 (2.55, 6.20)","1.20 (0.82, 1.79)","0.35 (0.21, 0.54)","0.02 (0.00, 0.08)","0.14 (0.03, 0.40)","0.01 (0.00, 0.05)","0.52 (0.26, 0.95)","63.20 (56.60, 70.12)","70.28 (63.99, 76.77)"
20079,"1.01 (0.78, 1.27)","5.73 (3.64, 7.33)","1.11 (0.81, 1.52)","0.29 (0.18, 0.44)","0.01 (0.00, 0.04)","0.13 (0.04, 0.34)","0.01 (0.00, 0.04)","0.43 (0.25, 0.79)","41.69 (38.09, 45.46)","49.98 (46.58, 53.70)"
20081,"0.84 (0.66, 1.05)","4.45 (2.60, 6.33)","0.86 (0.55, 1.28)","0.26 (0.15, 0.41)","0.02 (0.00, 0.10)","0.07 (0.02, 0.21)","0.02 (0.00, 0.07)","0.36 (0.20, 0.69)","50.44 (43.55, 57.09)","56.95 (50.34, 63.60)"
20083,"0.88 (0.68, 1.12)","4.48 (2.62, 6.29)","0.97 (0.61, 1.47)","0.25 (0.15, 0.40)","0.01 (0.00, 0.09)","0.09 (0.02, 0.29)","0.01 (0.00, 0.06)","0.37 (0.20, 0.77)","47.44 (40.44, 54.52)","54.15 (47.42, 61.50)"
20085,"0.94 (0.73, 1.20)","6.86 (4.34, 9.24)","1.20 (0.84, 1.72)","0.28 (0.17, 0.43)","0.02 (0.00, 0.09)","0.15 (0.04, 0.39)","0.02 (0.00, 0.10)","0.47 (0.25, 0.90)","55.47 (49.62, 61.41)","64.95 (59.72, 70.30)"
20087,"0.87 (0.67, 1.10)","5.64 (3.40, 7.71)","0.95 (0.66, 1.34)","0.26 (0.16, 0.40)","0.03 (0.00, 0.14)","0.13 (0.04, 0.33)","0.03 (0.00, 0.09)","0.44 (0.23, 0.87)","54.70 (49.72, 60.18)","62.61 (58.19, 67.46)"
20089,"0.89 (0.71, 1.11)","5.16 (3.09, 7.13)","1.34 (0.92, 1.93)","0.27 (0.17, 0.43)","0.01 (0.00, 0.05)","0.12 (0.03, 0.36)","0.02 (0.00, 0.09)","0.42 (0.24, 0.80)","52.89 (46.15, 60.00)","60.70 (54.69, 67.06)"
20091,"0.69 (0.57, 0.84)","5.68 (3.70, 6.80)","0.65 (0.53, 0.82)","0.22 (0.16, 0.29)","0.01 (0.00, 0.03)","0.07 (0.04, 0.13)","0.01 (0.00, 0.02)","0.31 (0.22, 0.42)","34.46 (32.37, 36.61)","41.79 (39.94, 43.65)"
20093,"0.97 (0.77, 1.21)","6.14 (3.55, 8.71)","1.14 (0.73, 1.64)","0.27 (0.16, 0.42)","0.02 (0.00, 0.08)","0.07 (0.02, 0.21)","0.02 (0.00, 0.07)","0.37 (0.21, 0.71)","67.98 (59.01, 76.32)","76.59 (68.21, 85.00)"
20095,"0.97 (0.76, 1.22)","4.59 (2.77, 6.19)","1.07 (0.72, 1.47)","0.33 (0.21, 0.50)","0.01 (0.00, 0.07)","0.12 (0.03, 0.37)","0.01 (0.00, 0.05)","0.48 (0.27, 0.86)","48.34 (42.99, 53.55)","55.45 (50.67, 60.34)"
20097,"0.98 (0.75, 1.24)","4.45 (2.51, 6.40)","1.10 (0.69, 1.64)","0.30 (0.18, 0.48)","0.01 (0.00, 0.09)","0.11 (0.02, 0.40)","0.01 (0.00, 0.06)","0.44 (0.23, 0.93)","55.97 (48.09, 64.82)","62.94 (55.08, 71.50)"
