state,date,gg_retail,gg_grocery,gg_park,gg_transit,gg_workplace,gg_residential
TN,2020-12-11,-11.571428571428571,-2.857142857142857,11.285714285714286,-17.142857142857142,-19.571428571428573,6.571428571428571
TN,2020-12-12,-11.714285714285714,-3.0,9.714285714285714,-17.428571428571427,-19.714285714285715,6.571428571428571
TN,2020-12-13,-11.714285714285714,-2.857142857142857,9.285714285714286,-17.571428571428573,-19.857142857142858,6.571428571428571
TN,2020-12-14,-11.571428571428571,-2.7142857142857144,8.142857142857142,-17.857142857142858,-20.0,6.714285714285714
TN,2020-12-15,-11.142857142857142,-2.142857142857143,8.0,-17.714285714285715,-20.285714285714285,6.714285714285714
TN,2020-12-16,-11.285714285714286,-2.142857142857143,3.2857142857142856,-18.0,-20.571428571428573,7.0
TN,2020-12-17,-11.142857142857142,-1.8571428571428572,0.0,-17.857142857142858,-21.0,7.285714285714286
TN,2020-12-18,-11.0,-1.5714285714285714,-2.2857142857142856,-17.285714285714285,-21.428571428571427,7.428571428571429
TN,2020-12-19,-11.285714285714286,-1.2857142857142858,-3.7142857142857144,-15.428571428571429,-21.571428571428573,7.428571428571429
TN,2020-12-20,-10.857142857142858,-0.7142857142857143,-5.0,-14.142857142857142,-21.428571428571427,7.428571428571429
TN,2020-12-21,-9.0,0.8571428571428571,0.5714285714285714,-13.285714285714286,-22.285714285714285,7.285714285714286
TN,2020-12-22,-7.0,2.7142857142857144,4.714285714285714,-12.285714285714286,-23.428571428571427,7.285714285714286
TN,2020-12-23,-3.4285714285714284,7.857142857142857,10.714285714285714,-10.857142857142858,-24.857142857142858,7.0
TN,2020-12-24,-4.0,12.142857142857142,9.714285714285714,-13.142857142857142,-30.142857142857142,8.0
TN,2020-12-25,-14.571428571428571,2.857142857142857,4.857142857142857,-19.142857142857142,-38.42857142857143,10.571428571428571
TN,2020-12-26,-17.0,0.0,3.142857142857143,-22.428571428571427,-42.0,11.142857142857142
TN,2020-12-27,-18.571428571428573,-2.142857142857143,5.0,-22.571428571428573,-43.285714285714285,11.285714285714286
TN,2020-12-28,-19.714285714285715,-3.857142857142857,4.285714285714286,-23.0,-44.42857142857143,12.0
TN,2020-12-29,-21.285714285714285,-6.0,4.285714285714286,-23.714285714285715,-45.285714285714285,12.571428571428571
TN,2020-12-30,-23.142857142857142,-10.0,6.285714285714286,-24.714285714285715,-45.714285714285715,13.142857142857142
TN,2020-12-31,-20.571428571428573,-11.0,9.428571428571429,-24.142857142857142,-43.57142857142857,12.714285714285714
TN,2021-01-01,-13.285714285714286,-5.285714285714286,15.428571428571429,-23.0,-41.714285714285715,12.428571428571429
TN,2021-01-02,-11.285714285714286,-3.7142857142857144,20.142857142857142,-21.428571428571427,-40.142857142857146,12.285714285714286
TN,2021-01-03,-11.0,-3.142857142857143,17.428571428571427,-21.428571428571427,-39.57142857142857,12.428571428571429
TN,2021-01-04,-11.142857142857142,-2.5714285714285716,15.0,-21.571428571428573,-37.857142857142854,11.857142857142858
TN,2021-01-05,-11.857142857142858,-2.5714285714285716,10.142857142857142,-22.0,-36.0,11.428571428571429
TN,2021-01-06,-13.857142857142858,-4.0,3.7142857142857144,-22.857142857142858,-34.142857142857146,11.142857142857142
TN,2021-01-07,-17.0,-7.857142857142857,-0.42857142857142855,-22.285714285714285,-31.0,10.857142857142858
TN,2021-01-08,-15.428571428571429,-5.857142857142857,-6.0,-19.428571428571427,-25.0,9.142857142857142
TN,2021-01-09,-15.714285714285714,-5.714285714285714,-13.142857142857142,-20.571428571428573,-23.571428571428573,9.142857142857142
TN,2021-01-10,-15.571428571428571,-5.285714285714286,-14.857142857142858,-22.428571428571427,-23.285714285714285,9.142857142857142
TN,2021-01-11,-17.285714285714285,-6.428571428571429,-19.0,-23.571428571428573,-23.285714285714285,9.571428571428571
TN,2021-01-12,-17.857142857142858,-7.0,-20.0,-24.0,-23.285714285714285,9.714285714285714
TN,2021-01-13,-18.142857142857142,-7.285714285714286,-20.0,-23.714285714285715,-23.142857142857142,9.571428571428571
TN,2021-01-14,-18.142857142857142,-8.0,-18.0,-23.285714285714285,-23.0,9.285714285714286
TN,2021-01-15,-17.571428571428573,-7.714285714285714,-15.857142857142858,-22.571428571428573,-22.571428571428573,8.857142857142858
TN,2021-01-16,-18.0,-8.285714285714286,-14.857142857142858,-22.857142857142858,-23.0,8.857142857142858
TN,2021-01-17,-18.285714285714285,-8.857142857142858,-13.428571428571429,-23.142857142857142,-23.428571428571427,8.714285714285714
TN,2021-01-18,-17.571428571428573,-9.0,-9.714285714285714,-22.571428571428573,-25.142857142857142,8.857142857142858
TN,2021-01-19,-18.142857142857142,-9.285714285714286,-8.571428571428571,-22.714285714285715,-25.0,8.714285714285714
TX,2020-02-15,,,,,,
TX,2020-02-16,,,,,,
TX,2020-02-17,,,,,,
TX,2020-02-18,,,,,,
TX,2020-02-19,,,,,,
TX,2020-02-20,,,,,,
TX,2020-02-21,2.142857142857143,0.7142857142857143,3.142857142857143,1.8571428571428572,-1.1428571428571428,0.42857142857142855
TX,2020-02-22,2.142857142857143,0.42857142857142855,3.2857142857142856,1.8571428571428572,-0.7142857142857143,0.42857142857142855
TX,2020-02-23,1.5714285714285714,0.14285714285714285,-1.1428571428571428,1.7142857142857142,-0.7142857142857143,0.5714285714285714
TX,2020-02-24,1.0,0.0,-4.0,1.7142857142857142,2.2857142857142856,0.0
TX,2020-02-25,2.0,0.42857142857142855,-1.7142857142857142,1.7142857142857142,2.5714285714285716,-0.14285714285714285
TX,2020-02-26,3.7142857142857144,1.2857142857142858,0.0,2.4285714285714284,2.7142857142857144,-0.42857142857142855
TX,2020-02-27,5.428571428571429,2.4285714285714284,5.428571428571429,3.5714285714285716,2.857142857142857,-0.8571428571428571
TX,2020-02-28,6.571428571428571,3.5714285714285716,8.285714285714286,4.285714285714286,2.5714285714285716,-1.0
TX,2020-02-29,7.571428571428571,4.571428571428571,11.142857142857142,5.142857142857143,2.4285714285714284,-1.2857142857142858
TX,2020-03-01,9.0,5.714285714285714,13.571428571428571,5.714285714285714,2.5714285714285716,-1.5714285714285714
TX,2020-03-02,9.857142857142858,6.571428571428571,14.571428571428571,6.0,2.7142857142857144,-1.7142857142857142
TX,2020-03-03,10.714285714285714,7.714285714285714,15.285714285714286,6.0,2.7142857142857144,-1.8571428571428572
TX,2020-03-04,10.142857142857142,7.571428571428571,13.857142857142858,5.285714285714286,2.4285714285714284,-1.5714285714285714
TX,2020-03-05,10.142857142857142,7.857142857142857,15.142857142857142,5.0,2.5714285714285716,-1.5714285714285714
TX,2020-03-06,9.571428571428571,7.714285714285714,15.571428571428571,4.857142857142857,2.857142857142857,-1.5714285714285714
TX,2020-03-07,8.857142857142858,7.571428571428571,13.857142857142858,5.142857142857143,2.857142857142857,-1.4285714285714286
TX,2020-03-08,8.142857142857142,6.857142857142857,14.571428571428571,5.0,2.5714285714285716,-1.2857142857142858
TX,2020-03-09,7.857142857142857,6.571428571428571,14.428571428571429,4.571428571428571,0.7142857142857143,-0.8571428571428571
TX,2020-03-10,7.571428571428571,6.0,17.571428571428573,4.571428571428571,-1.1428571428571428,-0.42857142857142855
TX,2020-03-11,8.428571428571429,7.285714285714286,26.0,5.142857142857143,-2.7142857142857144,-0.42857142857142855
TX,2020-03-12,8.428571428571429,9.857142857142858,28.0,4.571428571428571,-4.714285714285714,0.0
TX,2020-03-13,7.714285714285714,13.285714285714286,25.571428571428573,3.0,-7.285714285714286,0.8571428571428571
TX,2020-03-14,5.857142857142857,14.285714285714286,22.142857142857142,1.1428571428571428,-8.142857142857142,1.4285714285714286
TX,2020-03-15,3.2857142857142856,14.714285714285714,18.142857142857142,-0.7142857142857143,-9.142857142857142,2.0
TX,2020-03-16,1.8571428571428572,16.428571428571427,16.857142857142858,-2.7142857142857144,-11.0,2.7142857142857144
TX,2020-03-17,-1.2857142857142858,17.714285714285715,11.571428571428571,-5.428571428571429,-13.285714285714286,4.0
TX,2020-03-18,-5.285714285714286,17.714285714285715,6.142857142857143,-8.714285714285714,-16.142857142857142,5.571428571428571
TX,2020-03-19,-10.0,15.714285714285714,0.7142857142857143,-12.428571428571429,-19.142857142857142,7.285714285714286
TX,2020-03-20,-14.428571428571429,12.571428571428571,-4.571428571428571,-16.0,-21.857142857142858,9.142857142857142
TX,2020-03-21,-19.0,10.142857142857142,-10.571428571428571,-20.285714285714285,-24.571428571428573,10.714285714285714
TX,2020-03-22,-23.571428571428573,7.714285714285714,-14.0,-24.571428571428573,-27.714285714285715,11.857142857142858
TX,2020-03-23,-27.428571428571427,4.714285714285714,-15.714285714285714,-27.571428571428573,-29.714285714285715,13.0
TX,2020-03-24,-30.0,2.4285714285714284,-16.428571428571427,-29.857142857142858,-31.714285714285715,14.0
TX,2020-03-25,-33.285714285714285,-1.4285714285714286,-18.857142857142858,-32.42857142857143,-33.857142857142854,15.142857142857142
TX,2020-03-26,-35.57142857142857,-5.142857142857143,-20.571428571428573,-34.42857142857143,-35.714285714285715,16.142857142857142
TX,2020-03-27,-37.142857142857146,-8.571428571428571,-18.571428571428573,-36.142857142857146,-37.285714285714285,16.714285714285715
TX,2020-03-28,-38.142857142857146,-10.857142857142858,-17.142857142857142,-37.714285714285715,-38.714285714285715,17.0
TX,2020-03-29,-38.714285714285715,-12.714285714285714,-15.142857142857142,-39.142857142857146,-39.714285714285715,17.285714285714285
TX,2020-03-30,-40.142857142857146,-15.142857142857142,-18.714285714285715,-40.714285714285715,-41.142857142857146,18.0
TX,2020-03-31,-40.857142857142854,-16.857142857142858,-20.142857142857142,-41.714285714285715,-42.142857142857146,18.428571428571427
TX,2020-04-01,-40.0,-16.142857142857142,-20.142857142857142,-41.857142857142854,-42.57142857142857,18.428571428571427
TX,2020-04-02,-40.142857142857146,-16.142857142857142,-23.0,-42.42857142857143,-43.0,18.571428571428573
TX,2020-04-03,-40.142857142857146,-15.857142857142858,-26.571428571428573,-43.142857142857146,-43.42857142857143,18.857142857142858
TX,2020-04-04,-40.857142857142854,-16.428571428571427,-31.428571428571427,-44.42857142857143,-44.142857142857146,19.285714285714285
TX,2020-04-05,-41.285714285714285,-16.428571428571427,-34.285714285714285,-45.285714285714285,-44.57142857142857,19.428571428571427
TX,2020-04-06,-41.285714285714285,-16.142857142857142,-33.42857142857143,-45.42857142857143,-44.714285714285715,19.428571428571427
TX,2020-04-07,-41.714285714285715,-16.571428571428573,-34.0,-45.857142857142854,-45.0,19.571428571428573
TX,2020-04-08,-42.42857142857143,-17.571428571428573,-35.142857142857146,-46.42857142857143,-45.142857142857146,19.714285714285715
TX,2020-04-09,-42.42857142857143,-17.714285714285715,-35.0,-46.57142857142857,-45.42857142857143,19.714285714285715
TX,2020-04-10,-42.142857142857146,-17.714285714285715,-32.857142857142854,-46.714285714285715,-46.57142857142857,19.857142857142858
TX,2020-04-11,-41.142857142857146,-16.428571428571427,-30.714285714285715,-46.285714285714285,-46.714285714285715,19.571428571428573
