date,target,correlation,R2,MAE,MSE,model
2020-11-02,1 wk ahead inc case,0.8900118968404404,0.6168253313639892,209.56379552524672,107144.02068329556,JHUAPL-Bucky
2020-11-02,2 wk ahead inc case,0.8032546816426938,0.4980156751750745,267.7253540308086,196040.85155006172,JHUAPL-Bucky
2020-11-02,3 wk ahead inc case,0.6728091002080029,0.40077536861879914,277.44188303177685,356950.6546164841,JHUAPL-Bucky
2020-11-02,4 wk ahead inc case,0.557554637269438,0.2573263964904121,354.3954657814784,516426.0663831445,JHUAPL-Bucky
2020-11-09,1 wk ahead inc case,0.8554122427404918,0.6643638324730686,209.77401903340817,110660.77289021233,JHUAPL-Bucky
2020-11-09,2 wk ahead inc case,0.7140620726036119,0.4970995997321216,243.8072934368214,240576.49100541402,JHUAPL-Bucky
2020-11-09,3 wk ahead inc case,0.5648143921639102,0.30311515335367245,344.6593073530582,461463.92010582634,JHUAPL-Bucky
2020-11-09,4 wk ahead inc case,0.4446432390744211,0.18499194707404298,444.0282524757156,650974.3894692699,JHUAPL-Bucky
2020-11-16,1 wk ahead inc case,0.8473940987538195,0.6819419860416588,283.9132742585177,1124346.3809968675,JHUAPL-Bucky
2020-11-16,2 wk ahead inc case,0.692687421301627,0.38468388087146,482.00478179444747,1620495.3149322623,JHUAPL-Bucky
2020-11-16,3 wk ahead inc case,0.51506320365203,-0.14796593203889508,705.1192420291248,2875799.7249458046,JHUAPL-Bucky
2020-11-16,4 wk ahead inc case,0.37671548739801436,-0.7029065997265833,879.8741113340919,3497119.3499974413,JHUAPL-Bucky
2020-11-23,1 wk ahead inc case,0.8559431892586555,0.7323370260777354,326.8850469024899,1118416.445986046,JHUAPL-Bucky
2020-11-23,2 wk ahead inc case,0.6677991961349585,0.3139974071740185,553.3611727228547,3204757.864770358,JHUAPL-Bucky
2020-11-23,3 wk ahead inc case,0.5446184836625548,-0.14248398113545013,743.1612150237062,4036997.59370826,JHUAPL-Bucky
2020-11-23,4 wk ahead inc case,0.5108309879397332,-1.1202335889269435,858.7204986742316,3811870.6271335026,JHUAPL-Bucky
2020-11-30,1 wk ahead inc case,0.9263818800159327,0.809215155466388,230.41155682575186,137706.9779704764,JHUAPL-Bucky
2020-11-30,2 wk ahead inc case,0.870145416251566,0.7290332143506143,312.17220799697844,403815.5697088118,JHUAPL-Bucky
2020-11-30,3 wk ahead inc case,0.8382248305354862,0.6917883738913311,368.8600333425249,794040.6449688909,JHUAPL-Bucky
2020-11-30,4 wk ahead inc case,0.8403331129530396,0.6627302867943398,460.558314457694,1004274.2474510553,JHUAPL-Bucky
2020-12-07,1 wk ahead inc case,0.9297080469465022,0.8444369126296197,208.5608874648226,123647.46194993613,JHUAPL-Bucky
2020-12-07,2 wk ahead inc case,0.9274408429224648,0.8588058295923906,236.51922693930626,253012.56822140515,JHUAPL-Bucky
2020-12-07,3 wk ahead inc case,0.9196141461872787,0.8386763446606598,306.35796264506354,433385.1391948159,JHUAPL-Bucky
2020-12-07,4 wk ahead inc case,0.8875368273800698,0.7439641537729914,373.3301718357012,543584.3813030334,JHUAPL-Bucky
2020-12-14,1 wk ahead inc case,0.9651476688755344,0.8694055799008396,209.27535165092962,220047.9532931662,JHUAPL-Bucky
2020-12-14,2 wk ahead inc case,0.9267294318510856,0.6214220082866626,266.9103201910632,456833.29813715746,JHUAPL-Bucky
2020-12-14,3 wk ahead inc case,0.8857109266022953,0.1600623995286682,338.534052115889,561982.7470110239,JHUAPL-Bucky
2020-12-14,4 wk ahead inc case,0.8584998142031467,-0.9054673496613501,344.434503726338,517723.8632365512,JHUAPL-Bucky
2020-12-21,1 wk ahead inc case,0.9657844050660617,0.7948349968614143,253.3862502743935,567885.1889707603,JHUAPL-Bucky
2020-12-21,2 wk ahead inc case,0.9357772779197486,0.5482053693712013,376.8615530518736,1003566.044907777,JHUAPL-Bucky
2020-12-21,3 wk ahead inc case,0.9018819465597108,-0.14901934181220922,393.0358247762919,944786.7775191019,JHUAPL-Bucky
2020-12-21,4 wk ahead inc case,0.832264957485857,-4.169149368179487,401.68578926062,908092.340981468,JHUAPL-Bucky
2020-12-28,1 wk ahead inc case,0.9346408664461443,0.8092382578080755,218.25634441952334,96063.38508201155,JHUAPL-Bucky
2020-12-28,2 wk ahead inc case,0.8840844264341499,0.5087545461365388,221.44624545157325,145326.86991997252,JHUAPL-Bucky
2020-12-28,3 wk ahead inc case,0.7869653470483312,-1.380558607987815,225.05070509378743,207164.68455198422,JHUAPL-Bucky
2020-12-28,4 wk ahead inc case,0.7282912414491802,-3.4861860827634885,222.6260372817661,215215.10597679563,JHUAPL-Bucky
2021-01-04,1 wk ahead inc case,0.9880187379938558,0.9453525710206252,145.22896695303294,61579.37539903507,JHUAPL-Bucky
2021-01-04,2 wk ahead inc case,0.9577584867826126,0.4619763929955304,199.3273934464744,154742.70297270504,JHUAPL-Bucky
2021-01-04,3 wk ahead inc case,0.923720095237832,-0.1351182392993744,245.54886654170483,281606.97647265997,JHUAPL-Bucky
2021-01-04,4 wk ahead inc case,0.8800470120435314,-2.597831543788204,300.7688447934616,469186.2825631095,JHUAPL-Bucky
2021-01-11,1 wk ahead inc case,0.979505057216507,0.5956344746391284,234.51513895755014,198652.65770062554,JHUAPL-Bucky
2021-01-11,2 wk ahead inc case,0.9429517004887239,-0.10593356446967395,301.3434536910887,379379.2447939136,JHUAPL-Bucky
2021-01-11,3 wk ahead inc case,0.8933572122099126,-2.966782863082295,384.3758299578426,587961.2241450665,JHUAPL-Bucky
