state_code,state_fips,state_name,state_population,last_updated,date,weekday,covid,grade_total,n_grade_total,daily_distance_diff,grade_distance,n_grade_distance,daily_visitation_diff,grade_visitation,n_grade_visitation,encounters_rate,grade_encounters,n_grade_encounters
NC,37,North Carolina,10383620,2020-06-05 17:28:53.54745 UTC,2020-03-12,5,Post,F,1,0.0074844277031239637,F,1,-0.020259512028510444,F,1,0.58044436222405826,F,1
NC,37,North Carolina,10383620,2020-06-05 17:28:53.54745 UTC,2020-03-11,4,Post,F,1,0.042883763035463485,F,1,-0.16542830078890669,F,1,1.0983518398312495,F,1
AL,01,Alabama,4887871,2020-06-05 17:28:53.54745 UTC,2020-05-19,3,Post,F,1,-0.039341626742961988,F,1,-0.042598676459343308,F,1,0.612284340312391,F,1
AL,01,Alabama,4887871,2020-06-05 17:28:53.54745 UTC,2020-04-23,5,Post,D-,1.7,-0.3628547682357588,D,2,-0.573220748747664,D,2,-0.39503172883024207,F,1
AL,01,Alabama,4887871,2020-06-05 17:28:53.54745 UTC,2020-04-05,1,Post,C+,3.3,-0.47592945791523522,C,3,-0.67113784136002563,B,4,-0.74177346082087425,C,3
AL,01,Alabama,4887871,2020-06-05 17:28:53.54745 UTC,2020-03-08,1,Pre,F,1,0.021131195310466002,F,1,-0.0087642512902619367,F,1,0.5204377675908296,F,1
NY,36,New York,19542209,2020-06-05 17:28:53.54745 UTC,2020-05-02,7,Post,C-,2.7,-0.48850195814205538,C,3,-0.62413213313863181,C,3,-0.41853690177119218,D,2
NY,36,New York,19542209,2020-06-05 17:28:53.54745 UTC,2020-04-15,4,Post,C,3,-0.50859252140777322,C,3,-0.69346051299225875,B,4,-0.575091085202494,D,2
NY,36,New York,19542209,2020-06-05 17:28:53.54745 UTC,2020-03-16,2,Post,F,1,-0.22690094287520662,F,1,-0.30262417454354329,F,1,1.203257032151182,F,1
TN,47,Tennessee,6770010,2020-06-05 17:28:53.54745 UTC,2020-05-18,2,Post,F,1,-0.1580822872414587,F,1,-0.098689743093180113,F,1,0.32349425981803948,F,1
TN,47,Tennessee,6770010,2020-06-05 17:28:53.54745 UTC,2020-04-01,4,Post,D-,1.7,-0.26955416473643823,D,2,-0.47595685864810056,F,1,-0.53966730164556942,D,2
TN,47,Tennessee,6770010,2020-06-05 17:28:53.54745 UTC,2020-02-28,6,Pre,F,1,0.037231001316337622,F,1,-0.012621117084035165,F,1,2.3077559352934354,F,1
SC,45,South Carolina,5084127,2020-06-05 17:28:53.54745 UTC,2020-04-17,6,Post,D-,1.7,-0.3156044198461041,D,2,-0.56800636077355027,D,2,-0.28117164067845091,F,1
GA,13,Georgia,10519475,2020-06-05 17:28:53.54745 UTC,2020-03-11,4,Post,F,1,0.0088743544773525942,F,1,-0.15719197982063782,F,1,1.6939236985309081,F,1
GA,13,Georgia,10519475,2020-06-05 17:28:53.54745 UTC,2020-03-03,3,Pre,F,1,-0.029616572960463959,F,1,-0.039595656639148172,F,1,1.8194573415632007,F,1
OH,39,Ohio,11689442,2020-06-05 17:28:53.54745 UTC,2020-05-10,1,Post,F,1.3,-0.26874439844615189,D,2,-0.35937296867332796,F,1,0.30531658236612746,F,1
CT,09,Connecticut,3572665,2020-06-05 17:28:53.54745 UTC,2020-03-11,4,Post,F,1,-0.052236167965767376,F,1,-0.19584578564900806,F,1,2.6181890932247014,F,1
CT,09,Connecticut,3572665,2020-06-05 17:28:53.54745 UTC,2020-02-29,7,Pre,F,1,0.021156713870024942,F,1,0.067438266111696774,F,1,3.6489839019910191,F,1
DE,10,Delaware,967171,2020-06-05 17:28:53.54745 UTC,2020-04-10,6,Post,C-,2.7,-0.45123728277339958,C,3,-0.66192771572253173,B,4,-0.29334557379445492,F,1
DE,10,Delaware,967171,2020-06-05 17:28:53.54745 UTC,2020-04-03,6,Post,D+,2.3,-0.42165429864140014,C,3,-0.63666798819707815,C,3,-0.29122929336985215,F,1
DE,10,Delaware,967171,2020-06-05 17:28:53.54745 UTC,2020-03-01,1,Pre,F,1,0.00813042291187019,F,1,0.0010201614384557729,F,1,1.5711773359555337,F,1
MA,25,Massachusetts,6902149,2020-06-05 17:28:53.54745 UTC,2020-03-03,3,Pre,F,1,-0.040113371511379933,F,1,-0.011814716483297108,F,1,3.8866780801418512,F,1
MD,24,Maryland,6042718,2020-06-05 17:28:53.54745 UTC,2020-03-10,3,Post,F,1,-0.034263070923592438,F,1,-0.060054582232406228,F,1,2.9109160458217449,F,1
RI,44,Rhode Island,1057315,2020-06-05 17:28:53.54745 UTC,2020-05-06,4,Post,F,1.3,-0.37091807749718053,D,2,-0.51966301296857409,F,1,0.66177108648946081,F,1
RI,44,Rhode Island,1057315,2020-06-05 17:28:53.54745 UTC,2020-02-28,6,Pre,F,1,0.030925139831217394,F,1,0.031105726859664687,F,1,6.0179973069084589,F,1
FL,12,Florida,21299325,2020-06-05 17:28:53.54745 UTC,2020-04-24,6,Post,C-,2.7,-0.51326881311211181,C,3,-0.67101152461895708,B,4,0.78368618322802264,F,1
FL,12,Florida,21299325,2020-06-05 17:28:53.54745 UTC,2020-04-08,4,Post,C-,2.7,-0.46677768431451561,C,3,-0.66292325085951065,B,4,-0.019679304861742741,F,1
FL,12,Florida,21299325,2020-06-05 17:28:53.54745 UTC,2020-03-02,2,Pre,F,1,-0.020599137750796498,F,1,-0.069310742716106849,F,1,5.2252057659244491,F,1
NJ,34,New Jersey,8908520,2020-06-05 17:28:53.54745 UTC,2020-03-23,2,Post,C,3,-0.46185754501435455,C,3,-0.73733281645685944,A,5,0.56431574018681574,F,1
AK,02,Alaska,737438,2020-06-05 17:28:53.54745 UTC,2020-04-03,6,Post,C,3,-0.49291695409927411,C,3,-0.45798063946870388,F,1,-0.99936326763567584,A,5
AK,02,Alaska,737438,2020-06-05 17:28:53.54745 UTC,2020-03-08,1,Pre,D+,2.3,-0.028987871802887994,F,1,-0.024797684918039326,F,1,-0.99787552754889186,A,5
AK,02,Alaska,737438,2020-06-05 17:28:53.54745 UTC,2020-03-01,1,Pre,D+,2.3,0.0184538723878965,F,1,0.015154313403978494,F,1,-0.99719900506671355,A,5
WY,56,Wyoming,577737,2020-06-05 17:28:53.54745 UTC,2020-05-30,7,Post,D+,2.3,0.029313121187096305,F,1,-0.018437285949773976,F,1,-0.98083957343204686,A,5
WY,56,Wyoming,577737,2020-06-05 17:28:53.54745 UTC,2020-04-29,4,Post,D+,2.3,-0.15028641604253032,F,1,-0.32760614097370339,F,1,-0.98960352893035475,A,5
MT,30,Montana,1062305,2020-06-05 17:28:53.54745 UTC,2020-05-07,5,Post,C-,2.7,-0.27425481554824227,D,2,-0.27780044220871286,F,1,-0.9822428556194448,A,5
MT,30,Montana,1062305,2020-06-05 17:28:53.54745 UTC,2020-03-08,1,Pre,D+,2.3,-0.11270456716467886,F,1,-0.056426168073139341,F,1,-0.98380335168190181,A,5
NM,35,New Mexico,2095428,2020-06-05 17:28:53.54745 UTC,2020-05-01,6,Post,C-,2.7,-0.39474495992767733,D,2,-0.51185074533311548,F,1,-0.9790381619412809,A,5
ND,38,North Dakota,760077,2020-06-05 17:28:53.54745 UTC,2020-06-01,2,Post,D+,2.3,-0.16836073232876694,F,1,0.052400324038279371,F,1,-0.94649014873922688,A,5
ND,38,North Dakota,760077,2020-06-05 17:28:53.54745 UTC,2020-02-29,7,Pre,D,2,0.090720247615813474,F,1,0.066915415856261012,F,1,-0.87915695722246046,B,4
SD,46,South Dakota,882235,2020-06-05 17:28:53.54745 UTC,2020-04-29,4,Post,C-,2.7,-0.25251217165827811,D,2,-0.362888831735975,F,1,-0.97391932793905422,A,5
VT,50,Vermont,626299,2020-06-05 17:28:53.54745 UTC,2020-05-28,5,Post,D,2,-0.24565178270259691,F,1,-0.10557270732771441,F,1,-0.93121805660433621,B,4
ME,23,Maine,1338404,2020-06-05 17:28:53.54745 UTC,2020-04-13,2,Post,C,3,-0.45002067896782111,C,3,-0.53897311771101708,F,1,-0.98267283587532461,A,5
ID,16,Idaho,1754208,2020-06-05 17:28:53.54745 UTC,2020-05-06,4,Post,D+,2.3,-0.26306993867025846,D,2,-0.27153754697618876,F,1,-0.91821527193830244,B,4
OR,41,Oregon,4190713,2020-06-05 17:28:53.54745 UTC,2020-06-01,2,Post,D,2,-0.18590288757570123,F,1,-0.16377145551777431,F,1,-0.8722511606060559,B,4
OR,41,Oregon,4190713,2020-06-05 17:28:53.54745 UTC,2020-05-14,5,Post,D,2,-0.2183130783201106,F,1,-0.380054868869601,F,1,-0.88390942954729179,B,4
OR,41,Oregon,4190713,2020-06-05 17:28:53.54745 UTC,2020-03-18,4,Post,D,2,-0.13227278713119564,F,1,-0.37429331329518573,F,1,-0.90371588247547874,B,4
NV,32,Nevada,3034392,2020-06-05 17:28:53.54745 UTC,2020-02-26,4,Pre,F,1.3,0.067599653106126825,F,1,0.032492691171037563,F,1,-0.60539317923082814,D,2
NE,31,Nebraska,1929268,2020-06-05 17:28:53.54745 UTC,2020-05-10,1,Post,D,2,-0.22256827708936308,F,1,-0.16635431763493558,F,1,-0.83238221431251924,B,4
UT,49,Utah,3161105,2020-06-05 17:28:53.54745 UTC,2020-05-12,3,Post,D,2,-0.21940816671303726,F,1,-0.25677355809255903,F,1,-0.87181187200452193,B,4
UT,49,Utah,3161105,2020-06-05 17:28:53.54745 UTC,2020-04-19,1,Post,C,3,-0.35824779692585174,D,2,-0.55810329058917285,D,2,-0.96368459639833615,A,5
UT,49,Utah,3161105,2020-06-05 17:28:53.54745 UTC,2020-03-17,3,Post,D,2,-0.11384392978524696,F,1,-0.31733739067466249,F,1,-0.88484975920717357,B,4
CO,08,Colorado,5695564,2020-06-05 17:28:53.54745 UTC,2020-02-28,6,Pre,F,1.3,0.044789047913727148,F,1,0.0034546570468715772,F,1,-0.49985147636760041,D,2
KS,20,Kansas,2911505,2020-06-05 17:28:53.54745 UTC,2020-04-18,7,Post,C-,2.7,-0.3768896305757744,D,2,-0.56549743579333434,D,2,-0.87850153825290189,B,4
KS,20,Kansas,2911505,2020-06-05 17:28:53.54745 UTC,2020-04-04,7,Post,B-,3.7,-0.48439534233696319,C,3,-0.67492703731575887,B,4,-0.92099016123633626,B,4
KS,20,Kansas,2911505,2020-06-05 17:28:53.54745 UTC,2020-03-26,5,Post,C-,2.7,-0.29084264504251345,D,2,-0.55633791642494,D,2,-0.90252458157000248,B,4
AZ,04,Arizona,7171646,2020-06-05 17:28:53.54745 UTC,2020-05-26,3,Post,F,1.3,-0.13308979417243613,F,1,-0.24943380240014704,F,1,-0.73222754358210751,D,2
AZ,04,Arizona,7171646,2020-06-05 17:28:53.54745 UTC,2020-05-07,5,Post,D,2,-0.28963799391779466,D,2,-0.51931479362488508,F,1,-0.760835659228598,C,3
AZ,04,Arizona,7171646,2020-06-05 17:28:53.54745 UTC,2020-05-02,7,Post,C,3,-0.35374066763997564,D,2,-0.6147196449818032,C,3,-0.8957541928938032,B,4
AZ,04,Arizona,7171646,2020-06-05 17:28:53.54745 UTC,2020-03-13,6,Post,F,1.3,-0.056897359333533085,F,1,-0.042154419419153627,F,1,-0.630108032990381,D,2
MN,27,Minnesota,5611179,2020-06-05 17:28:53.54745 UTC,2020-05-19,3,Post,F,1.3,-0.22056025413664551,F,1,-0.28841403168382357,F,1,-0.73449634329624569,D,2
MN,27,Minnesota,5611179,2020-06-05 17:28:53.54745 UTC,2020-03-14,7,Post,D-,1.7,-0.28411070324393811,D,2,-0.26046241385325281,F,1,-0.71576024102012825,D,2
MN,27,Minnesota,5611179,2020-06-05 17:28:53.54745 UTC,2020-02-29,7,Pre,F,1,0.037081357789792241,F,1,0.073630854693383513,F,1,-0.22042856351745221,F,1
WA,53,Washington,7535591,2020-06-05 17:28:53.54745 UTC,2020-05-25,2,Post,D-,1.7,-0.2107391185143738,F,1,-0.31573136609572688,F,1,-0.74425268627913022,C,3
WA,53,Washington,7535591,2020-06-05 17:28:53.54745 UTC,2020-04-04,7,Post,B-,3.7,-0.48141659670137288,C,3,-0.6720442235396018,B,4,-0.90038736106345674,B,4
WV,54,West Virginia,1805832,2020-06-05 17:28:53.54745 UTC,2020-04-28,3,Post,D,2,-0.24802217244899577,F,1,-0.40513629339882717,F,1,-0.83680443472278287,B,4
WV,54,West Virginia,1805832,2020-06-05 17:28:53.54745 UTC,2020-04-27,2,Post,D+,2.3,-0.27207007377151515,D,2,-0.37941128993423279,F,1,-0.837995474728053,B,4
IA,19,Iowa,3156145,2020-06-05 17:28:53.54745 UTC,2020-05-05,3,Post,D-,1.7,-0.27530989960786134,D,2,-0.32330155550708339,F,1,-0.72266643831465216,D,2
IA,19,Iowa,3156145,2020-06-05 17:28:53.54745 UTC,2020-03-13,6,Post,F,1.3,-0.020873354762727735,F,1,-0.087157827790940362,F,1,-0.62499207609923968,D,2
WI,55,Wisconsin,5813568,2020-06-05 17:28:53.54745 UTC,2020-04-26,1,Post,D+,2.3,-0.42331531724670712,C,3,-0.49485866405275081,F,1,-0.77261922235210834,C,3
WI,55,Wisconsin,5813568,2020-06-05 17:28:53.54745 UTC,2020-04-04,7,Post,B-,3.7,-0.45887753827613509,C,3,-0.68737400481489708,B,4,-0.87432307029860989,B,4
WI,55,Wisconsin,5813568,2020-06-05 17:28:53.54745 UTC,2020-03-20,6,Post,C,3,-0.30944882060404805,D,2,-0.66636840834410149,B,4,-0.81495416390907571,C,3
WI,55,Wisconsin,5813568,2020-06-05 17:28:53.54745 UTC,2020-03-11,4,Post,F,1,0.012255092204674342,F,1,-0.1174534010235691,F,1,-0.353069317187536,F,1
