state_code,state_fips,state_name,state_population,last_updated,date,weekday,covid,grade_total,n_grade_total,daily_distance_diff,grade_distance,n_grade_distance,daily_visitation_diff,grade_visitation,n_grade_visitation,encounters_rate,grade_encounters,n_grade_encounters
WA,53,Washington,7535591,2020-06-04 15:45:20.45826 UTC,2020-04-08,4,Post,C,3,-0.42671901607687207,C,3,-0.57761030354109633,D,2,-0.8908310815528746,B,4
AZ,04,Arizona,7171646,2020-06-04 15:45:20.45826 UTC,2020-04-18,7,Post,C,3,-0.33093307504074243,D,2,-0.64263462975226493,C,3,-0.86474830860804275,B,4
AZ,04,Arizona,7171646,2020-06-04 15:45:20.45826 UTC,2020-03-29,1,Post,C,3,-0.43126251338290689,C,3,-0.59959844660317618,D,2,-0.87348666999107527,B,4
AZ,04,Arizona,7171646,2020-06-04 15:45:20.45826 UTC,2020-03-20,6,Post,C,3,-0.25329888878910933,D,2,-0.60325277945569378,C,3,-0.83501532719044647,B,4
WV,54,West Virginia,1805832,2020-06-04 15:45:20.45826 UTC,2020-05-10,1,Post,D-,1.7,-0.19615130005881565,F,1,-0.16787945088025674,F,1,-0.74618671874901765,C,3
WV,54,West Virginia,1805832,2020-06-04 15:45:20.45826 UTC,2020-03-12,5,Post,F,1.3,-0.045036544875079451,F,1,0.0013737472405629062,F,1,-0.58087950888729289,D,2
IA,19,Iowa,3156145,2020-06-04 15:45:20.45826 UTC,2020-03-07,7,Pre,F,1,-0.024678213823566747,F,1,0.0230961813496119,F,1,-0.25285164871846555,F,1
CA,06,California,39557045,2020-06-04 15:45:20.45826 UTC,2020-05-11,2,Post,D,2,-0.30306234396317105,D,2,-0.56168329809629947,D,2,-0.62529761113972371,D,2
CA,06,California,39557045,2020-06-04 15:45:20.45826 UTC,2020-04-27,2,Post,D+,2.3,-0.36753603399864809,D,2,-0.61125660683793892,C,3,-0.68930901865114924,D,2
CA,06,California,39557045,2020-06-04 15:45:20.45826 UTC,2020-04-17,6,Post,B-,3.7,-0.40706792335070685,C,3,-0.71614568990147354,A,5,-0.7836211871028822,C,3
NH,33,New Hampshire,1356458,2020-06-04 15:45:20.45826 UTC,2020-04-28,3,Post,D,2,-0.3652162617823963,D,2,-0.44494234994852316,F,1,-0.786361816992408,C,3
NH,33,New Hampshire,1356458,2020-06-04 15:45:20.45826 UTC,2020-04-18,7,Post,C+,3.3,-0.52095152950740464,C,3,-0.61794033025074446,C,3,-0.8383430169873094,B,4
AR,05,Arkansas,3013825,2020-06-04 15:45:20.45826 UTC,2020-05-03,1,Post,D-,1.7,-0.35473796261235707,D,2,-0.43724759893901805,F,1,-0.7230034355200996,D,2
AR,05,Arkansas,3013825,2020-06-04 15:45:20.45826 UTC,2020-04-24,6,Post,D-,1.7,-0.35625497345716767,D,2,-0.44961793721857995,F,1,-0.539778761086509,D,2
AR,05,Arkansas,3013825,2020-06-04 15:45:20.45826 UTC,2020-04-18,7,Post,F,1.3,-0.24056368616023824,F,1,-0.46873373220959486,F,1,-0.6312228600547376,D,2
MI,26,Michigan,9995915,2020-06-04 15:45:20.45826 UTC,2020-05-18,2,Post,D-,1.7,-0.334421672494422,D,2,-0.47116679710658121,F,1,-0.60035915142505714,D,2
MI,26,Michigan,9995915,2020-06-04 15:45:20.45826 UTC,2020-05-08,6,Post,F,1.3,-0.34554333351447125,D,2,-0.53619361026886814,F,1,-0.39726767130744867,F,1
MI,26,Michigan,9995915,2020-06-04 15:45:20.45826 UTC,2020-03-28,7,Post,B,4,-0.60385321861357755,B,4,-0.74456303552085512,A,5,-0.75262882365952066,C,3
KY,21,Kentucky,4468402,2020-06-04 15:45:20.45826 UTC,2020-02-28,6,Pre,F,1,0.032093333756843652,F,1,-0.011011231857419167,F,1,0.68688961184788511,F,1
MS,28,Mississippi,2986530,2020-06-04 15:45:20.45826 UTC,2020-04-23,5,Post,D-,1.7,-0.31865730294731137,D,2,-0.50322757007335761,F,1,-0.68413671779880947,D,2
MS,28,Mississippi,2986530,2020-06-04 15:45:20.45826 UTC,2020-03-27,6,Post,D-,1.7,-0.31786492851953185,D,2,-0.50585033206109653,F,1,-0.68083947518326415,D,2
OK,40,Oklahoma,3943079,2020-06-04 15:45:20.45826 UTC,2020-04-24,6,Post,D-,1.7,-0.35867993001959936,D,2,-0.46828942222284897,F,1,-0.59201926203744648,D,2
OK,40,Oklahoma,3943079,2020-06-04 15:45:20.45826 UTC,2020-04-16,5,Post,D,2,-0.25503877623898508,D,2,-0.51664284892619849,F,1,-0.752536824624331,C,3
OK,40,Oklahoma,3943079,2020-06-04 15:45:20.45826 UTC,2020-02-27,5,Pre,F,1,0.041374159935527774,F,1,-0.026625360169975052,F,1,-0.0053292222619757412,F,1
MO,29,Missouri,6126452,2020-06-04 15:45:20.45826 UTC,2020-04-23,5,Post,D-,1.7,-0.322001378443107,D,2,-0.5150026663671996,F,1,-0.6171602019453486,D,2
MO,29,Missouri,6126452,2020-06-04 15:45:20.45826 UTC,2020-04-20,2,Post,D+,2.3,-0.30776890054757705,D,2,-0.56384070082026994,D,2,-0.75809744489370767,C,3
MO,29,Missouri,6126452,2020-06-04 15:45:20.45826 UTC,2020-03-05,5,Pre,F,1,0.012878169458415861,F,1,-0.087892237099756271,F,1,0.10303227376690449,F,1
PA,42,Pennsylvania,12807060,2020-06-04 15:45:20.45826 UTC,2020-04-22,4,Post,C,3,-0.40703573838565893,C,3,-0.66951135445760546,B,4,-0.47118254960889039,D,2
VA,51,Virginia,8517685,2020-06-04 15:45:20.45826 UTC,2020-05-17,1,Post,F,1.3,-0.28690693133749978,D,2,-0.34677458906318365,F,1,-0.36898722966696063,F,1
VA,51,Virginia,8517685,2020-06-04 15:45:20.45826 UTC,2020-04-10,6,Post,D+,2.3,-0.43489383939754594,C,3,-0.59743617314735931,D,2,-0.60962548527771343,D,2
VA,51,Virginia,8517685,2020-06-04 15:45:20.45826 UTC,2020-04-04,7,Post,C-,2.7,-0.475660678816359,C,3,-0.62317787871375963,C,3,-0.66140674627323737,D,2
LA,22,Louisiana,4659978,2020-06-04 15:45:20.45826 UTC,2020-04-05,1,Post,C,3,-0.50673248821982841,C,3,-0.633818358178474,C,3,-0.77781009550750979,C,3
LA,22,Louisiana,4659978,2020-06-04 15:45:20.45826 UTC,2020-04-02,5,Post,D,2,-0.3730805122619682,D,2,-0.59568791615052552,D,2,-0.70919007318045235,D,2
LA,22,Louisiana,4659978,2020-06-04 15:45:20.45826 UTC,2020-03-28,7,Post,C-,2.7,-0.44781615706220612,C,3,-0.61252537510856286,C,3,-0.666721429310055,D,2
HI,15,Hawaii,1420491,2020-06-04 15:45:20.45826 UTC,2020-04-12,1,Post,B+,4.3,-0.71170131425028227,A,5,-0.76531734708423,A,5,-0.80506326307224174,C,3
TX,48,Texas,28701845,2020-06-04 15:45:20.45826 UTC,2020-05-11,2,Post,F,1,-0.19089705648338415,F,1,-0.27848871782408041,F,1,-0.14688759091824177,F,1
TX,48,Texas,28701845,2020-06-04 15:45:20.45826 UTC,2020-03-14,7,Post,F,1,-0.16130644226019539,F,1,-0.25906351145862544,F,1,-0.11536893522487324,F,1
TX,48,Texas,28701845,2020-06-04 15:45:20.45826 UTC,2020-03-05,5,Pre,F,1,0.032441895276363972,F,1,-0.10251998007793285,F,1,0.80174248431376438,F,1
IN,18,Indiana,6691878,2020-06-04 15:45:20.45826 UTC,2020-05-09,7,Post,F,1,-0.24877830995428543,F,1,-0.34752076897855005,F,1,0.70395475248593731,F,1
IL,17,Illinois,12741080,2020-06-04 15:45:20.45826 UTC,2020-05-02,7,Post,C-,2.7,-0.43039127281633011,C,3,-0.61814990687563554,C,3,-0.59129429008798184,D,2
NC,37,North Carolina,10383620,2020-06-04 15:45:20.45826 UTC,2020-04-19,1,Post,D+,2.3,-0.43255922069971187,C,3,-0.55150867176148155,D,2,-0.58271998611866782,D,2
AL,01,Alabama,4887871,2020-06-04 15:45:20.45826 UTC,2020-05-15,6,Post,F,1,-0.086672453738703414,F,1,-0.17890966516812057,F,1,1.2390075620928145,F,1
AL,01,Alabama,4887871,2020-06-04 15:45:20.45826 UTC,2020-04-01,4,Post,F,1.3,-0.21434188653645719,F,1,-0.457338409510222,F,1,-0.48578173390465762,D,2
TN,47,Tennessee,6770010,2020-06-04 15:45:20.45826 UTC,2020-05-22,6,Post,F,1,-0.050352268719240173,F,1,-0.1240594258150543,F,1,1.3517570339306193,F,1
TN,47,Tennessee,6770010,2020-06-04 15:45:20.45826 UTC,2020-05-13,4,Post,F,1,-0.15374209976510009,F,1,-0.14392352542664635,F,1,0.20325465547361721,F,1
SC,45,South Carolina,5084127,2020-06-04 15:45:20.45826 UTC,2020-05-12,3,Post,F,1,-0.14413516491050557,F,1,-0.19712305666231919,F,1,0.094719122431930813,F,1
SC,45,South Carolina,5084127,2020-06-04 15:45:20.45826 UTC,2020-04-06,2,Post,D-,1.7,-0.29611618699831577,D,2,-0.52483434140375462,F,1,-0.52639967330046034,D,2
SC,45,South Carolina,5084127,2020-06-04 15:45:20.45826 UTC,2020-03-16,2,Post,F,1,-0.065029397475358491,F,1,-0.13076013926377419,F,1,0.17858955843259716,F,1
SC,45,South Carolina,5084127,2020-06-04 15:45:20.45826 UTC,2020-03-02,2,Pre,F,1,-0.0051315616063585794,F,1,-0.045292548098610635,F,1,0.97339609222473178,F,1
GA,13,Georgia,10519475,2020-06-04 15:45:20.45826 UTC,2020-02-27,5,Pre,F,1,0.059936384971365435,F,1,-0.0066007508741817668,F,1,2.2644578237204027,F,1
OH,39,Ohio,11689442,2020-06-04 15:45:20.45826 UTC,2020-02-26,4,Pre,F,1,0.01414908292037733,F,1,-0.020173989334939604,F,1,1.7837511063341447,F,1
CT,09,Connecticut,3572665,2020-06-04 15:45:20.45826 UTC,2020-05-12,3,Post,F,1.3,-0.36648698092236975,D,2,-0.50444102462092988,F,1,0.0071105496273353719,F,1
CT,09,Connecticut,3572665,2020-06-04 15:45:20.45826 UTC,2020-04-09,5,Post,C,3,-0.4981681173724849,C,3,-0.68401329802371968,B,4,-0.56619130411965979,D,2
CT,09,Connecticut,3572665,2020-06-04 15:45:20.45826 UTC,2020-03-06,6,Pre,F,1,-0.0012985821559134091,F,1,-0.090364278467438566,F,1,2.9129217518483514,F,1
MA,25,Massachusetts,6902149,2020-06-04 15:45:20.45826 UTC,2020-05-15,6,Post,D-,1.7,-0.41026952929726163,C,3,-0.5321142013740221,F,1,0.56280182926711508,F,1
MA,25,Massachusetts,6902149,2020-06-04 15:45:20.45826 UTC,2020-05-10,1,Post,F,1.3,-0.39978462050343749,D,2,-0.51618303427456091,F,1,0.22526396785590941,F,1
MD,24,Maryland,6042718,2020-06-04 15:45:20.45826 UTC,2020-05-06,4,Post,D-,1.7,-0.41448477196379391,C,3,-0.54496318940131461,F,1,0.40648493949050435,F,1
MD,24,Maryland,6042718,2020-06-04 15:45:20.45826 UTC,2020-04-17,6,Post,C-,2.7,-0.44494968484713121,C,3,-0.66230871285120529,B,4,-0.1709544761588766,F,1
RI,44,Rhode Island,1057315,2020-06-04 15:45:20.45826 UTC,2020-04-21,3,Post,C-,2.7,-0.46342600772701414,C,3,-0.66082428161403739,B,4,-0.080270013290915876,F,1
FL,12,Florida,21299325,2020-06-04 15:45:20.45826 UTC,2020-05-20,4,Post,F,1,-0.20624302614438775,F,1,-0.35969622201250595,F,1,1.7622079673970998,F,1
DC,11,District of Columbia,702455,2020-06-04 15:45:20.45826 UTC,2020-05-23,7,Post,C-,2.7,-0.39494963158535829,D,2,-0.74272588055130173,A,5,16.566241164322705,F,1
DC,11,District of Columbia,702455,2020-06-04 15:45:20.45826 UTC,2020-04-12,1,Post,B-,3.7,-0.73593570269644559,A,5,-0.8677270339904799,A,5,2.7923920700960196,F,1
DC,11,District of Columbia,702455,2020-06-04 15:45:20.45826 UTC,2020-04-01,4,Post,C+,3.3,-0.63446312571942476,B,4,-0.76202875692512184,A,5,6.5247858477185288,F,1
NJ,34,New Jersey,8908520,2020-06-04 15:45:20.45826 UTC,2020-05-10,1,Post,D-,1.7,-0.38605257097558571,D,2,-0.55616141751948567,D,2,2.2976723396625718,F,1
AK,02,Alaska,737438,2020-06-04 15:45:20.45826 UTC,2020-05-10,1,Post,D+,2.3,-0.10552297095017289,F,1,-0.02574097389719408,F,1,-0.997575232276594,A,5
WY,56,Wyoming,577737,2020-06-04 15:45:20.45826 UTC,2020-05-19,3,Post,D+,2.3,-0.020795286195337742,F,1,-0.068812729936958542,F,1,-0.98118010589447413,A,5
WY,56,Wyoming,577737,2020-06-04 15:45:20.45826 UTC,2020-05-13,4,Post,D+,2.3,-0.025811751346140169,F,1,-0.21256375628892241,F,1,-0.98464874476257358,A,5
WY,56,Wyoming,577737,2020-06-04 15:45:20.45826 UTC,2020-04-02,5,Post,C,3,-0.26249410825650021,D,2,-0.584910117901253,D,2,-0.994973868470042,A,5
WY,56,Wyoming,577737,2020-06-04 15:45:20.45826 UTC,2020-03-08,1,Pre,D+,2.3,-0.0024834402475572177,F,1,-0.014547522467961468,F,1,-0.98391236307291952,A,5
WY,56,Wyoming,577737,2020-06-04 15:45:20.45826 UTC,2020-03-04,4,Pre,D+,2.3,-0.025590727766631412,F,1,-0.0049199183646243807,F,1,-0.97723591909753438,A,5
MT,30,Montana,1062305,2020-06-04 15:45:20.45826 UTC,2020-05-17,1,Post,D+,2.3,-0.10779033789123997,F,1,-0.18257185634945483,F,1,-0.98631959003431158,A,5
MT,30,Montana,1062305,2020-06-04 15:45:20.45826 UTC,2020-04-20,2,Post,C,3,-0.37386185434144403,D,2,-0.5783817437823574,D,2,-0.99468526830206816,A,5
MT,30,Montana,1062305,2020-06-04 15:45:20.45826 UTC,2020-03-14,7,Post,C-,2.7,-0.34899650946126054,D,2,-0.23760527287554936,F,1,-0.985240318583761,A,5
MT,30,Montana,1062305,2020-06-04 15:45:20.45826 UTC,2020-03-12,5,Post,D+,2.3,-0.15255870612521824,F,1,-0.031467714022293675,F,1,-0.97916576509180986,A,5
MT,30,Montana,1062305,2020-06-04 15:45:20.45826 UTC,2020-02-27,5,Pre,D+,2.3,0.079438744649699231,F,1,0.033068197328003091,F,1,-0.97267883761448792,A,5
NM,35,New Mexico,2095428,2020-06-04 15:45:20.45826 UTC,2020-05-06,4,Post,D+,2.3,-0.24834839615543369,F,1,-0.41004906754769876,F,1,-0.957506445928345,A,5
ND,38,North Dakota,760077,2020-06-04 15:45:20.45826 UTC,2020-03-30,2,Post,C-,2.7,-0.34459521579980895,D,2,-0.51801429104380436,F,1,-0.98638088344410746,A,5
SD,46,South Dakota,882235,2020-06-04 15:45:20.45826 UTC,2020-03-17,3,Post,D+,2.3,-0.13876366356582784,F,1,-0.18748829335993383,F,1,-0.96800587440690722,A,5
VT,50,Vermont,626299,2020-06-04 15:45:20.45826 UTC,2020-04-22,4,Post,B,4,-0.49157144035015721,C,3,-0.65325695827430053,B,4,-0.96050759230949279,A,5
VT,50,Vermont,626299,2020-06-04 15:45:20.45826 UTC,2020-04-19,1,Post,B-,3.7,-0.53906798077307638,C,3,-0.60656296763952877,C,3,-0.98201147650423182,A,5
VT,50,Vermont,626299,2020-06-04 15:45:20.45826 UTC,2020-03-28,7,Post,B+,4.3,-0.55667876796473126,B,4,-0.6883729547793539,B,4,-0.95909913628712484,A,5
VT,50,Vermont,626299,2020-06-04 15:45:20.45826 UTC,2020-03-17,3,Post,D+,2.3,-0.2512445044722309,D,2,-0.30991489898961549,F,1,-0.93391476695851516,B,4
VT,50,Vermont,626299,2020-06-04 15:45:20.45826 UTC,2020-02-26,4,Pre,D,2,0.041732291141931589,F,1,-0.042452078663802621,F,1,-0.85848775884267514,B,4
ME,23,Maine,1338404,2020-06-04 15:45:20.45826 UTC,2020-04-07,3,Post,C,3,-0.38392953647162115,D,2,-0.567503186411842,D,2,-0.982741836945843,A,5
ME,23,Maine,1338404,2020-06-04 15:45:20.45826 UTC,2020-03-12,5,Post,D,2,-0.10008098094728242,F,1,-0.013294334681623023,F,1,-0.89891511156132053,B,4
ID,16,Idaho,1754208,2020-06-04 15:45:20.45826 UTC,2020-03-19,5,Post,D+,2.3,-0.18079142851302546,F,1,-0.39577448300303358,F,1,-0.950847767915421,A,5
ID,16,Idaho,1754208,2020-06-04 15:45:20.45826 UTC,2020-03-10,3,Post,D,2,-0.10294411361326757,F,1,-0.063784117690787748,F,1,-0.90171340618079687,B,4
OR,41,Oregon,4190713,2020-06-04 15:45:20.45826 UTC,2020-04-29,4,Post,D+,2.3,-0.29934067118295604,D,2,-0.48300279009698982,F,1,-0.92690874555020808,B,4
NV,32,Nevada,3034392,2020-06-04 15:45:20.45826 UTC,2020-03-31,3,Post,B,4,-0.45401680705330644,C,3,-0.66392190888674985,B,4,-0.9614626201748574,A,5
NE,31,Nebraska,1929268,2020-06-04 15:45:20.45826 UTC,2020-04-10,6,Post,C-,2.7,-0.3948128352259988,D,2,-0.5664536277921316,D,2,-0.92041368020929859,B,4
NE,31,Nebraska,1929268,2020-06-04 15:45:20.45826 UTC,2020-03-15,1,Post,D,2,-0.17689858381223347,F,1,-0.25063876641762578,F,1,-0.882159631460836,B,4
UT,49,Utah,3161105,2020-06-04 15:45:20.45826 UTC,2020-05-12,3,Post,D,2,-0.21940816671303723,F,1,-0.256773558092559,F,1,-0.87181187200452182,B,4
CO,08,Colorado,5695564,2020-06-04 15:45:20.45826 UTC,2020-03-16,2,Post,D-,1.7,-0.077945643651551114,F,1,-0.21112869434413345,F,1,-0.80225652473617259,C,3
KS,20,Kansas,2911505,2020-06-04 15:45:20.45826 UTC,2020-03-03,3,Pre,F,1.3,-0.0010428843041285813,F,1,-0.01825498846151646,F,1,-0.653015837388314,D,2
WA,53,Washington,7535591,2020-06-04 15:45:20.45826 UTC,2020-03-17,3,Post,F,1.3,-0.17828324884985905,F,1,-0.38273328491817082,F,1,-0.73895669906896844,D,2
WA,53,Washington,7535591,2020-06-04 15:45:20.45826 UTC,2020-02-29,7,Pre,F,1,0.041166557481807142,F,1,0.092316401139070775,F,1,-0.23245658401654412,F,1
AZ,04,Arizona,7171646,2020-06-04 15:45:20.45826 UTC,2020-04-15,4,Post,C,3,-0.333262100177915,D,2,-0.61915061744352418,C,3,-0.89301964640604858,B,4
AZ,04,Arizona,7171646,2020-06-04 15:45:20.45826 UTC,2020-04-07,3,Post,C,3,-0.35156523089601538,D,2,-0.63264454580629392,C,3,-0.92386873939838288,B,4
WV,54,West Virginia,1805832,2020-06-04 15:45:20.45826 UTC,2020-03-19,5,Post,D-,1.7,-0.10531732167227302,F,1,-0.44497739515693535,F,1,-0.78830641975055016,C,3
WV,54,West Virginia,1805832,2020-06-04 15:45:20.45826 UTC,2020-03-16,2,Post,F,1.3,-0.08817070375604677,F,1,-0.13378835286568178,F,1,-0.71916089285347606,D,2
WV,54,West Virginia,1805832,2020-06-04 15:45:20.45826 UTC,2020-03-13,6,Post,F,1.3,-0.093795535883002,F,1,-0.04719519511339805,F,1,-0.58251769150724164,D,2
IA,19,Iowa,3156145,2020-06-04 15:45:20.45826 UTC,2020-04-26,1,Post,D,2,-0.38472635303031905,D,2,-0.4587998233440132,F,1,-0.79794861042493159,C,3
IA,19,Iowa,3156145,2020-06-04 15:45:20.45826 UTC,2020-04-19,1,Post,C-,2.7,-0.38740562796473177,D,2,-0.56253300668051642,D,2,-0.87261516338304113,B,4
IA,19,Iowa,3156145,2020-06-04 15:45:20.45826 UTC,2020-04-10,6,Post,C-,2.7,-0.33693968037357486,D,2,-0.58776320268661886,D,2,-0.83827573989428172,B,4
IA,19,Iowa,3156145,2020-06-04 15:45:20.45826 UTC,2020-03-22,1,Post,C,3,-0.37537928023071443,D,2,-0.639009085134625,C,3,-0.882366292650086,B,4
IA,19,Iowa,3156145,2020-06-04 15:45:20.45826 UTC,2020-03-18,4,Post,D,2,-0.098677388958329615,F,1,-0.45691210534440996,F,1,-0.82563652692634348,B,4
IA,19,Iowa,3156145,2020-06-04 15:45:20.45826 UTC,2020-03-12,5,Post,F,1.3,-0.014348832694148411,F,1,-0.023801023049775809,F,1,-0.57706605353342688,D,2
WI,55,Wisconsin,5813568,2020-06-04 15:45:20.45826 UTC,2020-04-16,5,Post,C,3,-0.33274947623853646,D,2,-0.60238409817851923,C,3,-0.88297308985877987,B,4
WI,55,Wisconsin,5813568,2020-06-04 15:45:20.45826 UTC,2020-04-15,4,Post,C-,2.7,-0.3220432542816376,D,2,-0.57887566370698318,D,2,-0.88555354393823971,B,4
WI,55,Wisconsin,5813568,2020-06-04 15:45:20.45826 UTC,2020-03-27,6,Post,C+,3.3,-0.40066491776432084,C,3,-0.64786641073352214,C,3,-0.82986360257949365,B,4
CA,06,California,39557045,2020-06-04 15:45:20.45826 UTC,2020-05-24,1,Post,F,1.3,-0.20749053758130023,F,1,-0.46569905601639505,F,1,-0.5178483887377896,D,2
CA,06,California,39557045,2020-06-04 15:45:20.45826 UTC,2020-05-03,1,Post,C,3,-0.4223884388085925,C,3,-0.65441830721610894,B,4,-0.71082737921170347,D,2
NH,33,New Hampshire,1356458,2020-06-04 15:45:20.45826 UTC,2020-05-26,3,Post,F,1.3,-0.20805554495105477,F,1,-0.12237287036977713,F,1,-0.65182533291426181,D,2
AR,05,Arkansas,3013825,2020-06-04 15:45:20.45826 UTC,2020-03-19,5,Post,F,1.3,-0.19647538945405849,F,1,-0.448106832979622,F,1,-0.64853491552546694,D,2
AR,05,Arkansas,3013825,2020-06-04 15:45:20.45826 UTC,2020-03-17,3,Post,F,1.3,-0.08471283279067357,F,1,-0.23259382862621367,F,1,-0.62004968640872338,D,2
MI,26,Michigan,9995915,2020-06-04 15:45:20.45826 UTC,2020-05-02,7,Post,C,3,-0.45189519906339676,C,3,-0.6013118965043901,C,3,-0.77724338011877137,C,3
MI,26,Michigan,9995915,2020-06-04 15:45:20.45826 UTC,2020-04-12,1,Post,B+,4.3,-0.64052764963906428,B,4,-0.82839253379259781,A,5,-0.91944017668218114,B,4
KY,21,Kentucky,4468402,2020-06-04 15:45:20.45826 UTC,2020-05-31,1,Post,F,1.3,-0.16649319174091246,F,1,-0.20973089319336091,F,1,-0.55729003868174054,D,2
KY,21,Kentucky,4468402,2020-06-04 15:45:20.45826 UTC,2020-03-22,1,Post,D+,2.3,-0.362742732304753,D,2,-0.56334619404098507,D,2,-0.7423244147002297,C,3
