FIPS,Socioeconomic Status,Household Composition & Disability,Minority Status & Language,Housing Type & Transportation,Epidemiological Factors
01079,0.769500159,0.615409105,0.40592168100000003,0.09805794300000001,0.925819803
01081,0.498248965,0.219356893,0.6978669209999999,0.28398599199999996,0.8611907040000001
01083,0.584527221,0.278255333,0.567971983,0.09264565400000001,0.673989175
01085,0.9758038840000001,0.991404011,0.721107927,0.58548233,0.226361032
01087,0.949060809,0.5447309770000001,0.722381407,0.306271888,0.5698822029999999
01089,0.242279529,0.126074499,0.64438077,0.06749442900000001,0.345113021
01091,0.850047755,0.831582299,0.602992677,0.543457498,0.860235594
01093,0.804202483,0.922317733,0.29481057,0.475007959,0.477236549
01095,0.736071315,0.653295129,0.690544413,0.46354664100000004,0.840815027
01097,0.6071314870000001,0.420566699,0.662209487,0.21012416399999997,0.922317733
01099,0.9764406240000001,0.5787965620000001,0.563196434,0.39063992399999997,0.9458771090000001
01101,0.556829035,0.435211716,0.8576886340000001,0.182425979,0.8958930279999999
01103,0.526265521,0.475644699,0.614772365,0.22986310100000001,0.833174148
01105,0.994587711,0.94141993,0.798153454,0.94110156,0.8309455590000001
01107,0.9270932820000001,0.753900032,0.758675581,0.812480102,0.376950016
01109,0.902260427,0.249602038,0.758357211,0.76440624,0.22795288100000002
01111,0.732887615,0.512893983,0.458134352,0.8580070040000001,0.8777459409999999
01113,0.76249602,0.660617638,0.76345113,0.488697867,0.9652976759999999
01115,0.5526902260000001,0.399235912,0.33397007300000003,0.145176695,0.6574339379999999
01117,0.101560013,0.078319007,0.621139764,0.021012416000000003,0.8933460679999999
01119,0.973256925,0.651384909,0.804839223,0.960203757,0.641515441
01121,0.8338108879999999,0.691817892,0.580070041,0.253422477,0.865966253
01123,0.826488379,0.8430436170000001,0.516077682,0.744667303,0.873288762
01125,0.507481694,0.111111111,0.6427889210000001,0.207577205,0.540910538
01127,0.859598854,0.839223177,0.319643426,0.456542502,0.149633875
01129,0.8869786690000001,0.8296720790000001,0.581343521,0.12925819800000002,0.8930276979999999
01131,0.9859917220000001,0.6965934420000001,0.8653295129999999,0.717287488,0.7468958929999999
01133,0.856415154,0.900350207,0.23336517,0.609678446,0.8430436170000001
02013,0.370900987,0.00222859,0.9961795609999999,0.996497931,0.222858962
02016,0.075772047,0.0031836990000000003,0.9856733520000001,0.99872652,0.22699777100000001
02020,0.129576568,0.09551098400000001,0.848774276,0.623686724,0.416427889
02050,0.93982808,0.539637058,0.972938555,0.99745304,0.231136581
02060,0.11493155,0.105380452,0.523400191,0.991722381,0.225087552
02068,0.065584209,0.0,0.534861509,0.950015918,0.22190385199999998
02070,0.76345113,0.733205985,0.9213626229999999,0.99840815,0.22858962100000002
02090,0.148997135,0.066220949,0.564469914,0.53135944,0.312320917
02100,0.041706463,0.208532315,0.6424705510000001,0.9764406240000001,0.224450812
02105,0.423750398,0.226042662,0.581980261,0.989812162,0.223495702
02110,0.053167781,0.019738936999999998,0.783190067,0.9175421840000001,0.297994269
02122,0.359121299,0.32728430399999997,0.47246099999999996,0.912129895,0.257879656
02130,0.272206304,0.37281120700000003,0.7128303090000001,0.927730022,0.29894937899999996
02150,0.23845908899999999,0.252148997,0.9417383,0.981534543,0.314231137
02158,0.99904489,0.7281120659999999,0.954154728,0.996816301,0.222222222
02164,0.8834766,0.658389048,0.8468640559999999,0.9933142309999999,0.220948742
02170,0.428525947,0.198662846,0.5654250239999999,0.440305635,0.28939828100000003
02180,0.8933460679999999,0.570837313,0.9344157909999999,0.99904489,0.22540592199999998
02185,0.41419929999999994,0.19834447600000002,0.843361987,0.99777141,0.23845908899999999
02188,0.93887297,0.634511302,0.9051257559999999,0.99808978,0.228271251
02195,0.201528176,0.963069086,0.8401782870000001,0.9952244509999999,0.22476918199999998
02198,0.715695638,0.872015282,0.613498886,0.993950971,0.23209169100000002
02220,0.065265839,0.21553645300000002,0.7838268070000001,0.987901942,0.286851321
02230,0.110792741,0.00286533,0.46832219,0.9863100920000001,0.225724292
02240,0.45686087200000003,0.345113021,0.8178923909999999,0.965616046,0.22254059199999998
02261,0.113976441,0.081184336,0.58962114,0.9799426929999999,0.223177332
02275,0.328876154,0.8092964020000001,0.776185928,0.988220312,0.224132442
02282,0.24259789899999998,0.23145495100000002,0.865966253,0.99713467,0.221585482
02290,0.9452403690000001,0.954473098,0.8032473729999999,0.994269341,0.220630372
04001,0.9652976759999999,0.675581025,0.971028335,0.9652976759999999,0.664119707
04003,0.601719198,0.593759949,0.9032155359999999,0.391595033,0.167780961
04005,0.513530723,0.09710283300000001,0.839223177,0.8252149,0.10760904199999999
04007,0.737026425,0.758038841,0.748806113,0.5654250239999999,0.443489335
04009,0.782553327,0.462273161,0.8962113979999999,0.914358485,0.47978350799999997
04011,0.525947151,0.563514804,0.929321872,0.6723973259999999,0.11620503
04012,0.797516714,0.598853868,0.836357848,0.816618911,0.5934415789999999
04013,0.368035657,0.135625597,0.879337791,0.249602038,0.126074499
04015,0.7217446670000001,0.7526265520000001,0.6844953840000001,0.41260745,0.439987265
04017,0.925501433,0.850684495,0.890162369,0.8398599170000001,0.372492837
04019,0.493473416,0.34065584200000004,0.8930276979999999,0.505889844,0.12989493800000002
04021,0.627188793,0.382362305,0.8707418020000001,0.17191977100000003,0.140719516
04023,0.893664438,0.609996816,0.994587711,0.43170964700000003,0.008914358
04025,0.46004457200000004,0.381725565,0.610951926,0.46864056,0.29640242
04027,0.8615090740000001,0.299586119,0.9789875840000001,0.636739892,0.05603311
05001,0.7284304359999999,0.912448265,0.406558421,0.605221267,0.870423432
05003,0.795924865,0.901305317,0.751034702,0.47341611,0.795924865
05005,0.45113021299999995,0.640241961,0.087233365,0.403374721,0.577204712
05007,0.17414836,0.10760904199999999,0.7589939509999999,0.21458134399999998,0.8885705190000001
05009,0.549188157,0.8277618590000001,0.049347342,0.40146450200000006,0.538363578
05011,0.891117479,0.9372811209999999,0.894301178,0.937917861,0.446991404
05013,0.7405284940000001,0.873288762,0.357211079,0.6806749440000001,0.680356574
05015,0.613180516,0.323145495,0.7679083090000001,0.82457816,0.855460045
05017,0.9165870740000001,0.904489016,0.843998727,0.971983445,0.8863419290000001
05019,0.53167781,0.560967845,0.659344158,0.929003502,0.895256288
05021,0.8252149,0.94205667,0.07067812799999999,0.208532315,0.902578797
05023,0.581343521,0.6911811520000001,0.024196116,0.094555874,0.7561286209999999
05025,0.686405603,0.9799426929999999,0.373766316,0.45686087200000003,0.48806112700000004
05027,0.88283986,0.666348297,0.717605858,0.8962113979999999,0.127984718
05029,0.713785419,0.897166507,0.518943012,0.34224769200000005,0.6265520529999999
05031,0.52881248,0.7427570840000001,0.554282076,0.76345113,0.216173193
05033,0.6287806429999999,0.8427252470000001,0.45113021299999995,0.301496339,0.554282076
05035,0.8118433620000001,0.835721108,0.737663165,0.40305635100000003,0.93823623
05037,0.636103152,0.87997453,0.35052531,0.512257243,0.8035657429999999
05039,0.70359758,0.959885387,0.626233684,0.810888252,0.35402738
05041,0.971665075,0.956701687,0.8681948420000001,0.674625915,0.794969755
05043,0.754536772,0.52944922,0.49602037600000004,0.591849729,0.670487106
05045,0.41197071,0.18274434899999997,0.502069405,0.222222222,0.240050939
05047,0.702642471,0.741165234,0.29576568,0.920725883,0.779369628
05049,0.9035339059999999,0.921999363,0.191977077,0.868513212,0.94396689
05051,0.581980261,0.853868195,0.523081821,0.641833811,0.746577523
05053,0.564469914,0.76249602,0.091053805,0.126392869,0.690226043
05055,0.673670805,0.888252149,0.11238459099999999,0.522445081,0.047437122000000005
05057,0.784463547,0.9547914679999999,0.900350207,0.523718561,0.6071314870000001
05059,0.76536135,0.863419293,0.400191022,0.29321872,0.636421522
05061,0.715377268,0.9786692140000001,0.8885705190000001,0.894301178,0.063037249
05063,0.630054123,0.8118433620000001,0.428525947,0.6838586440000001,0.299904489
05065,0.864374403,0.365170328,0.146768545,0.76536135,0.566380134
05067,0.879337791,0.609041706,0.298312639,0.70805476,0.620821394
05069,0.794651385,0.643107291,0.70455269,0.48073861799999995,0.7710920090000001
05071,0.806749443,0.8032473729999999,0.7163323779999999,0.64979306,0.8898439990000001
05073,0.775867558,0.9652976759999999,0.6965934420000001,0.9576567970000001,0.47341611
05075,0.8366762179999999,0.914040115,0.125119389,0.28271251199999997,0.928048392
05077,0.985036613,0.670168736,0.753900032,0.744985673,0.796243235
05079,0.807067813,0.510665393,0.6816300540000001,0.9299586120000001,0.727793696
05081,0.673989175,0.906717606,0.381088825,0.59025788,0.754855142
05083,0.811206622,0.869786692,0.36835402700000003,0.526265521,0.9172238140000001
05085,0.392868513,0.383635785,0.39382362299999996,0.21235275399999998,0.383317415
05087,0.761222541,0.670487106,0.44667303399999997,0.338427252,0.24323463899999997
05089,0.814708691,0.758357211,0.048710602,0.463228271,0.46991404
05091,0.738299904,0.840815027,0.431072907,0.7398917540000001,0.812798472
05093,0.910219675,0.9582935370000001,0.730659026,0.805157593,0.868513212
05095,0.9057624959999999,0.988220312,0.5934415789999999,0.87965616,0.9334606809999999
05097,0.805475963,0.791786055,0.358802929,0.550780006,0.775867558
05099,0.8462273159999999,0.937917861,0.447628144,0.7265202159999999,0.656478828
05101,0.581661891,0.6322827129999999,0.029290035,0.35243553,0.45113021299999995
05103,0.842406877,0.70805476,0.582298631,0.553645336,0.7682266790000001
05105,0.8159821709999999,0.891435848,0.054759630999999996,0.907035976,0.8373129579999999
05107,0.9675262659999999,0.99840815,0.7433938240000001,0.405603311,0.94301178
05109,0.6841770140000001,0.9455587390000001,0.553963706,0.8490926459999999,0.19834447600000002
05111,0.845908946,0.977395734,0.315822986,0.7567653609999999,0.58707418
05113,0.904170646,0.959567017,0.424068768,0.679401465,0.48264883799999997
05115,0.732569245,0.58834766,0.553645336,0.431391277,0.638331741
05117,0.7287488059999999,0.776504298,0.17669532,0.934734161,0.82234957
05119,0.36708054799999995,0.478510029,0.7971983440000001,0.268385864,0.9786692140000001
05121,0.7115568290000001,0.9888570520000001,0.149315505,0.774275708,0.88252149
05123,0.9360076409999999,0.495383636,0.7526265520000001,0.842406877,0.7430754540000001
05125,0.216173193,0.640878701,0.434256606,0.321553645,0.422795288
05127,0.951289398,0.895574658,0.46004457200000004,0.43680356600000003,0.6144539960000001
05129,0.6679401460000001,0.773320599,0.19229544699999998,0.46482012100000003,0.599490608
05131,0.6144539960000001,0.780006367,0.752308182,0.5453677170000001,0.432983126
05133,0.844635466,0.497930595,0.925183063,0.641197071,0.35211716
05135,0.7870105059999999,0.961477237,0.143584846,0.839541547,0.591212989
05137,0.88252149,0.7876472459999999,0.081502706,0.506526584,0.5654250239999999
05139,0.7564469909999999,0.76631646,0.7000955109999999,0.474371219,0.29258198
05141,0.785100287,0.9446036290000001,0.11524992,0.7599490609999999,0.689270933
05143,0.462273161,0.11238459099999999,0.7529449220000001,0.584208851,0.970709965
05145,0.6376950020000001,0.5370900989999999,0.487106017,0.539955428,0.360394779
05147,0.909582935,0.972301815,0.382043935,0.9016236870000001,0.897803247
05149,0.736389685,0.950334288,0.842406877,0.715058898,0.418974849
06001,0.184017829,0.028016555,0.970709965,0.6036294170000001,0.093282394
06003,0.812798472,0.7870105059999999,0.7468958929999999,0.9891754220000001,0.28780643100000003
06005,0.386819484,0.302769819,0.612225406,0.592804839,0.396052213
06007,0.607449857,0.32696593399999996,0.775549188,0.757720471,0.05698822
06009,0.361668259,0.639286851,0.5479146770000001,0.126074499,0.23018147100000003
06011,0.690226043,0.576567972,0.989493792,0.887933779,0.066857689
06013,0.197389366,0.112066221,0.94141993,0.259153136,0.113976441
06015,0.7905125759999999,0.5978987579999999,0.8341292579999999,0.9210442529999999,0.070359758
06017,0.145495065,0.141674626,0.6628462270000001,0.148997135,0.103470232
06019,0.809614772,0.5555555560000001,0.981216173,0.6679401460000001,0.055078000999999994
06021,0.8751989809999999,0.7532632920000001,0.967844635,0.675899395,0.13626233699999998
06023,0.640560331,0.375994906,0.713467049,0.717605858,0.654250239
06025,0.9738936640000001,0.674944285,0.99713467,0.8802929,0.106335562
06027,0.331741484,0.322190385,0.864374403,0.772365489,0.15950334300000002
06029,0.8271251190000001,0.333651703,0.9652976759999999,0.618592805,0.043935052999999995
06031,0.786373766,0.577841452,0.9735752940000001,0.5791149320000001,0.31741483600000003
06033,0.748806113,0.851957975,0.862782553,0.9149952240000001,0.843361987
06035,0.598853868,0.166189112,0.76727157,0.5762496020000001,0.005730659
06037,0.5889844,0.079910856,0.9831263929999999,0.6472460999999999,0.11238459099999999
06039,0.845590576,0.46864056,0.966252786,0.5698822029999999,0.078955747
06041,0.015918497,0.068767908,0.7854186559999999,0.23718561,0.135625597
06043,0.592486469,0.334606813,0.643425661,0.394460363,0.189430118
06045,0.6972301809999999,0.70582617,0.895256288,0.896529768,0.093600764
06047,0.94205667,0.628143903,0.9891754220000001,0.6376950020000001,0.023877746000000002
06049,0.751034702,0.511938873,0.800700414,0.82553327,0.218083413
06051,0.20280165600000002,0.0073225090000000005,0.8605539640000001,0.754218402,0.017191977
06053,0.579433301,0.11556829,0.982171283,0.659344158,0.063355619
06055,0.23559376,0.142629736,0.947150589,0.655842089,0.11779688
06057,0.19993632600000003,0.182425979,0.43170964700000003,0.140719516,0.714740528
06059,0.283667622,0.031518625,0.9611588670000001,0.467048711,0.582298631
06061,0.072588348,0.085323145,0.7405284940000001,0.120662209,0.053804520999999994
06063,0.241642789,0.455269023,0.550780006,0.610315186,0.195797517
06065,0.661254378,0.18147086899999998,0.968163005,0.33014963399999997,0.110792741
06067,0.492199936,0.21489971300000002,0.949697549,0.435848456,0.11843362
06069,0.538681948,0.16427889199999998,0.980579433,0.17542184,0.078319007
06071,0.7468958929999999,0.21458134399999998,0.972620185,0.439987265,0.065902579
06073,0.35307227,0.069086278,0.94046482,0.476918179,0.077363897
06075,0.12989493800000002,0.006685769,0.9640241959999999,0.813753582,0.137535817
06077,0.711238459,0.374403056,0.9802610629999999,0.538363578,0.089461955
06079,0.18974848800000002,0.111747851,0.82394142,0.58993951,0.031518625
06081,0.07067812799999999,0.016873607,0.9579751670000001,0.458134352,0.080229226
06083,0.438713785,0.10410697199999999,0.950971028,0.752308182,0.046163642000000005
06085,0.12289079900000001,0.018465457,0.974212034,0.46163642200000005,0.029608405
06087,0.323463865,0.06749442900000001,0.88220312,0.751989812,0.034065583999999996
06089,0.506844954,0.641197071,0.6036294170000001,0.7013689909999999,0.16364215199999999
06091,0.149315505,0.101241643,0.335561923,0.58707418,0.244189748
06093,0.613498886,0.7599490609999999,0.592168099,0.902578797,0.193568927
06095,0.342884432,0.19993632600000003,0.951607768,0.26806749399999996,0.134988857
06097,0.243553009,0.11875199,0.900668577,0.6399235910000001,0.103788602
06099,0.796561605,0.487106017,0.970073225,0.569563833,0.05953518
06101,0.7876472459999999,0.688952563,0.971983445,0.8061127029999999,0.036612544
06103,0.848455906,0.8774275709999999,0.845590576,0.896848138,0.114613181
06105,0.674625915,0.891754218,0.525947151,0.9270932820000001,0.748806113
06107,0.900986947,0.634192932,0.985354982,0.794333015,0.031836995
06109,0.312002547,0.405284941,0.492199936,0.779687997,0.10951926099999999
06111,0.311684177,0.108564152,0.94333015,0.32696593399999996,0.05730659
06113,0.45558739299999995,0.05953518,0.9449219990000001,0.733205985,0.019738936999999998
06115,0.744985673,0.643744031,0.915631964,0.851639605,0.036930914
08001,0.381407195,0.16205030199999998,0.9363260109999999,0.195797517,0.48646927700000003
08003,0.836039478,0.285259472,0.9487424390000001,0.959567017,0.010824578
08005,0.11556829,0.05730659,0.867239733,0.084049666,0.044890162000000004
08007,0.300222859,0.132760267,0.6596625279999999,0.533269659,0.074498567
08009,0.523081821,0.870105062,0.733524355,0.8885705190000001,0.07959248599999999
08011,0.932505571,0.675899395,0.88506845,0.9828080229999999,0.003820439
08013,0.093282394,0.021967526,0.6819484240000001,0.16650748199999998,0.012734798
08014,0.007640879000000001,0.014963387,0.668895256,0.020375677,0.012098058
08015,0.138172557,0.269340974,0.406240051,0.5784781920000001,0.065584209
08017,0.604902897,0.243553009,0.7593123209999999,0.381407195,0.540592168
08019,0.00159185,0.013371538,0.46991404,0.30881884800000003,0.008277619
08021,0.9299586120000001,0.9834447629999999,0.937599491,0.955746578,0.049347342
08023,0.971983445,0.9299586120000001,0.984081503,0.301177969,0.15218083400000001
08025,0.984081503,0.130850048,0.904807386,0.9856733520000001,0.011461318
08027,0.512575613,0.304043298,0.596625279,0.348615091,0.160458453
08029,0.644062401,0.579751671,0.561922954,0.8118433620000001,0.46036294200000005
08031,0.245463228,0.038522763,0.8933460679999999,0.415154409,0.091053805
08033,0.23623049999999998,0.921680993,0.070359758,0.0073225090000000005,0.049984082
08035,0.00095511,0.013689908,0.507800064,0.006049029,0.47023241
08037,0.045526902,0.00191022,0.9079910859999999,0.23018147100000003,0.0
08039,0.00222859,0.013053168,0.203120025,0.006685769,0.64979306
08041,0.23368354,0.152817574,0.70423432,0.05125756099999999,0.435848456
08043,0.453677173,0.7752308179999999,0.47596306899999996,0.576886342,0.613817256
08045,0.24641833800000001,0.039159503,0.9086278259999999,0.736708055,0.651384909
08047,0.0,0.00031837,0.35402738,0.730659026,0.00191022
08049,0.132760267,0.00254696,0.540273798,0.730340656,0.013053168
08051,0.206303725,0.015918497,0.362304998,0.751034702,0.0035020690000000004
08053,0.146768545,0.36548869799999995,0.07959248599999999,0.311684177,0.072906718
08055,0.39700732299999997,0.563196434,0.7637695,0.810569882,0.155682904
08057,0.39255014299999996,0.003820439,0.741165234,0.05539637099999999,0.584208851
08059,0.036294174,0.030245145,0.613180516,0.042343202999999996,0.864056033
08061,0.161413563,0.984081503,0.445399554,0.7121935690000001,0.382362305
08063,0.393186883,0.733524355,0.82139446,0.7752308179999999,0.010187838000000001
08065,0.6010824579999999,0.024514486000000002,0.7720471190000001,0.797516714,0.8344476279999999
08067,0.055714741,0.011461318,0.504297994,0.582298631,0.007004139
08069,0.106017192,0.032792104,0.554918816,0.11907036,0.008595989
08071,0.7128303090000001,0.52849411,0.8777459409999999,0.7319325059999999,0.061445400000000004
08073,0.47182426,0.153454314,0.8583253740000001,0.904807386,0.7093282390000001
08075,0.460681312,0.208213945,0.8089780320000001,0.953517988,0.9372811209999999
08077,0.504616364,0.400191022,0.59089462,0.370900987,0.014645018000000001
08079,0.021012416000000003,0.252467367,0.34988857100000004,0.137217447,0.737344795
08081,0.35116205,0.431072907,0.630372493,0.913403375,0.026743075
08083,0.49442852600000003,0.633556192,0.559057625,0.525310411,0.074816937
08085,0.612543776,0.58962114,0.777141038,0.47882839899999996,0.007640879000000001
08087,0.524992041,0.47882839899999996,0.93919134,0.840496657,0.8156638009999999
08089,0.873925501,0.9793059540000001,0.8608723340000001,0.845272206,0.06017192
08091,0.05921681,0.095829354,0.384590895,0.026424706000000003,0.025787966000000002
08093,0.039477873,0.008914358,0.151544094,0.012416428,0.030563515
08095,0.142311366,0.17191977100000003,0.8306271890000001,0.918497294,0.900350207
08097,0.012734798,0.007640879000000001,0.49442852600000003,0.755173512,0.019102196999999998
08099,0.7554918820000001,0.9270932820000001,0.9169054440000001,0.919134034,0.034702324
08101,0.620503025,0.725565107,0.773638968,0.323782235,0.050302451
08103,0.30881884800000003,0.160776823,0.58993951,0.94269341,0.013689908
08105,0.855460045,0.804202483,0.922954473,0.947468959,0.047755492000000004
08107,0.026743075,0.006049029,0.480420248,0.6424705510000001,0.014008278
08109,0.7567653609999999,0.368035657,0.896848138,0.7443489329999999,0.039477873
08111,0.022922636,0.036612544,0.467367081,0.64438077,0.05125756099999999
08113,0.014963387,0.005093919000000001,0.515122572,0.033428844,0.00031837
08115,0.674307545,0.955428208,0.6010824579999999,0.968163005,0.05635148
08117,0.074180197,0.00063674,0.760585801,0.7602674309999999,0.276026743
08119,0.11747851,0.190703598,0.39796243200000003,0.11588666,0.004457179
08121,0.189430118,0.484240688,0.52881248,0.52849411,0.88315823
08123,0.256606176,0.101878383,0.843680357,0.081184336,0.009232728
08125,0.379815345,0.64438077,0.912766635,0.9519261379999999,0.012416428
09001,0.157593123,0.06176377,0.856415154,0.11875199,0.574339382
09003,0.229544731,0.144221585,0.841770137,0.18274434899999997,0.209169054
09005,0.085323145,0.050939190999999995,0.487424387,0.050939190999999995,0.199617956
09007,0.043616682999999996,0.0582617,0.535179879,0.079910856,0.851321235
09009,0.284622732,0.109200891,0.831582299,0.216491563,0.245463228
09011,0.193250557,0.179560649,0.638331741,0.144221585,0.17860554
09013,0.077045527,0.028653295,0.449219994,0.109200891,0.079910856
09015,0.357529449,0.19770773600000002,0.5033428839999999,0.448901624,0.1165234
10001,0.518943012,0.605858007,0.793377905,0.5109837629999999,0.246736708
10003,0.256287806,0.108882521,0.82553327,0.137535817,0.717605858
10005,0.33651703299999997,0.35434575,0.6848137540000001,0.299904489,0.872015282
11001,0.308500478,0.063037249,0.8834766,0.8990767270000001,0.30436166800000003
12001,0.41037886,0.063355619,0.773957338,0.48678764700000005,0.081502706
12003,0.6727156959999999,0.761540911,0.519261382,0.583890481,0.841770137
12005,0.427252467,0.505889844,0.574976122,0.46991404,0.64469914
12007,0.853231455,0.795606495,0.591849729,0.959248647,0.450811843
12009,0.342566062,0.320916905,0.6733524359999999,0.13339700699999998,0.41579114899999997
12011,0.41833810899999996,0.1165234,0.9672078959999999,0.400191022,0.403693091
12013,0.795606495,0.628462273,0.58611907,0.76567972,0.695638332
12015,0.40241961200000004,0.382043935,0.6039477870000001,0.142629736,0.9605221270000001
12017,0.670168736,0.513212353,0.47023241,0.433301496,0.44794651399999996
12019,0.41324419,0.366762178,0.737344795,0.07609041700000001,0.954473098
12021,0.219675263,0.155682904,0.897803247,0.327921044,0.333014963
12023,0.742438714,0.70614454,0.605858007,0.76727157,0.132441897
12027,0.872015282,0.35148042,0.93823623,0.925183063,0.424387138
12029,0.840815027,0.805157593,0.323782235,0.935052531,0.658389048
12031,0.454950653,0.246099968,0.8560967840000001,0.407831901,0.371219357
12033,0.421521808,0.166825852,0.713785419,0.29481057,0.439032155
12035,0.38618274399999997,0.384909265,0.793696275,0.0582617,0.523718561
12037,0.843361987,0.269022604,0.599490608,0.9449219990000001,0.774594078
12039,0.8958930279999999,0.8086596629999999,0.922317733,0.873925501,0.8615090740000001
12041,0.7503979620000001,0.736071315,0.583890481,0.349570201,0.17701369
12043,0.913085005,0.581343521,0.9035339059999999,0.848137536,0.6981852909999999
12045,0.7125119390000001,0.377268386,0.591212989,0.812798472,0.491881566
12047,0.991722381,0.852594715,0.893982808,0.987265202,0.5342247689999999
12049,0.918815664,0.53008596,0.9608404970000001,0.946195479,0.207258835
12051,0.968481375,0.8159821709999999,0.9923591209999999,0.991404011,0.34988857100000004
12053,0.6472460999999999,0.619547915,0.640560331,0.067812798,0.358484559
12055,0.76440624,0.624960204,0.8745622409999999,0.7115568290000001,0.6042661570000001
12057,0.41069723,0.157911493,0.931868832,0.282394142,0.29321872
12059,0.974212034,0.924864693,0.446354664,0.838268067,0.25851639600000004
12061,0.40878701100000003,0.20216491600000003,0.6985036609999999,0.242279529,0.46482012100000003
12063,0.902897167,0.58866603,0.772683859,0.873607131,0.6290990129999999
12065,0.623686724,0.31614135600000004,0.6981852909999999,0.47468958899999997,0.7128303090000001
12067,0.962750716,0.42311365799999995,0.9165870740000001,0.983763133,0.474052849
12069,0.46641197100000004,0.45558739299999995,0.7567653609999999,0.306590258,0.803884113
12071,0.417382999,0.21330786399999999,0.851639605,0.131168418,0.820120981
12073,0.372492837,0.06717605900000001,0.733842725,0.21776504300000002,0.048710602
12075,0.8344476279999999,0.794651385,0.64756447,0.634192932,0.677172875
12077,0.867239733,0.580070041,0.70646291,0.794014645,0.17892391
12079,0.864692773,0.626870423,0.7688634190000001,0.903852276,0.255969436
12081,0.331104744,0.280802292,0.753581662,0.238777459,0.288443171
12083,0.679083095,0.536134989,0.675899395,0.223177332,0.500159185
12085,0.18497293899999998,0.21012416399999997,0.627825533,0.284304362,0.810888252
12086,0.650111429,0.11907036,0.996816301,0.6214581339999999,0.453358803
12087,0.10283349300000001,0.05666985,0.852594715,0.8373129579999999,0.984081503
12089,0.21235275399999998,0.504934734,0.39414199299999997,0.194205667,0.17924228
12091,0.297357529,0.23909582899999998,0.701687361,0.30054122899999997,0.144539955
12093,0.879019421,0.5141674629999999,0.907035976,0.64788284,0.643425661
12095,0.477873289,0.105698822,0.958611907,0.24864692800000002,0.41992995899999996
12097,0.693409742,0.41069723,0.981534543,0.262655205,0.517351162
12099,0.323145495,0.138490926,0.910538045,0.215854823,0.42502387799999997
12101,0.45972620200000003,0.378223496,0.735116205,0.188475008,0.507800064
12103,0.310092327,0.204393505,0.720789557,0.580070041,0.504616364
12105,0.636739892,0.520534862,0.895574658,0.327602674,0.7714103790000001
