FIPS,tubercolosis_mortality,AIDS_mortality,diarrheal_mortality,lower_respiratory_mortality,meningitis_mortality,hepatitis_mortality
21063,0.17,0.49,2.46,30.98,0.49,0.16
21065,0.18,0.5,2.13,34.97,0.53,0.19
21067,0.31,1.45,2.65,29.55,0.55,0.24
21069,0.16,0.51,2.97,42.81,0.5,0.14
21071,0.15,0.42,3.42,48.89,0.49,0.2
21073,0.29,0.93,3.47,35.86,0.49,0.22
21075,0.26,1.06,3.27,52.68,0.6,0.26
21077,0.25,0.83,3.2,34.63,0.43,0.22
21079,0.2,0.52,2.34,36.69,0.43,0.17
21081,0.16,0.58,3.84,29.35,0.41,0.2
21083,0.18,0.79,2.38,32.7,0.42,0.25
21085,0.21,0.65,2.95,53.05,0.45,0.16
21087,0.3,0.63,2.38,35.81,0.44,0.15
21089,0.15,0.5,2.83,41.94,0.45,0.19
21091,0.14,0.58,2.19,34.11,0.39,0.16
21093,0.23,0.75,2.33,33.48,0.43,0.14
21095,0.21,0.61,2.46,44.48,0.5,0.32
21097,0.15,0.48,2.57,43.29,0.43,0.14
21099,0.21,0.54,1.93,33.75,0.41,0.13
21101,0.18,0.81,3.06,41.85,0.46,0.21
21103,0.24,0.77,3.29,38.03,0.42,0.23
21105,0.14,0.63,2.52,32.19,0.42,0.19
21107,0.17,0.68,2.22,37.92,0.42,0.35
21109,0.17,0.51,2.22,43.53,0.5,0.17
21111,0.42,2.56,3.18,38.26,0.61,0.29
21113,0.26,0.75,2.27,28.55,0.44,0.23
21115,0.13,0.41,2.56,56.19,0.47,0.16
21117,0.22,1.1,3.83,32.63,0.38,0.2
21119,0.18,0.49,2.5,50.58,0.49,0.19
21121,0.17,0.62,2.16,36.09,0.51,0.26
21123,0.21,0.49,2.6,42.13,0.43,0.13
21125,0.18,0.57,2.06,39.82,0.46,0.18
21127,0.17,0.65,2.55,43.29,0.48,0.16
21129,0.2,0.61,2.29,49.95,0.57,0.2
21131,0.18,0.57,2.42,65.57,0.54,0.25
21133,0.17,0.58,2.25,44.75,0.46,0.24
21135,0.17,0.53,3.08,31.2,0.46,0.16
21137,0.32,0.74,2.38,52.26,0.47,0.16
21139,0.13,0.66,1.93,33.53,0.35,0.18
21141,0.22,0.75,2.49,40.0,0.45,0.21
21143,0.17,0.96,1.92,25.31,0.36,0.23
21151,0.22,0.57,2.42,32.89,0.44,0.15
21153,0.16,0.48,2.7,76.45,0.53,0.17
21155,0.23,0.7,2.76,32.87,0.48,0.15
21157,0.14,0.48,2.16,23.31,0.35,0.2
21159,0.18,0.62,3.49,48.69,0.54,0.18
21161,0.23,0.81,3.47,32.82,0.51,0.15
21145,0.2,1.06,1.97,24.26,0.41,0.21
21147,0.23,0.73,2.36,41.25,0.52,0.25
21149,0.15,0.69,1.96,35.83,0.38,0.19
21163,0.2,0.56,2.25,31.33,0.38,0.13
21165,0.17,0.43,2.34,39.05,0.48,0.16
21167,0.2,0.61,2.51,31.35,0.44,0.28
21169,0.29,0.61,2.05,51.99,0.47,0.16
21171,0.3,0.77,2.22,56.44,0.46,0.21
21173,0.19,0.6,2.42,50.62,0.5,0.18
21175,0.14,0.36,2.46,42.98,0.48,0.14
21177,0.19,0.83,2.06,45.39,0.45,0.26
21179,0.17,0.6,2.22,33.7,0.42,0.12
21181,0.15,0.51,2.45,35.32,0.48,0.15
21183,0.17,0.57,2.01,32.5,0.42,0.18
21185,0.22,1.11,3.03,28.76,0.36,0.26
21187,0.15,0.5,2.94,30.41,0.4,0.19
21189,0.2,0.55,2.83,71.0,0.61,0.21
21191,0.15,0.56,3.79,39.7,0.4,0.15
21193,0.2,0.55,2.31,62.97,0.51,0.26
21195,0.19,0.45,4.07,51.71,0.51,0.23
21197,0.17,0.48,2.53,42.38,0.53,0.19
21199,0.23,0.73,1.88,35.85,0.48,0.16
21201,0.16,0.46,2.9,42.64,0.47,0.14
21203,0.2,0.6,2.67,50.73,0.5,0.15
21205,0.17,0.43,2.46,31.41,0.45,0.15
21207,0.27,0.6,2.05,39.94,0.45,0.15
21209,0.17,0.58,2.35,33.84,0.39,0.15
21211,0.22,0.73,2.8,31.3,0.41,0.21
21213,0.24,1.1,2.6,25.44,0.46,0.24
21215,0.19,0.85,2.32,39.91,0.42,0.15
21217,0.29,0.77,3.1,41.15,0.51,0.17
21219,0.2,0.87,2.34,45.29,0.48,0.31
21221,0.17,0.78,1.95,31.63,0.39,0.22
21223,0.24,0.8,3.51,39.61,0.44,0.22
21225,0.2,1.15,3.3,37.32,0.48,0.26
21227,0.24,0.96,2.45,27.13,0.46,0.23
21229,0.16,0.46,3.05,35.6,0.43,0.14
21231,0.24,0.77,2.28,35.13,0.48,0.17
21233,0.15,0.61,2.43,33.9,0.41,0.23
21235,0.22,0.6,2.42,46.87,0.49,0.23
21237,0.16,0.45,2.26,48.75,0.52,0.16
21239,0.2,0.63,2.59,27.36,0.4,0.14
22001,0.35,2.83,1.82,45.87,0.62,0.4
22003,0.39,2.14,1.36,40.03,0.56,0.34
22005,0.3,2.6,1.38,28.28,0.51,0.25
22007,0.32,2.0,1.75,30.31,0.62,0.27
22009,0.33,2.95,2.08,49.73,0.66,0.34
22011,0.33,1.66,1.39,44.64,0.56,0.38
22013,0.38,2.48,2.87,54.79,0.74,0.27
22015,0.35,1.95,1.59,38.99,0.53,0.36
22017,0.52,5.03,1.77,38.51,0.73,0.6
22019,0.37,3.14,1.34,35.53,0.67,0.34
22021,0.35,2.1,2.08,76.44,0.57,0.25
22023,0.17,1.0,1.1,27.18,0.44,0.23
22025,0.37,3.8,2.06,69.22,0.67,0.24
22027,0.51,3.28,2.62,67.2,0.76,0.25
22029,0.48,4.67,2.09,66.12,0.75,0.32
22031,0.41,3.02,1.65,35.76,0.67,0.36
22033,0.47,13.51,1.69,38.91,0.75,0.31
22035,0.73,5.86,2.25,50.73,0.84,0.22
22037,0.48,7.95,1.86,87.7,0.8,0.37
22039,0.36,2.51,2.1,56.01,0.65,0.36
22041,0.44,3.29,1.87,58.63,0.66,0.24
22043,0.4,2.8,1.95,46.07,0.54,0.3
22045,0.31,2.4,1.93,36.77,0.65,0.41
22047,0.6,5.97,2.01,39.34,0.69,0.35
22049,0.36,2.28,2.16,52.3,0.57,0.22
22053,0.36,2.96,1.46,46.47,0.6,0.43
22051,0.49,3.27,1.39,25.41,0.65,0.46
22059,0.22,1.85,1.65,61.34,0.5,0.28
22055,0.34,3.0,1.78,29.87,0.58,0.41
22057,0.28,1.49,1.39,28.6,0.55,0.33
22061,0.41,2.16,3.05,39.24,0.61,0.22
22063,0.24,1.91,1.68,40.82,0.5,0.33
22065,0.84,7.31,2.04,54.27,0.81,0.21
22067,0.61,4.19,2.35,45.25,0.71,0.29
22069,0.45,4.05,1.68,45.15,0.69,0.31
22071,0.57,10.37,1.52,25.59,0.88,0.53
22073,0.83,5.4,2.8,33.53,0.65,0.31
22075,0.24,1.48,1.25,25.23,0.55,0.27
22077,0.37,4.74,1.8,38.1,0.64,0.33
22079,0.41,4.26,1.87,45.77,0.66,0.36
22081,0.38,3.37,1.86,36.84,0.71,0.36
22083,0.46,3.44,1.73,60.76,0.61,0.21
22085,0.41,2.1,1.26,31.35,0.54,0.3
22087,0.4,2.8,1.87,40.3,0.64,0.48
22089,0.28,1.93,1.37,33.03,0.59,0.32
22091,0.39,3.74,1.69,37.06,0.74,0.27
22093,0.43,3.13,1.61,36.18,0.69,0.29
22095,0.55,3.38,1.76,42.97,0.8,0.33
22097,0.41,4.87,2.08,55.21,0.74,0.32
22099,0.28,1.94,1.79,35.27,0.59,0.34
22101,0.37,2.5,1.87,38.77,0.65,0.34
22103,0.23,1.37,1.45,31.81,0.49,0.39
22105,0.39,3.45,2.03,49.65,0.72,0.36
22107,0.56,5.25,1.98,51.58,0.74,0.21
22109,0.41,2.9,1.79,29.28,0.67,0.24
22111,0.37,2.6,2.34,49.09,0.57,0.24
22113,0.3,2.01,1.38,31.69,0.56,0.53
22115,0.25,1.19,1.14,39.02,0.48,0.31
22117,0.46,4.28,1.79,49.79,0.82,0.4
22119,0.4,2.35,2.2,59.48,0.7,0.25
22121,0.47,8.1,1.73,43.25,0.64,0.33
22123,0.29,1.7,1.77,50.63,0.52,0.22
22125,0.49,6.88,1.91,44.59,0.68,0.52
22127,0.37,2.72,1.92,61.81,0.63,0.36
23001,0.13,0.83,3.13,23.98,0.38,0.21
23003,0.17,0.42,3.37,26.23,0.33,0.15
23005,0.15,0.77,3.02,25.53,0.33,0.16
23007,0.1,0.41,3.44,23.95,0.32,0.12
23009,0.13,0.57,3.89,20.95,0.29,0.17
23011,0.15,0.62,4.13,27.18,0.33,0.2
23013,0.13,0.43,2.7,21.38,0.29,0.15
23015,0.11,0.38,2.62,20.48,0.28,0.16
23017,0.11,0.43,2.95,20.46,0.3,0.12
23019,0.16,0.57,3.32,26.41,0.33,0.17
23021,0.15,0.6,2.87,25.41,0.34,0.2
23023,0.11,0.38,3.35,25.61,0.31,0.12
23025,0.12,0.44,3.37,26.09,0.33,0.13
23027,0.11,0.37,3.11,23.52,0.3,0.17
23029,0.2,0.46,3.92,23.62,0.35,0.18
23031,0.11,0.51,3.79,19.08,0.34,0.17
24001,0.15,0.94,2.31,35.61,0.42,0.2
24003,0.22,1.74,2.97,33.24,0.36,0.22
24510,0.44,21.94,5.25,48.26,0.87,0.74
24005,0.27,3.11,3.99,32.71,0.43,0.23
24009,0.2,1.31,2.89,22.52,0.31,0.16
24011,0.25,1.93,3.24,35.03,0.4,0.24
24013,0.15,0.51,3.35,31.56,0.3,0.14
24015,0.16,1.41,3.01,31.7,0.35,0.21
24017,0.32,1.97,4.03,32.83,0.45,0.14
24019,0.34,3.58,4.34,28.44,0.46,0.21
24021,0.15,0.78,3.1,30.41,0.3,0.16
24023,0.12,0.56,2.58,26.1,0.36,0.12
24025,0.18,1.24,4.0,29.99,0.32,0.18
24027,0.21,0.88,3.31,28.4,0.31,0.14
24029,0.2,1.77,3.11,26.64,0.37,0.22
24031,0.28,2.9,2.84,27.3,0.41,0.22
24033,0.28,2.9,2.84,27.3,0.41,0.22
24035,0.16,1.04,3.08,27.88,0.3,0.16
24037,0.18,1.06,2.86,23.49,0.33,0.15
24039,0.37,2.85,3.96,25.79,0.51,0.23
24041,0.22,1.7,2.76,18.07,0.35,0.17
24043,0.18,1.31,4.63,29.69,0.36,0.21
24045,0.4,4.14,4.25,26.47,0.41,0.27
24047,0.19,1.84,4.05,25.94,0.36,0.2
25001,0.14,1.73,2.73,20.21,0.36,0.24
25003,0.12,0.73,2.64,27.38,0.34,0.18
25005,0.14,1.87,4.2,38.03,0.38,0.25
25007,0.12,0.65,2.57,26.51,0.31,0.2
25009,0.14,1.14,2.79,26.95,0.32,0.2
25011,0.11,0.55,3.03,35.22,0.32,0.18
25013,0.19,3.41,3.03,34.25,0.4,0.21
25015,0.12,0.75,3.42,28.08,0.31,0.16
25017,0.17,0.87,3.04,26.82,0.28,0.17
25019,0.25,2.18,2.29,30.25,0.35,0.38
25021,0.16,0.68,2.61,25.09,0.27,0.15
25023,0.14,0.93,3.36,32.49,0.34,0.17
25025,0.29,4.16,2.97,27.44,0.51,0.42
25027,0.17,1.46,4.1,33.19,0.35,0.25
26001,0.12,0.57,1.82,27.54,0.3,0.12
26003,0.12,0.37,1.57,18.11,0.31,0.13
26005,0.1,0.59,2.1,27.62,0.29,0.13
26007,0.11,0.52,2.32,19.93,0.29,0.14
26009,0.11,0.48,1.38,16.42,0.26,0.14
26011,0.09,0.38,2.19,28.96,0.31,0.14
26013,0.2,0.74,1.71,28.37,0.37,0.12
26015,0.11,0.52,2.21,25.01,0.28,0.14
26017,0.1,0.47,1.96,24.31,0.27,0.13
26019,0.09,0.32,1.59,15.21,0.28,0.14
26021,0.18,1.11,2.51,22.86,0.42,0.16
26023,0.11,0.58,1.5,24.32,0.32,0.17
26025,0.15,0.81,1.97,28.53,0.38,0.23
26027,0.12,0.45,2.1,22.51,0.35,0.14
26029,0.1,0.34,1.32,15.85,0.26,0.16
26031,0.1,0.34,1.41,17.4,0.27,0.14
26033,0.13,0.28,2.13,18.76,0.31,0.12
26035,0.11,0.53,2.17,26.24,0.34,0.21
26037,0.11,0.4,1.58,18.06,0.24,0.15
26039,0.12,0.64,1.94,23.62,0.33,0.16
26041,0.13,0.37,1.98,23.99,0.3,0.16
26043,0.12,0.42,1.81,23.89,0.32,0.19
26045,0.1,0.45,1.81,21.5,0.27,0.17
26047,0.1,0.33,1.27,14.91,0.24,0.17
26049,0.18,1.0,1.72,25.23,0.37,0.23
26051,0.11,0.45,2.26,25.07,0.31,0.16
26053,0.12,0.37,1.76,25.86,0.34,0.13
26055,0.09,0.36,2.29,16.58,0.27,0.14
26057,0.1,0.44,2.15,30.04,0.3,0.14
26059,0.11,0.49,1.62,24.77,0.31,0.2
26061,0.16,0.49,2.23,22.11,0.32,0.13
26063,0.07,0.29,2.51,25.02,0.29,0.12
26065,0.21,1.04,2.63,25.4,0.34,0.32
26067,0.11,0.4,2.19,24.15,0.3,0.14
26069,0.1,0.44,3.1,33.68,0.31,0.13
26071,0.1,0.29,1.42,26.33,0.28,0.12
26073,0.13,0.62,2.03,22.85,0.34,0.19
26075,0.16,1.16,1.81,26.88,0.34,0.32
26077,0.15,0.82,2.23,24.33,0.35,0.2
26079,0.11,0.55,1.76,16.16,0.3,0.15
26081,0.15,0.78,3.18,25.02,0.36,0.19
26083,0.09,0.32,1.83,17.32,0.29,0.11
26085,0.11,0.48,2.06,20.48,0.36,0.19
26087,0.08,0.25,1.96,22.28,0.27,0.15
26089,0.12,0.46,1.54,14.88,0.24,0.11
26091,0.13,0.52,1.4,18.65,0.3,0.19
26093,0.09,0.27,2.07,21.64,0.25,0.15
26095,0.14,0.45,1.89,29.14,0.36,0.14
26097,0.13,0.36,1.73,19.55,0.29,0.11
26099,0.17,0.7,2.49,24.83,0.33,0.22
26101,0.1,0.43,1.76,19.3,0.31,0.15
26103,0.13,0.38,1.54,21.71,0.3,0.17
26105,0.08,0.4,1.53,22.13,0.28,0.12
26107,0.11,0.55,2.21,22.29,0.31,0.2
26109,0.13,0.38,1.45,19.32,0.29,0.15
26111,0.11,0.4,2.6,21.61,0.27,0.13
26113,0.1,0.45,1.71,16.21,0.27,0.15
26115,0.12,0.54,1.77,16.96,0.29,0.18
26117,0.11,0.44,2.52,26.77,0.31,0.14
26119,0.1,0.51,1.77,19.22,0.29,0.13
26121,0.18,0.68,2.58,25.79,0.39,0.28
26123,0.1,0.4,2.23,23.96,0.32,0.14
26125,0.19,0.78,2.61,23.82,0.32,0.21
26127,0.11,0.45,1.72,28.4,0.33,0.12
26129,0.11,0.56,1.88,24.64,0.31,0.16
26131,0.11,0.29,1.66,21.55,0.3,0.1
26133,0.11,0.48,2.12,22.97,0.31,0.18
26135,0.11,0.52,1.74,21.02,0.31,0.15
26137,0.1,0.47,1.52,17.53,0.28,0.15
26139,0.11,0.28,2.49,23.09,0.25,0.13
26141,0.1,0.4,1.51,15.19,0.28,0.12
26143,0.12,1.05,1.71,24.25,0.35,0.2
26145,0.16,0.8,2.34,27.05,0.34,0.19
26147,0.13,0.52,2.15,22.88,0.28,0.18
26149,0.14,0.7,2.1,23.93,0.4,0.2
26151,0.1,0.36,2.1,24.15,0.29,0.16
26153,0.1,0.28,1.51,34.39,0.3,0.12
26155,0.1,0.4,1.57,25.2,0.27,0.2
26157,0.09,0.4,1.85,24.42,0.27,0.12
26159,0.14,0.67,2.56,25.38,0.36,0.17
26161,0.17,0.8,2.58,20.95,0.32,0.22
26163,0.34,2.98,2.61,34.22,0.56,0.33
26165,0.11,0.48,1.98,20.75,0.31,0.17
27001,0.09,0.28,1.74,14.85,0.28,0.1
27003,0.14,0.36,1.63,15.62,0.27,0.13
27005,0.1,0.3,1.27,18.05,0.31,0.1
27007,0.17,0.46,1.43,22.91,0.36,0.1
27009,0.09,0.26,1.44,22.97,0.29,0.1
27011,0.09,0.28,1.31,15.45,0.27,0.07
27013,0.09,0.28,1.49,12.79,0.26,0.08
27015,0.08,0.2,1.43,15.75,0.25,0.08
27017,0.1,0.29,1.58,18.08,0.28,0.1
27019,0.07,0.19,1.37,15.02,0.22,0.08
27021,0.11,0.41,1.47,23.38,0.34,0.11
27023,0.09,0.26,2.02,21.12,0.28,0.07
27025,0.09,0.27,1.76,23.95,0.25,0.1
27027,0.1,0.35,1.35,21.45,0.3,0.1
27029,0.1,0.31,1.19,18.0,0.32,0.1
27031,0.12,0.35,1.85,20.2,0.29,0.08
27033,0.08,0.24,1.46,16.75,0.26,0.07
27035,0.1,0.29,1.71,14.07,0.29,0.09
27037,0.12,0.33,1.7,14.54,0.23,0.12
27039,0.08,0.33,1.65,14.99,0.23,0.14
27041,0.08,0.3,1.19,19.17,0.26,0.08
27043,0.07,0.28,1.23,17.17,0.25,0.08
27045,0.06,0.25,1.41,15.66,0.23,0.1
27047,0.08,0.32,1.78,16.72,0.29,0.11
27049,0.08,0.27,1.55,19.37,0.23,0.12
27051,0.07,0.27,1.35,19.35,0.27,0.08
27053,0.25,1.46,1.88,17.82,0.33,0.21
27055,0.06,0.23,1.71,23.7,0.26,0.08
27057,0.09,0.34,1.18,19.98,0.26,0.11
27059,0.09,0.32,1.76,20.31,0.26,0.09
27061,0.12,0.39,2.15,22.86,0.31,0.09
27063,0.07,0.2,1.58,18.47,0.26,0.07
27065,0.09,0.25,1.63,21.36,0.26,0.09
27067,0.08,0.23,1.48,21.13,0.27,0.08
27069,0.07,0.24,1.09,27.46,0.26,0.09
27071,0.09,0.3,1.55,19.16,0.3,0.08
27073,0.09,0.22,1.59,21.01,0.26,0.07
27075,0.09,0.27,1.45,20.25,0.27,0.09
27077,0.07,0.26,1.19,21.84,0.28,0.08
27079,0.07,0.2,1.39,16.76,0.25,0.09
27081,0.08,0.25,1.49,17.19,0.28,0.08
27083,0.09,0.25,1.29,16.06,0.27,0.07
27087,0.29,0.48,1.42,20.8,0.45,0.11
27089,0.08,0.21,1.07,16.53,0.25,0.07
27091,0.09,0.24,1.34,14.12,0.25,0.08
27085,0.08,0.22,1.45,13.44,0.25,0.09
27093,0.06,0.17,1.28,13.93,0.25,0.07
27095,0.11,0.33,1.83,25.49,0.31,0.1
27097,0.1,0.23,1.25,17.55,0.26,0.09
27099,0.1,0.37,1.76,17.09,0.27,0.13
27101,0.07,0.21,1.46,16.18,0.26,0.07
27103,0.08,0.27,1.57,13.85,0.26,0.07
27105,0.18,0.38,1.85,18.79,0.3,0.09
27107,0.09,0.24,1.19,26.36,0.28,0.08
27109,0.14,1.1,1.69,13.67,0.25,0.53
27111,0.07,0.24,1.0,21.52,0.25,0.09
27113,0.09,0.3,1.16,19.59,0.29,0.1
27115,0.11,0.36,1.73,17.42,0.29,0.11
27117,0.1,0.28,1.83,16.34,0.29,0.09
27119,0.1,0.29,0.95,22.22,0.28,0.1
27121,0.07,0.25,1.27,25.55,0.25,0.07
27123,0.3,0.92,1.71,20.65,0.38,0.25
27125,0.09,0.38,1.03,24.96,0.28,0.11
27127,0.08,0.17,1.33,18.02,0.25,0.06
27129,0.08,0.2,1.62,19.47,0.27,0.07
27131,0.09,0.27,1.97,19.13,0.26,0.13
27133,0.09,0.29,1.55,14.57,0.26,0.07
27135,0.08,0.25,1.16,16.7,0.27,0.09
27137,0.12,0.34,1.79,17.74,0.29,0.11
27139,0.1,0.24,1.82,16.08,0.22,0.1
27141,0.1,0.26,1.37,19.12,0.25,0.09
27143,0.07,0.17,1.41,12.71,0.23,0.08
27145,0.08,0.21,1.11,13.37,0.26,0.1
27147,0.09,0.28,1.73,17.09,0.25,0.1
27149,0.08,0.25,1.36,22.55,0.28,0.07
27151,0.07,0.22,1.37,15.47,0.25,0.07
27153,0.09,0.23,1.19,16.22,0.25,0.1
27155,0.08,0.25,1.13,11.15,0.24,0.06
27157,0.1,0.39,1.9,14.01,0.23,0.17
27159,0.09,0.4,1.48,24.13,0.3,0.11
27161,0.08,0.23,1.53,11.03,0.25,0.09
27163,0.12,0.36,1.5,14.53,0.23,0.1
27165,0.11,0.24,1.35,13.16,0.26,0.08
27167,0.08,0.28,1.09,17.65,0.25,0.07
27169,0.09,0.37,1.76,14.16,0.27,0.14
27171,0.08,0.24,1.3,18.83,0.24,0.08
27173,0.1,0.22,1.78,23.2,0.27,0.07
28001,0.5,4.79,2.08,68.64,0.83,0.25
28003,0.28,1.2,2.96,54.24,0.5,0.26
28005,0.33,2.7,1.64,32.17,0.67,0.27
28007,0.38,3.58,1.86,51.49,0.66,0.16
28009,0.32,1.74,2.08,32.18,0.55,0.23
28011,0.45,4.14,2.0,59.5,0.77,0.2
28013,0.29,1.72,1.45,26.56,0.47,0.16
28015,0.27,2.13,1.28,31.52,0.49,0.15
28017,0.41,2.18,1.6,40.12,0.59,0.18
28019,0.3,2.36,1.39,30.24,0.54,0.18
28021,0.7,5.19,2.23,37.04,1.0,0.22
28023,0.28,2.07,1.6,44.85,0.62,0.15
28025,0.52,4.06,1.53,38.57,0.68,0.16
28027,0.83,7.84,2.46,42.03,0.85,0.27
28029,0.38,3.1,1.89,44.4,0.75,0.2
28031,0.34,2.15,1.62,39.75,0.65,0.19
28033,0.34,2.0,1.4,25.46,0.42,0.24
28035,0.68,5.2,1.75,52.34,0.69,0.27
28037,0.32,3.2,1.66,37.4,0.67,0.22
28039,0.21,1.81,1.69,36.84,0.44,0.25
28041,0.24,1.65,1.7,38.82,0.52,0.2
28043,0.44,5.32,1.65,63.9,0.65,0.19
28045,0.25,2.45,1.44,34.15,0.49,0.3
28047,0.37,2.9,1.85,41.36,0.59,0.31
28049,0.85,12.22,2.03,42.37,0.8,0.22
28051,0.86,8.66,2.25,48.45,0.99,0.28
28053,0.74,7.6,2.09,47.82,0.92,0.23
28055,0.47,2.86,1.76,32.05,0.64,0.12
28057,0.18,0.92,1.64,33.45,0.42,0.15
28059,0.23,2.09,1.65,41.26,0.43,0.27
28061,0.36,2.52,1.69,36.16,0.68,0.16
28063,0.59,5.17,2.27,44.68,1.02,0.25
28065,0.49,3.25,2.13,43.6,0.85,0.25
28067,0.45,3.25,1.97,62.57,0.7,0.2
28069,0.38,2.05,1.48,33.81,0.7,0.14
28071,0.26,1.67,1.44,27.4,0.44,0.16
28073,0.32,1.63,1.43,32.25,0.47,0.25
28075,0.43,5.0,1.49,45.96,0.65,0.18
28077,0.32,1.88,1.52,34.78,0.63,0.21
28079,0.45,3.2,1.62,40.49,0.68,0.19
28081,0.33,2.16,1.65,36.92,0.52,0.16
28083,0.69,5.75,2.08,39.77,0.81,0.29
28085,0.36,2.98,1.78,49.47,0.64,0.27
28087,0.49,3.96,1.44,36.83,0.62,0.17
28089,0.47,7.34,1.59,39.34,0.51,0.15
28091,0.44,2.89,1.91,58.87,0.73,0.3
28093,0.43,2.65,1.98,30.01,0.6,0.21
28095,0.31,1.56,1.52,37.54,0.51,0.14
28097,0.38,4.28,1.82,49.54,0.67,0.2
28099,0.33,1.89,1.58,54.49,0.62,0.17
28101,0.33,2.37,1.41,37.04,0.6,0.16
28103,0.59,2.9,2.0,37.93,0.87,0.18
28105,0.32,1.8,1.52,36.58,0.54,0.16
28107,0.36,2.75,1.82,34.3,0.59,0.19
28109,0.29,1.75,1.71,44.56,0.54,0.33
28111,0.27,2.53,1.79,54.64,0.59,0.19
28113,0.63,4.62,2.08,42.49,0.87,0.35
28115,0.27,1.53,1.47,34.59,0.41,0.17
28117,0.26,1.12,2.07,36.64,0.48,0.19
28119,0.49,4.16,2.16,40.95,0.79,0.28
28121,0.37,2.57,1.34,33.74,0.43,0.17
28123,0.45,3.65,1.74,37.06,0.64,0.22
28125,0.45,4.13,1.84,49.3,0.77,0.15
28127,0.38,2.91,1.7,51.28,0.66,0.19
28129,0.32,2.74,1.46,37.44,0.54,0.15
28131,0.31,2.45,2.07,60.32,0.55,0.24
28133,0.7,9.59,2.35,48.08,0.94,0.31
28135,0.44,3.37,1.81,44.11,0.71,0.22
28137,0.28,1.63,1.46,29.13,0.45,0.2
28139,0.21,1.16,2.0,36.55,0.49,0.22
28141,0.27,1.29,2.44,43.7,0.48,0.2
28143,0.68,6.66,2.32,35.69,0.8,0.24
28145,0.2,1.02,1.67,33.13,0.42,0.18
28147,0.45,3.24,1.7,46.93,0.7,0.25
28149,0.55,5.03,1.76,39.54,0.6,0.18
28151,0.61,5.96,1.91,39.54,0.82,0.19
28153,0.33,2.44,1.7,35.13,0.66,0.18
28155,0.23,1.77,1.38,54.42,0.52,0.17
28157,0.54,5.37,2.29,55.81,0.99,0.3
28159,0.33,1.88,1.73,39.43,0.67,0.16
28161,0.32,2.36,1.48,34.04,0.54,0.19
28163,0.58,6.95,1.79,39.43,0.76,0.2
29001,0.12,0.4,1.87,40.97,0.39,0.14
29003,0.12,0.54,1.99,19.55,0.34,0.14
29005,0.09,0.42,1.56,31.36,0.35,0.12
29007,0.14,0.52,3.08,25.13,0.43,0.18
29009,0.21,0.7,3.5,31.86,0.47,0.27
29011,0.15,0.58,3.31,41.84,0.48,0.23
29013,0.13,0.41,2.7,27.46,0.42,0.17
29015,0.16,0.68,2.61,27.12,0.44,0.22
29017,0.1,0.43,2.57,26.69,0.4,0.19
29019,0.19,0.8,2.58,22.74,0.42,0.21
29021,0.2,1.08,2.74,24.59,0.46,0.23
29023,0.21,0.89,3.42,47.44,0.52,0.32
29025,0.13,0.61,3.54,32.79,0.41,0.2
29027,0.12,0.52,2.69,29.16,0.43,0.21
29029,0.13,0.46,2.8,24.5,0.44,0.18
29031,0.14,0.72,2.1,26.66,0.4,0.19
29033,0.1,0.47,2.64,33.9,0.4,0.18
29035,0.14,0.6,3.82,46.52,0.5,0.29
29037,0.12,0.46,2.29,27.3,0.37,0.18
29039,0.16,0.62,2.71,49.37,0.47,0.22
29041,0.11,0.39,2.51,26.67,0.36,0.15
29043,0.15,0.51,2.8,24.01,0.36,0.21
29045,0.12,0.42,1.81,40.04,0.37,0.12
29047,0.18,0.77,4.41,23.17,0.4,0.21
29049,0.11,0.58,3.98,29.93,0.42,0.19
29051,0.15,0.58,2.59,27.31,0.41,0.2
29053,0.12,0.51,2.47,26.06,0.43,0.18
29055,0.16,0.77,2.99,41.75,0.45,0.21
29057,0.13,0.51,2.71,28.88,0.43,0.29
29059,0.12,0.45,3.04,32.67,0.45,0.24
29061,0.11,0.48,2.78,24.11,0.4,0.18
29063,0.14,0.64,3.67,27.72,0.44,0.19
29065,0.12,0.63,3.22,31.76,0.47,0.23
29067,0.13,0.52,2.99,24.17,0.44,0.23
29069,0.29,1.38,3.02,44.11,0.58,0.3
29071,0.11,0.53,3.79,29.14,0.36,0.15
29073,0.12,0.58,3.12,28.3,0.42,0.19
29075,0.11,0.42,1.99,20.92,0.34,0.14
29077,0.24,2.36,3.73,25.69,0.5,0.59
29079,0.11,0.52,2.2,27.87,0.38,0.19
29081,0.12,0.47,2.58,22.96,0.36,0.14
29083,0.12,0.52,2.3,26.94,0.43,0.2
29085,0.15,0.79,2.8,26.26,0.47,0.21
29087,0.1,0.37,1.83,26.92,0.35,0.11
29089,0.1,0.41,2.82,25.27,0.38,0.17
29091,0.13,0.62,3.5,31.52,0.51,0.28
29093,0.11,0.6,3.45,46.06,0.5,0.25
29095,0.28,2.82,3.42,27.49,0.53,0.35
29097,0.24,0.91,2.71,47.74,0.48,0.29
29099,0.14,0.54,4.18,36.65,0.39,0.17
29101,0.12,0.42,2.66,25.82,0.37,0.18
29103,0.1,0.35,1.7,35.69,0.38,0.12
29105,0.15,0.71,3.97,37.8,0.53,0.21
29107,0.14,0.8,3.28,24.05,0.41,0.23
29109,0.21,0.74,3.9,38.52,0.49,0.26
29111,0.13,0.53,1.63,27.79,0.37,0.13
29113,0.1,0.45,3.86,34.63,0.39,0.14
