FIPS,other_resp_mortality,interstitial_lung_mortality,asthma_mortality,other_pneumoconiosis_mortality,coal_pneumoconiosis_mortality,asbestosis_mortality,silicosis_mortality,pneumoconiosis_mortality,COPD_mortality,chronic_respiratory_mortality
48429,0.78,4.45,1.53,0.25,0.02,0.16,0.03,0.47,59.27,66.5
48431,0.7,4.19,1.08,0.24,0.02,0.09,0.04,0.38,57.36,63.71
48433,0.84,4.12,1.16,0.29,0.02,0.12,0.03,0.46,60.49,67.06
48435,0.75,6.07,1.04,0.21,0.01,0.13,0.04,0.39,50.48,58.74
48437,0.93,5.07,1.27,0.25,0.03,0.14,0.03,0.45,65.45,73.16
48439,0.75,5.85,1.34,0.18,0.01,0.13,0.02,0.34,48.84,57.12
48441,0.9,5.81,1.52,0.2,0.01,0.13,0.02,0.36,54.91,63.49
48443,0.84,4.73,1.48,0.27,0.05,0.2,0.11,0.62,58.23,65.9
48445,0.92,4.84,1.51,0.25,0.02,0.07,0.03,0.37,55.92,63.56
48447,0.71,3.56,1.13,0.27,0.03,0.23,0.04,0.56,50.33,56.28
48449,0.93,4.34,1.2,0.25,0.03,0.28,0.03,0.58,61.9,68.96
48451,0.77,6.48,1.36,0.18,0.01,0.08,0.02,0.29,62.46,71.36
48453,0.67,6.45,0.87,0.15,0.0,0.15,0.04,0.35,30.56,38.89
48455,1.01,5.02,1.87,0.3,0.03,1.0,0.08,1.41,75.57,84.89
48457,0.81,4.76,1.12,0.28,0.02,1.5,0.07,1.88,68.15,76.72
48459,0.89,4.8,1.25,0.26,0.03,0.53,0.06,0.88,67.94,75.76
48461,0.73,4.56,1.27,0.2,0.02,0.09,0.06,0.37,67.75,74.68
48463,0.84,5.67,0.92,0.2,0.01,0.09,0.02,0.31,36.9,44.65
48465,0.7,5.15,1.03,0.17,0.01,0.17,0.04,0.39,28.91,36.18
48467,1.02,5.07,0.93,0.27,0.02,0.44,0.03,0.77,69.4,77.19
48469,0.77,7.25,0.96,0.19,0.01,0.44,0.02,0.66,38.73,48.36
48471,0.95,5.87,1.39,0.26,0.04,0.4,0.05,0.74,53.34,62.29
48473,0.85,4.77,1.17,0.24,0.02,0.32,0.08,0.65,40.2,47.64
48475,0.75,4.77,1.49,0.21,0.02,0.08,0.05,0.35,78.17,85.54
48477,0.76,3.99,1.14,0.26,0.01,0.25,0.03,0.55,32.5,38.94
48479,0.67,8.0,0.68,0.18,0.01,0.07,0.01,0.27,20.69,30.32
48481,0.85,4.06,1.43,0.24,0.01,0.17,0.03,0.45,39.27,46.06
48483,0.95,4.17,1.34,0.25,0.01,0.14,0.01,0.42,91.72,98.61
48485,0.84,5.11,1.5,0.23,0.01,0.19,0.04,0.47,75.67,83.59
48487,0.87,4.63,1.35,0.28,0.01,0.11,0.02,0.42,63.39,70.66
48489,0.66,5.67,0.89,0.16,0.01,0.1,0.03,0.3,25.06,32.57
48491,0.66,6.1,0.87,0.17,0.01,0.2,0.03,0.4,35.7,43.73
48493,0.76,4.6,0.93,0.18,0.01,0.15,0.03,0.37,43.54,50.2
48495,0.85,5.43,1.55,0.21,0.03,0.08,0.05,0.37,98.87,107.07
48497,0.77,4.8,1.2,0.23,0.01,0.14,0.03,0.42,63.87,71.06
48499,0.99,5.17,1.13,0.26,0.02,0.26,0.02,0.56,60.37,68.22
48501,0.78,4.46,1.19,0.2,0.03,0.12,0.04,0.39,66.68,73.51
48503,0.85,4.48,1.74,0.27,0.04,0.17,0.03,0.52,83.05,90.64
48505,0.74,5.92,0.73,0.2,0.03,0.18,0.03,0.44,28.5,36.33
48507,0.89,5.95,0.81,0.2,0.01,0.1,0.03,0.33,23.57,31.56
49001,0.97,5.74,1.48,0.25,0.09,0.25,0.15,0.75,55.84,64.78
49003,1.09,6.29,1.28,0.3,0.03,0.25,0.06,0.64,34.05,43.35
49005,1.1,6.36,1.18,0.27,0.03,0.15,0.04,0.49,21.31,30.45
49007,1.09,5.58,1.39,0.35,6.35,0.4,0.28,7.39,56.54,72.0
49009,0.94,3.98,0.95,0.26,0.4,0.31,0.15,1.12,36.78,43.77
49011,1.0,6.66,1.22,0.27,0.06,0.15,0.04,0.52,30.65,40.05
49013,1.27,5.82,1.54,0.41,0.11,0.23,0.15,0.91,58.73,68.28
49015,1.08,6.19,1.54,0.36,7.98,0.67,0.29,9.31,55.78,73.89
49017,0.86,5.43,1.21,0.28,0.13,0.25,0.13,0.79,43.38,51.68
49019,1.01,6.88,1.34,0.3,0.66,0.42,0.79,2.18,56.52,67.94
49021,0.86,4.81,1.6,0.23,0.06,0.28,0.07,0.65,36.73,44.66
49023,1.03,5.55,1.46,0.36,0.08,0.24,0.23,0.9,52.01,60.96
49025,0.83,5.01,1.12,0.25,0.13,0.44,0.24,1.06,39.98,48.01
49027,0.86,4.85,1.4,0.29,0.05,0.21,0.1,0.66,42.61,50.38
49029,0.88,5.28,0.99,0.29,0.06,0.14,0.06,0.55,26.77,34.47
49031,1.09,6.89,1.8,0.36,0.26,0.25,0.17,1.05,47.52,58.35
49033,1.1,5.93,1.03,0.31,0.11,0.31,0.11,0.84,30.63,39.53
49035,1.19,7.2,1.6,0.29,0.06,0.14,0.05,0.53,39.36,49.88
49037,0.83,8.46,1.12,0.31,0.74,0.44,0.5,1.98,29.82,42.23
49039,0.97,5.79,1.44,0.28,0.16,0.26,0.11,0.82,37.5,46.52
49041,1.02,6.82,1.59,0.26,0.17,0.22,0.1,0.74,42.97,53.14
49043,0.86,4.84,0.95,0.29,0.11,0.23,0.13,0.77,26.66,34.08
49045,1.0,5.53,1.18,0.33,0.05,0.23,0.08,0.68,55.75,64.15
49047,1.0,6.1,1.25,0.31,0.19,0.22,0.09,0.82,50.85,60.02
49049,1.02,6.22,1.42,0.3,0.08,0.22,0.06,0.65,25.12,34.43
49051,1.03,5.29,1.17,0.31,0.13,0.25,0.28,0.98,37.25,45.71
49053,0.85,5.62,1.32,0.18,0.1,0.2,0.07,0.55,27.34,35.68
49055,0.91,5.95,1.53,0.34,0.61,0.34,0.21,1.5,34.19,44.07
49057,1.06,8.09,1.3,0.27,0.06,0.1,0.03,0.47,47.36,58.28
50001,0.78,5.98,0.86,0.15,0.01,0.11,0.04,0.3,43.18,51.1
50003,0.87,7.03,1.32,0.19,0.01,0.18,0.04,0.43,63.31,72.96
50005,0.77,7.72,1.09,0.16,0.01,0.13,0.04,0.34,47.44,57.35
50007,0.76,6.84,0.92,0.13,0.0,0.13,0.03,0.3,36.64,45.46
50009,0.91,7.86,1.23,0.2,0.03,0.31,0.13,0.68,57.69,68.37
50011,0.85,6.27,1.07,0.16,0.01,0.28,0.04,0.49,50.72,59.4
50013,0.86,5.82,1.11,0.16,0.01,0.25,0.11,0.54,49.16,57.49
50015,0.83,7.09,1.38,0.18,0.02,0.89,0.18,1.27,47.87,58.44
50017,0.75,7.41,1.02,0.16,0.01,0.11,0.03,0.3,44.14,53.63
50019,0.97,9.06,1.35,0.18,0.01,0.37,0.05,0.61,56.94,68.94
50021,0.86,6.45,1.11,0.19,0.03,0.27,0.27,0.76,56.56,65.74
50023,0.7,6.19,1.18,0.16,0.01,0.23,0.38,0.78,43.75,52.6
50025,0.69,7.37,1.15,0.19,0.01,0.22,0.03,0.44,47.25,56.9
50027,0.78,6.53,1.04,0.17,0.01,0.12,0.02,0.32,41.43,50.1
51001,0.93,5.91,1.68,0.21,0.06,0.13,0.01,0.41,51.37,60.31
51003,0.79,5.39,1.09,0.2,0.07,0.1,0.01,0.38,35.66,43.31
51510,0.64,5.08,1.07,0.14,0.04,0.05,0.01,0.24,23.82,30.86
51005,0.86,6.51,1.37,0.28,0.19,0.31,0.03,0.81,58.53,68.08
51007,0.93,5.89,1.73,0.26,0.16,0.16,0.02,0.6,44.53,53.66
51009,1.08,5.98,1.64,0.26,0.23,0.13,0.18,0.8,46.4,55.9
51011,1.0,6.23,1.57,0.25,0.17,0.22,0.04,0.68,42.71,52.2
51013,0.57,4.66,0.81,0.14,0.03,0.05,0.0,0.22,23.57,29.82
51015,0.98,6.78,1.02,0.23,0.05,0.14,0.01,0.43,47.39,56.6
51017,0.88,5.74,1.04,0.25,0.25,0.28,0.04,0.81,50.04,58.5
51019,0.81,4.82,1.02,0.21,0.13,0.1,0.04,0.48,38.8,45.93
51021,1.01,4.66,1.05,0.29,2.2,0.27,0.05,2.8,65.09,74.61
51023,0.74,5.74,0.82,0.24,0.21,0.17,0.03,0.65,38.79,46.73
51520,0.99,5.41,1.53,0.2,0.15,0.11,0.01,0.47,76.45,84.84
51025,1.08,6.01,2.22,0.26,0.08,0.17,0.02,0.53,36.42,46.25
51027,1.33,3.99,1.28,0.35,42.39,0.63,0.08,43.45,97.73,147.8
51029,1.17,5.15,1.73,0.27,0.14,0.12,0.02,0.56,39.68,48.29
51530,0.89,6.33,1.05,0.23,0.29,0.18,0.04,0.74,42.47,51.47
51031,0.96,5.58,1.3,0.23,0.15,0.12,0.04,0.54,40.03,48.41
51033,0.95,6.1,1.67,0.24,0.16,0.23,0.02,0.65,45.42,54.79
51035,0.94,4.87,1.03,0.24,0.36,0.32,0.04,0.97,60.86,68.66
51036,0.97,6.35,1.8,0.29,0.09,0.13,0.01,0.52,33.53,43.18
51037,1.16,6.34,2.07,0.26,0.2,0.17,0.03,0.66,45.26,55.49
51540,0.79,5.39,1.09,0.2,0.07,0.1,0.01,0.38,35.66,43.31
51550,0.86,7.34,1.54,0.21,0.13,0.51,0.02,0.86,45.62,56.21
51041,0.75,5.94,1.13,0.2,0.07,0.13,0.01,0.4,41.45,49.67
51043,0.76,5.12,0.92,0.21,0.09,0.12,0.02,0.44,52.1,59.33
51570,0.8,6.77,1.37,0.22,0.13,0.22,0.01,0.58,50.61,60.13
51580,1.03,10.47,2.33,0.27,0.28,0.8,0.06,1.4,69.11,84.35
51045,0.79,5.04,1.23,0.28,0.48,0.29,0.04,1.08,47.86,56.0
51047,0.87,5.94,1.37,0.21,0.12,0.08,0.01,0.43,44.67,53.28
51049,1.07,5.47,1.71,0.26,0.17,0.13,0.02,0.58,40.54,49.38
51590,1.05,6.82,1.55,0.28,0.12,0.21,0.04,0.65,53.84,63.91
51051,1.2,4.69,1.25,0.35,13.76,0.84,0.08,15.03,106.83,129.01
51053,0.92,6.34,1.76,0.23,0.1,0.15,0.01,0.5,45.85,55.37
51595,1.15,7.33,3.0,0.26,0.16,0.2,0.06,0.68,50.1,62.26
51057,1.05,6.19,1.91,0.23,0.08,0.17,0.01,0.49,44.47,54.11
51600,0.45,4.46,0.68,0.15,0.03,0.04,0.0,0.24,21.64,27.47
51059,0.45,4.46,0.68,0.15,0.03,0.04,0.0,0.24,21.64,27.47
51610,0.5,4.88,0.9,0.15,0.04,0.05,0.01,0.25,25.12,31.65
51061,0.68,5.1,1.09,0.22,0.13,0.1,0.01,0.45,42.74,50.06
51063,0.79,4.72,1.07,0.27,0.18,0.14,0.02,0.61,42.88,50.08
51065,0.86,4.86,0.92,0.22,0.17,0.41,0.06,0.86,27.38,34.87
51620,1.03,7.65,1.7,0.24,0.09,0.36,0.03,0.72,43.9,55.0
51067,0.85,5.21,1.0,0.24,0.18,0.12,0.02,0.56,42.42,50.04
51069,0.77,6.23,0.93,0.21,0.09,0.2,0.05,0.55,50.62,59.1
51630,0.8,6.41,1.38,0.2,0.13,0.15,0.02,0.49,41.31,50.39
51640,1.1,6.0,1.59,0.23,0.44,0.18,0.03,0.89,82.29,91.87
51071,0.92,5.78,1.14,0.29,0.56,0.29,0.05,1.19,63.87,72.9
51073,0.83,5.96,1.71,0.2,0.23,1.2,0.01,1.65,49.03,59.17
51075,0.76,6.03,1.1,0.2,0.07,0.13,0.01,0.42,33.66,41.96
51077,0.95,4.78,1.16,0.25,0.25,0.12,0.02,0.64,65.83,73.36
51079,0.77,4.51,1.18,0.21,0.07,0.08,0.01,0.37,42.01,48.83
51081,1.15,7.33,3.0,0.26,0.16,0.2,0.06,0.68,50.1,62.26
51083,1.12,6.25,1.59,0.26,0.11,0.11,0.03,0.51,56.35,65.82
51650,1.04,5.98,1.81,0.21,0.19,1.15,0.01,1.56,43.24,53.63
51085,0.64,5.13,0.89,0.2,0.07,0.16,0.01,0.44,41.79,48.9
51660,0.83,6.79,1.05,0.22,0.04,0.08,0.01,0.35,36.27,45.29
51087,0.78,6.41,1.46,0.21,0.06,0.11,0.01,0.39,42.46,51.5
51089,1.19,6.34,1.35,0.27,0.25,0.19,0.02,0.72,51.05,60.65
51091,0.83,4.88,0.85,0.29,0.23,0.2,0.07,0.79,39.74,47.09
51670,1.4,10.39,2.46,0.24,0.19,0.15,0.01,0.6,80.05,94.9
51093,0.81,6.21,1.44,0.22,0.12,0.73,0.03,1.1,43.42,52.98
51095,0.7,5.75,0.86,0.17,0.08,0.2,0.01,0.46,24.91,32.68
51099,0.72,6.11,1.25,0.19,0.08,0.16,0.01,0.45,41.41,49.94
51101,0.78,5.36,1.26,0.21,0.11,0.16,0.01,0.5,48.98,56.89
51097,0.88,5.83,1.65,0.26,0.11,0.26,0.01,0.64,39.07,48.08
51103,0.92,6.49,1.76,0.21,0.06,0.17,0.01,0.45,37.71,47.34
51105,1.02,4.61,1.03,0.28,4.57,0.18,0.06,5.1,73.13,84.88
51678,0.86,8.7,1.09,0.24,0.16,0.11,0.03,0.54,39.05,50.24
51107,0.48,4.5,0.66,0.16,0.03,0.07,0.01,0.27,25.81,31.72
51109,0.89,5.81,1.29,0.23,0.09,0.18,0.03,0.52,44.66,53.18
51111,1.04,5.57,1.78,0.27,0.17,0.25,0.03,0.71,42.0,51.1
51680,1.26,7.37,1.79,0.21,0.18,0.1,0.14,0.62,47.05,58.09
51113,0.84,5.19,1.06,0.22,0.16,0.08,0.01,0.48,31.9,39.47
51683,0.63,5.02,1.1,0.18,0.1,0.08,0.01,0.37,34.79,41.9
51685,0.63,5.02,1.1,0.18,0.1,0.08,0.01,0.37,34.79,41.9
51690,1.69,6.23,2.51,0.31,0.14,0.15,0.02,0.62,59.91,70.97
51115,0.74,4.87,1.13,0.2,0.1,0.41,0.01,0.71,31.48,38.94
51117,1.01,5.38,1.68,0.23,0.1,0.13,0.03,0.48,44.29,52.85
51119,0.88,6.29,1.51,0.21,0.12,0.35,0.01,0.69,38.51,47.88
51121,0.78,5.5,0.98,0.23,0.19,0.17,0.04,0.63,49.45,57.33
51125,1.01,5.22,1.67,0.26,0.17,0.18,0.05,0.65,45.36,53.91
51127,0.72,4.94,1.05,0.2,0.17,0.16,0.01,0.54,43.43,50.67
51700,0.85,6.89,1.43,0.19,0.11,1.23,0.01,1.54,38.79,49.49
51710,1.09,7.36,2.09,0.23,0.11,0.32,0.01,0.66,51.06,62.27
51131,1.03,5.43,1.88,0.27,0.11,0.38,0.02,0.77,42.29,51.4
51133,0.84,6.23,1.6,0.2,0.06,0.25,0.01,0.53,34.96,44.16
51720,1.03,4.82,1.45,0.27,4.24,0.49,0.17,5.18,70.52,83.0
51135,1.17,7.16,2.44,0.28,0.25,0.25,0.02,0.8,54.14,65.71
51137,0.84,5.34,1.31,0.21,0.29,0.11,0.02,0.63,39.98,48.1
51139,0.95,5.78,1.23,0.26,0.1,0.11,0.02,0.49,42.62,51.07
51141,0.88,4.84,1.02,0.26,0.12,0.17,0.03,0.57,42.57,49.89
51730,1.45,8.59,3.7,0.25,0.07,0.08,0.01,0.41,51.18,65.34
51143,1.05,6.82,1.55,0.28,0.12,0.21,0.04,0.65,53.84,63.91
51735,0.73,5.06,0.82,0.19,0.23,1.8,0.01,2.23,42.79,51.63
51740,1.16,8.14,2.14,0.23,0.16,0.69,0.01,1.09,42.45,54.98
51145,0.77,5.58,1.02,0.21,0.1,0.15,0.01,0.47,42.55,50.4
51147,1.21,6.28,2.24,0.26,0.17,0.18,0.02,0.63,53.9,64.25
51149,0.84,6.55,1.43,0.2,0.11,0.21,0.01,0.53,41.75,51.11
51153,0.63,5.02,1.1,0.18,0.1,0.08,0.01,0.37,34.79,41.9
51155,0.95,5.76,1.07,0.25,0.56,0.42,0.06,1.29,59.74,68.81
51750,1.08,9.52,1.44,0.27,0.5,0.21,0.04,1.03,60.13,73.18
51157,0.79,5.02,0.92,0.23,0.12,0.1,0.01,0.45,35.45,42.64
51760,1.33,6.29,3.1,0.23,0.06,0.06,0.0,0.36,42.24,53.32
51159,1.07,6.45,2.08,0.25,0.07,0.15,0.01,0.49,51.57,61.65
51770,1.08,5.84,1.62,0.29,0.19,0.12,0.01,0.62,60.32,69.48
51161,0.69,5.24,0.96,0.23,0.15,0.15,0.01,0.55,42.04,49.47
51163,0.89,6.33,1.05,0.23,0.29,0.18,0.04,0.74,42.47,51.47
51165,0.83,6.79,1.05,0.22,0.04,0.08,0.01,0.35,36.27,45.29
51167,1.09,4.57,1.35,0.29,11.98,0.88,0.08,13.22,80.2,100.44
51775,0.86,6.97,1.22,0.23,0.16,0.16,0.03,0.58,55.17,64.8
51169,1.03,4.6,1.1,0.23,1.14,0.22,0.03,1.61,70.14,78.47
51171,0.86,4.93,0.92,0.24,0.08,0.11,0.02,0.45,43.94,51.1
51173,1.14,4.96,1.47,0.27,0.69,0.21,0.02,1.2,88.98,97.74
51175,1.03,7.65,1.7,0.24,0.09,0.36,0.03,0.72,43.9,55.0
51177,0.8,6.41,1.38,0.2,0.13,0.15,0.02,0.49,41.31,50.39
51179,0.65,5.66,1.09,0.17,0.13,0.2,0.02,0.52,33.69,41.62
51790,0.98,6.78,1.02,0.23,0.05,0.14,0.01,0.43,47.39,56.6
51800,0.86,6.62,1.59,0.2,0.07,1.36,0.01,1.65,45.33,56.05
51181,0.93,5.69,1.6,0.26,0.24,0.51,0.04,1.05,35.44,44.71
51183,1.2,7.57,2.61,0.29,0.12,0.17,0.03,0.6,48.48,60.46
51185,1.13,4.55,1.13,0.33,11.33,0.52,0.1,12.29,83.57,102.67
51810,0.7,5.8,0.95,0.18,0.09,0.2,0.01,0.49,38.24,46.18
51187,0.84,6.48,0.95,0.23,0.18,0.13,0.02,0.55,57.58,66.4
51191,0.93,4.54,1.58,0.22,1.78,0.16,0.01,2.17,60.73,69.94
51820,0.98,6.78,1.02,0.23,0.05,0.14,0.01,0.43,47.39,56.6
51193,0.92,6.42,1.48,0.21,0.13,0.3,0.02,0.65,40.5,49.97
51830,0.7,5.75,0.86,0.17,0.08,0.2,0.01,0.46,24.91,32.68
51840,1.07,7.44,1.24,0.18,0.09,0.24,0.03,0.55,56.1,66.4
51195,1.13,5.49,1.2,0.3,5.84,0.49,0.1,6.73,91.65,106.19
51197,1.07,4.25,1.03,0.25,0.75,0.23,0.03,1.26,71.22,78.84
51199,0.85,6.89,1.43,0.19,0.11,1.23,0.01,1.54,38.79,49.49
53001,0.74,6.32,1.19,0.15,0.02,0.47,0.04,0.67,39.51,48.43
53003,0.85,5.47,1.67,0.16,0.02,0.36,0.03,0.57,45.79,54.35
53005,0.68,6.21,1.22,0.12,0.03,1.25,0.02,1.41,46.96,56.48
53007,0.65,5.51,1.21,0.1,0.01,0.19,0.03,0.34,40.86,48.58
53009,0.66,6.5,1.07,0.11,0.02,0.37,0.03,0.54,39.41,48.18
53011,0.71,7.13,1.08,0.1,0.01,0.41,0.02,0.53,45.28,54.73
53013,0.9,5.9,1.56,0.18,0.03,0.64,0.07,0.92,61.85,71.14
53015,0.83,7.12,1.83,0.12,0.02,0.65,0.03,0.83,69.84,80.46
53017,0.7,5.97,1.0,0.12,0.03,0.45,0.1,0.7,45.36,53.73
53019,0.75,6.73,1.49,0.18,0.02,0.82,0.28,1.3,60.88,71.15
53021,0.7,6.23,1.0,0.12,0.01,0.4,0.03,0.57,47.46,55.97
53023,0.76,5.13,1.42,0.16,0.02,0.33,0.03,0.55,53.13,60.98
53025,0.78,6.79,1.05,0.12,0.02,0.37,0.03,0.54,51.34,60.51
53027,0.95,7.19,1.79,0.12,0.01,0.37,0.02,0.52,70.38,80.83
53029,0.65,6.13,0.95,0.08,0.01,0.36,0.01,0.47,29.76,37.96
53031,0.73,5.87,0.96,0.1,0.01,0.38,0.02,0.5,34.15,42.22
53033,0.6,5.42,0.93,0.08,0.01,0.23,0.01,0.33,30.05,37.33
53035,0.89,6.88,1.18,0.08,0.02,1.46,0.01,1.57,47.48,58.01
53037,0.66,4.56,0.91,0.11,0.48,0.55,0.04,1.18,37.13,44.44
53039,0.87,6.6,1.66,0.15,0.01,0.52,0.02,0.7,45.93,55.76
53041,0.83,5.63,1.14,0.12,0.02,0.44,0.02,0.6,51.08,59.29
53043,0.69,6.12,1.14,0.14,0.01,0.41,0.03,0.59,39.57,48.11
53045,0.81,6.1,1.33,0.1,0.02,1.12,0.02,1.25,48.79,58.29
53047,0.72,6.33,1.23,0.13,0.01,0.39,0.03,0.56,49.88,58.72
53049,0.92,6.12,1.28,0.12,0.02,0.41,0.02,0.57,47.81,56.69
53051,0.76,6.69,1.21,0.17,0.02,0.75,0.06,1.0,61.31,70.96
53053,0.72,6.51,1.15,0.09,0.01,0.37,0.01,0.48,49.86,58.72
53055,0.61,5.09,1.1,0.1,0.01,0.23,0.01,0.35,21.93,29.09
53057,0.64,5.91,1.09,0.09,0.01,0.21,0.01,0.33,41.92,49.89
53059,0.81,5.74,1.16,0.14,0.01,0.63,0.03,0.81,43.3,51.82
53061,0.61,6.12,0.93,0.09,0.01,0.34,0.01,0.45,42.07,50.18
53063,0.68,7.5,1.35,0.12,0.01,0.47,0.02,0.63,52.96,63.12
53065,0.71,7.44,1.22,0.14,0.01,0.43,0.03,0.61,56.48,66.47
53067,0.69,7.14,1.27,0.09,0.01,0.42,0.02,0.54,45.67,55.31
53069,0.82,5.73,1.66,0.13,0.02,0.56,0.05,0.76,48.97,57.93
53071,0.81,7.11,1.34,0.14,0.01,0.37,0.03,0.55,40.9,50.71
53073,0.62,6.48,0.94,0.1,0.01,0.23,0.01,0.36,37.71,46.11
53075,0.74,6.09,1.12,0.14,0.01,0.36,0.03,0.54,38.03,46.52
53077,0.78,6.26,1.23,0.12,0.01,0.27,0.01,0.41,43.13,51.81
54001,0.87,5.19,1.38,0.28,1.2,0.26,0.04,1.77,74.66,83.88
54003,0.87,6.33,1.16,0.22,0.12,0.14,0.02,0.49,63.57,72.43
54005,1.01,4.91,1.23,0.28,6.28,0.4,0.1,7.06,89.34,103.56
54007,0.84,4.93,1.19,0.27,0.74,0.24,0.04,1.3,65.39,73.64
54009,0.68,5.07,0.81,0.24,0.23,0.22,0.03,0.71,65.79,73.06
54011,0.97,5.48,1.12,0.26,0.31,0.44,0.02,1.03,73.16,81.76
54013,0.88,4.6,1.13,0.28,0.29,0.21,0.04,0.81,66.97,74.39
54015,0.98,4.73,1.22,0.33,4.02,0.35,0.1,4.79,88.19,99.91
54017,0.88,5.88,1.18,0.27,0.35,0.33,0.04,0.99,72.49,81.43
54019,1.07,5.38,1.26,0.29,9.05,0.57,0.08,9.99,76.23,93.92
54021,0.92,5.31,1.25,0.29,0.4,0.32,0.07,1.09,59.71,68.27
54023,0.87,6.33,1.07,0.28,0.27,0.17,0.03,0.75,54.3,63.32
54025,0.91,5.84,1.14,0.26,3.2,0.33,0.04,3.84,66.57,78.29
54027,0.89,5.54,1.09,0.28,0.18,0.12,0.03,0.61,54.23,62.36
54029,0.7,4.46,0.85,0.24,0.12,0.15,0.03,0.54,54.02,60.57
54031,0.93,5.95,1.09,0.28,0.11,0.12,0.02,0.53,55.67,64.16
54033,0.82,5.64,1.47,0.25,0.76,0.44,0.03,1.48,76.48,85.9
54035,0.85,5.42,0.83,0.26,0.25,0.25,0.04,0.8,59.29,67.19
54037,0.84,5.72,0.97,0.22,0.07,0.09,0.02,0.39,57.96,65.88
54039,0.9,6.4,1.12,0.25,1.06,0.6,0.03,1.94,65.47,75.83
54041,0.85,4.82,1.12,0.26,0.7,0.29,0.04,1.29,78.96,87.04
54043,0.98,5.51,1.12,0.27,1.89,0.57,0.09,2.82,82.63,93.07
54045,1.06,4.63,1.25,0.28,13.3,0.9,0.14,14.63,95.84,117.4
54049,0.88,5.24,1.28,0.27,1.26,0.34,0.05,1.92,74.22,83.55
54051,0.82,4.79,0.86,0.25,0.45,0.33,0.03,1.06,67.67,75.2
54053,0.94,5.3,1.05,0.27,0.37,0.71,0.03,1.38,70.57,79.24
54047,1.39,4.72,1.59,0.38,21.84,0.4,0.18,22.79,104.7,135.19
54055,1.09,5.09,1.17,0.31,6.65,0.36,0.06,7.38,83.54,98.27
54057,0.81,6.38,1.25,0.24,0.55,0.2,0.03,1.03,55.03,64.5
54059,1.13,4.43,1.23,0.33,16.06,0.39,0.08,16.85,126.3,149.95
54061,0.76,5.17,0.94,0.24,0.79,0.28,0.06,1.37,55.23,63.47
54063,0.93,5.37,1.16,0.28,1.45,0.24,0.04,2.01,66.67,76.14
54065,0.89,5.3,1.1,0.23,0.21,0.31,0.1,0.85,47.84,55.98
54067,0.91,6.07,1.15,0.27,6.26,0.52,0.05,7.1,83.66,98.88
54069,0.8,4.98,1.02,0.22,0.12,0.19,0.03,0.57,68.77,76.14
54071,0.91,5.5,1.05,0.27,0.15,0.15,0.03,0.59,40.57,48.62
54073,0.85,5.64,1.01,0.29,0.21,0.57,0.04,1.1,64.54,73.14
54075,0.91,5.52,1.1,0.29,0.68,0.31,0.04,1.31,72.55,81.4
54077,0.91,5.81,1.13,0.28,2.53,0.55,0.1,3.46,60.65,71.95
54079,0.75,6.4,0.84,0.24,0.54,0.9,0.04,1.71,61.05,70.76
54081,1.05,5.81,1.35,0.26,11.49,0.37,0.08,12.19,78.63,99.04
54083,0.89,5.41,1.17,0.28,1.39,0.31,0.05,2.02,78.26,87.75
54085,0.87,5.34,1.07,0.32,0.22,0.26,0.04,0.84,74.57,82.7
54087,0.92,4.33,1.1,0.29,0.46,0.18,0.03,0.96,83.25,90.56
54089,1.0,5.41,1.16,0.27,1.73,0.38,0.1,2.48,72.21,82.26
54091,0.84,5.22,1.16,0.26,0.52,0.32,0.04,1.15,66.54,74.92
54093,0.89,6.52,1.24,0.27,1.3,0.24,0.04,1.85,62.35,72.86
54095,0.83,5.07,0.97,0.26,0.2,0.73,0.06,1.26,61.99,70.13
54097,0.85,5.05,1.36,0.24,2.75,0.39,0.05,3.43,75.61,86.29
54099,0.96,5.6,1.13,0.32,1.45,0.42,0.05,2.24,73.95,83.87
54101,1.01,5.59,1.2,0.33,6.11,0.42,0.1,6.95,91.22,105.98
54103,0.86,5.48,1.33,0.31,0.31,0.62,0.06,1.29,69.42,78.39
54105,0.88,5.35,1.05,0.26,0.59,0.28,0.04,1.17,66.24,74.68
54107,0.83,5.9,0.92,0.3,0.17,0.33,0.02,0.82,66.05,74.53
54109,1.2,5.64,1.62,0.33,18.87,0.37,0.11,19.67,96.35,124.5
55001,1.08,5.42,0.88,0.2,0.04,0.16,0.06,0.47,51.25,59.11
55003,0.79,5.63,1.06,0.2,0.01,0.16,0.02,0.39,50.07,57.93
55005,1.0,5.97,1.3,0.21,0.01,0.21,0.03,0.45,45.66,54.38
55007,0.77,4.66,0.99,0.18,0.01,0.38,0.02,0.59,39.32,46.33
55009,0.68,5.7,0.88,0.21,0.01,0.14,0.06,0.42,39.68,47.36
55011,0.98,5.67,1.44,0.19,0.01,0.23,0.09,0.52,40.18,48.79
55013,0.91,4.31,1.12,0.19,0.01,0.37,0.04,0.61,42.62,49.57
55015,0.71,6.7,1.19,0.21,0.01,0.13,0.1,0.46,49.28,58.33
55017,0.88,6.57,1.22,0.19,0.01,0.14,0.04,0.38,46.6,55.64
55019,0.97,5.0,0.99,0.21,0.01,0.09,0.02,0.32,44.4,51.68
55021,0.77,5.08,0.97,0.2,0.01,0.09,0.06,0.36,51.64,58.82
55023,0.96,5.08,1.18,0.19,0.01,0.11,0.02,0.33,53.81,61.36
