FIPS,other_resp_mortality,interstitial_lung_mortality,asthma_mortality,other_pneumoconiosis_mortality,coal_pneumoconiosis_mortality,asbestosis_mortality,silicosis_mortality,pneumoconiosis_mortality,COPD_mortality,chronic_respiratory_mortality
55025,0.81,6.94,1.03,0.18,0.01,0.08,0.02,0.29,33.88,42.95
55027,0.74,5.25,1.0,0.22,0.01,0.09,0.05,0.37,40.08,47.43
55029,0.69,5.13,0.71,0.21,0.01,0.14,0.04,0.4,36.49,43.42
55031,0.83,5.46,1.27,0.21,0.01,0.46,0.02,0.7,57.37,65.63
55033,0.84,5.89,1.1,0.2,0.01,0.22,0.05,0.48,31.2,39.51
55035,0.87,6.9,1.27,0.18,0.01,0.14,0.02,0.35,44.93,54.33
55037,0.75,6.04,0.95,0.22,0.02,0.23,0.05,0.53,41.93,50.19
55039,0.66,5.32,1.08,0.21,0.01,0.09,0.05,0.36,38.8,46.22
55041,0.77,5.77,0.86,0.2,0.01,0.18,0.03,0.43,44.89,52.72
55043,0.89,5.45,1.05,0.19,0.01,0.05,0.01,0.25,45.08,52.72
55045,0.92,5.11,1.19,0.21,0.01,0.05,0.02,0.29,40.41,47.92
55047,0.76,4.81,0.92,0.22,0.05,0.18,0.17,0.62,43.64,50.76
55049,0.88,4.24,1.09,0.19,0.01,0.05,0.02,0.27,36.37,42.87
55051,0.78,5.12,0.95,0.19,0.02,0.19,0.03,0.43,37.84,45.12
55053,1.04,6.23,1.05,0.2,0.01,0.1,0.03,0.33,52.48,61.13
55055,0.81,5.12,1.03,0.18,0.01,0.1,0.03,0.32,35.68,42.96
55057,1.0,5.37,1.04,0.2,0.01,0.11,0.08,0.41,51.3,59.12
55059,0.82,6.16,1.26,0.21,0.02,0.22,0.03,0.48,61.53,70.25
55061,0.66,4.93,0.82,0.24,0.02,0.25,0.06,0.57,35.09,42.07
55063,0.94,5.97,0.96,0.17,0.01,0.15,0.02,0.34,44.16,52.37
55065,0.93,4.1,1.0,0.18,0.01,0.05,0.01,0.26,33.6,39.89
55067,0.84,5.21,0.93,0.22,0.02,0.28,0.06,0.57,46.35,53.9
55069,0.84,4.8,1.07,0.21,0.03,0.17,0.03,0.44,39.61,46.76
55071,0.76,4.69,0.89,0.23,0.01,0.2,0.05,0.49,39.16,46.0
55073,0.78,5.06,0.73,0.19,0.01,0.1,0.04,0.33,41.53,48.43
55075,0.76,4.65,0.83,0.21,0.01,0.22,0.09,0.54,47.83,54.6
55077,0.91,5.45,1.05,0.22,0.03,0.13,0.12,0.51,54.79,62.7
55078,0.84,11.76,1.39,0.18,0.01,0.06,0.02,0.27,79.38,93.64
55079,0.88,7.18,1.4,0.17,0.01,0.09,0.05,0.31,43.68,53.45
55081,1.0,6.22,1.26,0.2,0.01,0.11,0.02,0.34,56.28,65.1
55083,0.76,4.98,0.74,0.2,0.01,0.12,0.03,0.35,44.0,50.84
55085,0.74,5.13,0.86,0.2,0.02,0.6,0.04,0.86,42.06,49.65
55087,0.68,5.92,1.09,0.21,0.02,0.17,0.07,0.47,38.47,46.63
55089,0.56,5.68,0.68,0.19,0.01,0.13,0.08,0.41,31.71,39.04
55091,0.8,5.14,1.54,0.21,0.01,0.25,0.05,0.52,33.19,41.19
55093,0.7,5.04,1.06,0.19,0.01,0.31,0.05,0.55,31.33,38.69
55095,0.83,5.15,1.17,0.2,0.01,0.37,0.03,0.61,39.08,46.83
55097,0.79,5.41,0.68,0.19,0.01,0.08,0.02,0.3,35.52,42.7
55099,0.82,4.67,1.02,0.22,0.02,0.2,0.02,0.46,43.23,50.2
55101,0.74,7.13,1.51,0.19,0.01,0.14,0.09,0.42,45.1,54.9
55103,0.97,5.29,1.14,0.2,0.01,0.08,0.03,0.33,40.01,47.75
55105,1.04,7.3,1.54,0.21,0.01,0.11,0.09,0.42,55.37,65.67
55107,1.02,5.59,1.24,0.22,0.01,0.23,0.03,0.5,49.77,58.12
55109,0.72,4.77,1.05,0.19,0.0,0.13,0.02,0.33,42.9,49.77
55111,0.88,5.4,0.95,0.21,0.01,0.08,0.03,0.33,42.59,50.15
55113,0.91,6.01,1.19,0.2,0.01,0.18,0.02,0.41,51.67,60.19
55115,0.79,4.59,1.15,0.2,0.01,0.17,0.03,0.41,48.69,55.63
55117,0.7,5.52,0.97,0.22,0.01,0.09,0.18,0.5,37.72,45.42
55119,0.84,5.0,0.85,0.2,0.01,0.16,0.03,0.4,38.02,45.11
55121,1.11,5.87,1.2,0.2,0.01,0.13,0.04,0.38,44.36,52.94
55123,1.03,5.99,1.02,0.19,0.01,0.1,0.02,0.32,35.79,44.15
55125,0.76,5.35,0.78,0.18,0.01,0.31,0.03,0.53,33.06,40.48
55127,0.8,5.64,1.45,0.2,0.01,0.15,0.04,0.41,51.75,60.05
55129,0.97,5.12,1.16,0.22,0.01,0.48,0.03,0.74,45.29,53.28
55131,0.62,5.68,0.78,0.2,0.01,0.13,0.04,0.37,35.69,43.15
55133,0.59,5.68,0.72,0.17,0.01,0.15,0.06,0.39,36.2,43.57
55135,0.81,5.55,1.09,0.2,0.01,0.27,0.05,0.53,58.11,66.09
55137,0.89,5.01,0.81,0.21,0.04,0.2,0.08,0.54,37.45,44.7
55139,0.76,6.47,1.03,0.2,0.02,0.22,0.12,0.56,44.69,53.5
55141,0.94,5.57,0.7,0.19,0.01,0.12,0.04,0.36,43.2,50.77
56001,0.93,6.15,1.18,0.24,0.13,0.19,0.03,0.59,53.2,62.05
56003,1.0,5.03,1.03,0.24,0.11,0.18,0.02,0.55,52.81,60.43
56005,0.89,5.31,1.03,0.23,0.17,0.13,0.03,0.56,83.9,91.69
56007,0.99,4.79,1.11,0.28,0.22,0.27,0.05,0.82,67.62,75.35
56009,0.93,5.48,1.08,0.26,0.15,0.17,0.04,0.61,75.15,83.25
56011,0.78,4.22,1.1,0.21,0.1,0.12,0.04,0.48,67.19,73.77
56013,1.03,5.92,1.34,0.26,0.06,0.15,0.02,0.49,67.21,75.99
56015,0.88,5.19,1.02,0.24,0.07,0.13,0.03,0.46,48.99,56.54
56017,1.24,5.6,1.63,0.35,0.18,0.22,0.03,0.78,60.05,69.3
56019,0.96,5.18,1.01,0.25,0.41,0.25,0.05,0.96,54.13,62.23
56021,0.86,6.45,1.11,0.21,0.03,0.28,0.03,0.55,63.0,71.98
56023,1.05,5.62,0.96,0.33,0.38,0.57,0.08,1.36,43.43,52.42
56025,1.05,5.48,1.11,0.26,0.1,0.58,0.02,0.96,80.8,89.41
56027,0.92,5.13,1.44,0.28,0.05,0.12,0.06,0.51,57.57,65.57
56029,0.9,5.06,0.98,0.25,0.05,0.22,0.02,0.54,45.79,53.27
56031,0.97,5.52,1.04,0.23,0.06,0.17,0.05,0.52,62.11,70.16
56033,0.96,5.11,0.99,0.24,0.59,0.16,0.03,1.01,67.06,75.13
56035,0.9,4.67,0.94,0.3,0.32,0.53,0.06,1.21,57.9,65.62
56037,1.01,4.7,1.08,0.48,1.96,0.74,0.13,3.32,67.91,78.01
56039,0.77,4.47,0.84,0.24,0.04,0.29,0.03,0.6,29.41,36.09
56041,1.3,5.39,1.27,0.36,0.2,0.48,0.35,1.4,72.15,81.51
56043,1.04,5.28,1.08,0.26,0.33,0.37,0.04,0.99,50.96,59.36
56045,0.93,5.5,1.51,0.27,0.09,0.12,0.07,0.56,73.19,81.68
