FIPS,region,shift,correlation
18015,state,36,0.7008260789976127
18017,county,18.0,0.5509031985100019
18019,county,31.0,0.6764174668961701
18021,state,37,0.5041479011421053
18023,county,21.0,0.6731150592629721
18025,state,70,0.5255744652306853
18027,state,20,0.6088594974538648
18029,county,33.0,0.6726362052435874
18031,state,26,0.5984106338636715
18033,county,11.0,0.6091663198612095
18035,county,12.0,0.671192112559464
18037,county,19.0,0.7914690057137437
18039,county,32.0,0.7615255619674901
18041,state,30,0.47869651167746635
18043,county,38.0,0.757985442444054
18045,county,67.0,0.4890365701726924
18047,state,18,0.5719643326576009
18049,state,28,0.661080802290858
18051,county,13.0,0.7068571867789526
18053,county,14.0,0.708076733790538
18055,state,38,0.6651669668694258
18057,county,36.0,0.6212904447388943
18059,county,37.0,0.7673135273753192
18061,county,37.0,0.6010976638179413
18063,county,41.0,0.7040038555439859
18065,county,13.0,0.6631041767255049
18067,county,32.0,0.7282804935707922
18069,county,36.0,0.36636521265115807
18071,county,21.0,0.7217203074542732
18073,county,14.0,0.5667965065647117
18075,state,32,0.5899838611079626
18077,county,17.0,0.4231034475812999
18079,state,44,0.6219773769638828
18081,county,35.0,0.6523567584752488
18083,state,38,0.4875205853437492
18085,county,12.0,0.6935443374003609
18087,county,46.0,0.6410080289671131
18089,state,29,0.7506705971530889
18091,county,20.0,0.7552933249423794
18093,county,24.0,0.6685056158625583
18095,county,39.0,0.7172206577233342
18097,state,38,0.7520223292907646
18099,county,11.0,0.6894114691228389
18101,state,54,0.5371400750384603
18103,state,28,0.6363089202052752
18105,county,16.0,0.6893987928071872
18107,county,37.0,0.6310794869964059
18109,county,37.0,0.7576915212613897
18111,state,32,0.7048056176979495
18113,county,36.0,0.7432489142272153
18115,state,22,0.4164939884522606
18117,state,32,0.5745966272140083
18119,county,41.0,0.5446316814928814
18121,county,74.0,0.6048443438884973
18123,state,74,0.5442728955140103
18125,county,74.0,0.43661702684056036
18127,county,22.0,0.7037235980266011
18129,county,19.0,0.4137657770397721
18131,state,30,0.5980925841857144
18133,state,47,0.5987806897649481
18135,state,37,0.512648714269097
18137,state,7,0.47777553784327337
18139,state,65,0.4649021172263158
18141,state,18,0.7859898989786085
18143,state,39,0.6234845620497818
18145,county,34.0,0.687057058507464
18147,state,74,0.45416889675576366
18149,state,11,0.461764886066223
18151,state,36,0.5657058631964982
18153,state,41,0.5945915194623493
18155,county,74.0,0.4999959444162545
18157,county,74.0,0.6589461411116352
18159,county,29.0,0.3891955438607211
18161,county,74.0,0.5010923871158228
18163,county,20.0,0.7314865287574314
18165,county,74.0,0.4752051195078995
18167,county,19.0,0.6498726189940554
18169,state,30,0.6201906397183898
18171,county,74.0,0.5887644978410277
18173,county,25.0,0.6181552814484668
18175,state,26,0.35173481909274706
18177,county,16.0,0.6857987126049082
18179,county,13.0,0.3901386274351684
18181,county,33.0,0.7410342338837171
18183,county,12.0,0.37777061051530036
19001,county,74.0,0.32188842556913944
19003,state,62,0.20922667774491935
19005,county,74.0,0.1538249291802477
19007,county,74.0,0.3360268737264091
19009,county,67.0,0.27873692618089224
19011,state,11,0.09996125559947737
19013,county,12.0,0.6431528921947025
19015,county,64.0,0.560727300819887
19017,state,17,0.2569740083266702
19019,county,70.0,0.17668926241600164
19021,state,58,0.7217464773621145
19023,county,74.0,0.37391858129574207
19025,county,12.0,0.30085972123651034
19027,county,74.0,0.4355660162525103
19029,county,74.0,0.13479998721618203
19031,county,74.0,0.24718123511719578
19033,county,19.0,0.48358971362423103
19035,state,71,0.2085139099364198
19037,county,74.0,0.25223932327889553
19039,county,74.0,0.3015193897524457
19041,county,22.0,0.23582653919042004
19043,state,71,0.18239454362746793
19045,county,16.0,0.10394587803247914
19047,county,62.0,0.40657098621064386
19049,county,11.0,0.5154110247537349
19051,county,74.0,0.20095236158341195
19053,county,74.0,0.27000935082039246
19055,state,11,0.09903729737192017
19057,county,74.0,0.23671994986980247
19059,county,23.0,0.46256701121010185
19061,county,16.0,0.3252050876716454
19063,county,46.0,0.22056546599351043
19065,county,74.0,0.2957170342010906
19067,county,14.0,0.22922472959771387
19069,county,67.0,0.5598386994273501
19071,county,74.0,0.015600162128505896
19073,county,74.0,0.15146705809010233
19075,county,73.0,0.42706436904671
19077,state,16,0.03701704869609166
19079,county,59.0,0.30994838092095256
