FIPS,Socioeconomic Status,Household Composition & Disability,Minority Status & Language,Housing Type & Transportation,Epidemiological Factors,Healthcare System Factors
01001,0.35657433899999996,0.566380134,0.591531359,0.314231137,0.832537408,0.9764406240000001
01003,0.24036930899999998,0.244189748,0.43202801700000004,0.335243553,0.380452085,0.727156956
01005,0.972938555,0.838586437,0.897166507,0.640241961,0.7777777779999999,0.851957975
01007,0.746259153,0.24864692800000002,0.443489335,0.7433938240000001,0.725883477,0.971665075
01009,0.6351480420000001,0.43234638700000005,0.583253741,0.322190385,0.630054123,0.935370901
01011,0.947150589,0.36739891799999996,0.813753582,0.45399554299999995,0.951607768,0.8608723340000001
01013,0.8115249920000001,0.7284304359999999,0.566698504,0.581661891,0.82298631,0.689907673
01015,0.726838586,0.754218402,0.555873926,0.19770773600000002,0.7472142629999999,0.7714103790000001
01017,0.6965934420000001,0.6972301809999999,0.58548233,0.679083095,0.984718243,0.853231455
01019,0.70741802,0.434893346,0.297357529,0.075453677,0.406240051,0.9452403690000001
01021,0.809933142,0.7873288759999999,0.64979306,0.34352117200000004,0.613180516,0.979624323
01023,0.88379497,0.946513849,0.577523082,0.853231455,0.7000955109999999,0.953199618
01025,0.944285259,0.657752308,0.607449857,0.7561286209999999,0.087870105,0.892709328
01027,0.788920726,0.7191977079999999,0.388411334,0.262018465,0.8834766,0.577204712
01029,0.842088507,0.8022922640000001,0.264883795,0.12257242900000001,0.736071315,0.990130532
01031,0.5390003179999999,0.70423432,0.6813116840000001,0.074816937,0.6294173829999999,0.8650111429999999
01033,0.64597262,0.6835402740000001,0.43680356600000003,0.051575931,0.688952563,0.563514804
01035,0.952562878,0.8608723340000001,0.535498249,0.071314868,0.970391595,0.899395097
01037,0.7144221590000001,0.37663164600000004,0.5138490929999999,0.36453358799999996,0.744985673,0.977395734
01039,0.798471824,0.848774276,0.36453358799999996,0.308500478,0.8191658709999999,0.638968481
01041,0.702324101,0.863100923,0.6115886660000001,0.357211079,0.829353709,0.892390958
01043,0.714103789,0.558739255,0.321553645,0.18306271899999998,0.47214263,0.955746578
01045,0.754855142,0.596943649,0.577841452,0.186883158,0.7669531999999999,0.9360076409999999
01047,0.93823623,0.836357848,0.714103789,0.6294173829999999,0.39063992399999997,0.620821394
01049,0.800700414,0.64820121,0.6911811520000001,0.58771092,0.29067176100000003,0.928366762
01051,0.475644699,0.439032155,0.579433301,0.267430755,0.785737026,0.974848774
01053,0.949379179,0.6978669209999999,0.610633556,0.38904807399999997,0.17574021,0.661572748
01055,0.626870423,0.6064947470000001,0.497293855,0.103151862,0.777141038,0.558739255
01057,0.834765998,0.900668577,0.167780961,0.7290671759999999,0.286214581,0.59025788
01059,0.866921363,0.615727475,0.70805476,0.523400191,0.798153454,0.76727157
01061,0.930913722,0.8987583570000001,0.46800382,0.299586119,0.70678128,0.807386183
01063,0.996497931,0.949379179,0.7007322509999999,0.93823623,0.026424706000000003,0.949697549
01065,0.927411652,0.9621139759999999,0.632919452,0.853549825,0.9083094559999999,0.9385546
01067,0.7472142629999999,0.746577523,0.48105698799999996,0.153772684,0.251512257,0.9668895259999999
01069,0.641515441,0.7596306909999999,0.640241961,0.29544731,0.904807386,0.378860236
01071,0.804520853,0.6879974529999999,0.28780643100000003,0.448583254,0.630372493,0.817574021
01073,0.44667303399999997,0.336835403,0.754536772,0.162687042,0.8182107609999999,0.345113021
01075,0.8783826809999999,0.810569882,0.22476918199999998,0.506844954,0.41324419,0.9802610629999999
01077,0.480101878,0.321235275,0.39859917200000006,0.283667622,0.9646609359999999,0.550143266
01079,0.769500159,0.615409105,0.40592168100000003,0.09805794300000001,0.925819803,0.8866602990000001
01081,0.498248965,0.219356893,0.6978669209999999,0.28398599199999996,0.8611907040000001,0.8150270609999999
01083,0.584527221,0.278255333,0.567971983,0.09264565400000001,0.673989175,0.9761222540000001
01085,0.9758038840000001,0.991404011,0.721107927,0.58548233,0.226361032,0.989812162
01087,0.949060809,0.5447309770000001,0.722381407,0.306271888,0.5698822029999999,0.8306271890000001
01089,0.242279529,0.126074499,0.64438077,0.06749442900000001,0.345113021,0.673670805
01091,0.850047755,0.831582299,0.602992677,0.543457498,0.860235594,0.620184655
01093,0.804202483,0.922317733,0.29481057,0.475007959,0.477236549,0.88061127
01095,0.736071315,0.653295129,0.690544413,0.46354664100000004,0.840815027,0.9210442529999999
01097,0.6071314870000001,0.420566699,0.662209487,0.21012416399999997,0.922317733,0.613498886
01099,0.9764406240000001,0.5787965620000001,0.563196434,0.39063992399999997,0.9458771090000001,0.612543776
01101,0.556829035,0.435211716,0.8576886340000001,0.182425979,0.8958930279999999,0.580388411
01103,0.526265521,0.475644699,0.614772365,0.22986310100000001,0.833174148,0.811206622
01105,0.994587711,0.94141993,0.798153454,0.94110156,0.8309455590000001,0.989493792
01107,0.9270932820000001,0.753900032,0.758675581,0.812480102,0.376950016,0.962750716
01109,0.902260427,0.249602038,0.758357211,0.76440624,0.22795288100000002,0.737981535
01111,0.732887615,0.512893983,0.458134352,0.8580070040000001,0.8777459409999999,0.923591213
01113,0.76249602,0.660617638,0.76345113,0.488697867,0.9652976759999999,0.88092964
01115,0.5526902260000001,0.399235912,0.33397007300000003,0.145176695,0.6574339379999999,0.9885386820000001
01117,0.101560013,0.078319007,0.621139764,0.021012416000000003,0.8933460679999999,0.9267749120000001
01119,0.973256925,0.651384909,0.804839223,0.960203757,0.641515441,0.9366443809999999
01121,0.8338108879999999,0.691817892,0.580070041,0.253422477,0.865966253,0.7997453040000001
01123,0.826488379,0.8430436170000001,0.516077682,0.744667303,0.873288762,0.744030564
01125,0.507481694,0.111111111,0.6427889210000001,0.207577205,0.540910538,0.666666667
01127,0.859598854,0.839223177,0.319643426,0.456542502,0.149633875,0.805157593
01129,0.8869786690000001,0.8296720790000001,0.581343521,0.12925819800000002,0.8930276979999999,0.9767589940000001
01131,0.9859917220000001,0.6965934420000001,0.8653295129999999,0.717287488,0.7468958929999999,0.919134034
01133,0.856415154,0.900350207,0.23336517,0.609678446,0.8430436170000001,0.9194524040000001
02013,0.370900987,0.00222859,0.9961795609999999,0.996497931,0.222858962,0.18274434899999997
02016,0.075772047,0.0031836990000000003,0.9856733520000001,0.99872652,0.22699777100000001,0.18497293899999998
02020,0.129576568,0.09551098400000001,0.848774276,0.623686724,0.416427889,0.006049029
02050,0.93982808,0.539637058,0.972938555,0.99745304,0.231136581,0.030881885
02060,0.11493155,0.105380452,0.523400191,0.991722381,0.225087552,0.080547596
02068,0.065584209,0.0,0.534861509,0.950015918,0.22190385199999998,0.18274434899999997
02070,0.76345113,0.733205985,0.9213626229999999,0.99840815,0.22858962100000002,0.087870105
02090,0.148997135,0.066220949,0.564469914,0.53135944,0.312320917,0.041706463
02100,0.041706463,0.208532315,0.6424705510000001,0.9764406240000001,0.224450812,0.089143585
02105,0.423750398,0.226042662,0.581980261,0.989812162,0.223495702,0.18274434899999997
02110,0.053167781,0.019738936999999998,0.783190067,0.9175421840000001,0.297994269,0.011779688
02122,0.359121299,0.32728430399999997,0.47246099999999996,0.912129895,0.257879656,0.128939828
02130,0.272206304,0.37281120700000003,0.7128303090000001,0.927730022,0.29894937899999996,0.019102196999999998
02150,0.23845908899999999,0.252148997,0.9417383,0.981534543,0.314231137,0.054441261
02158,0.99904489,0.7281120659999999,0.954154728,0.996816301,0.222222222,0.18274434899999997
02164,0.8834766,0.658389048,0.8468640559999999,0.9933142309999999,0.220948742,0.18274434899999997
02170,0.428525947,0.198662846,0.5654250239999999,0.440305635,0.28939828100000003,0.066539319
02180,0.8933460679999999,0.570837313,0.9344157909999999,0.99904489,0.22540592199999998,0.227634511
02185,0.41419929999999994,0.19834447600000002,0.843361987,0.99777141,0.23845908899999999,0.141037886
02188,0.93887297,0.634511302,0.9051257559999999,0.99808978,0.228271251,0.093282394
02195,0.201528176,0.963069086,0.8401782870000001,0.9952244509999999,0.22476918199999998,0.052849411
02198,0.715695638,0.872015282,0.613498886,0.993950971,0.23209169100000002,0.182425979
02220,0.065265839,0.21553645300000002,0.7838268070000001,0.987901942,0.286851321,0.030245145
02230,0.110792741,0.00286533,0.46832219,0.9863100920000001,0.225724292,0.18274434899999997
02240,0.45686087200000003,0.345113021,0.8178923909999999,0.965616046,0.22254059199999998,0.080865966
02261,0.113976441,0.081184336,0.58962114,0.9799426929999999,0.223177332,0.078319007
02275,0.328876154,0.8092964020000001,0.776185928,0.988220312,0.224132442,0.049984082
02282,0.24259789899999998,0.23145495100000002,0.865966253,0.99713467,0.221585482,0.18274434899999997
02290,0.9452403690000001,0.954473098,0.8032473729999999,0.994269341,0.220630372,0.087233365
04001,0.9652976759999999,0.675581025,0.971028335,0.9652976759999999,0.664119707,0.7408468640000001
04003,0.601719198,0.593759949,0.9032155359999999,0.391595033,0.167780961,0.654250239
04005,0.513530723,0.09710283300000001,0.839223177,0.8252149,0.10760904199999999,0.192613817
04007,0.737026425,0.758038841,0.748806113,0.5654250239999999,0.443489335,0.6068131170000001
04009,0.782553327,0.462273161,0.8962113979999999,0.914358485,0.47978350799999997,0.318688316
04011,0.525947151,0.563514804,0.929321872,0.6723973259999999,0.11620503,0.719516078
04012,0.797516714,0.598853868,0.836357848,0.816618911,0.5934415789999999,0.539955428
04013,0.368035657,0.135625597,0.879337791,0.249602038,0.126074499,0.303724928
04015,0.7217446670000001,0.7526265520000001,0.6844953840000001,0.41260745,0.439987265,0.220630372
04017,0.925501433,0.850684495,0.890162369,0.8398599170000001,0.372492837,0.639286851
04019,0.493473416,0.34065584200000004,0.8930276979999999,0.505889844,0.12989493800000002,0.202483286
04021,0.627188793,0.382362305,0.8707418020000001,0.17191977100000003,0.140719516,0.715695638
04023,0.893664438,0.609996816,0.994587711,0.43170964700000003,0.008914358,0.690544413
04025,0.46004457200000004,0.381725565,0.610951926,0.46864056,0.29640242,0.49442852600000003
04027,0.8615090740000001,0.299586119,0.9789875840000001,0.636739892,0.05603311,0.385864374
05001,0.7284304359999999,0.912448265,0.406558421,0.605221267,0.870423432,0.70423432
05003,0.795924865,0.901305317,0.751034702,0.47341611,0.795924865,0.716650748
05005,0.45113021299999995,0.640241961,0.087233365,0.403374721,0.577204712,0.163323782
05007,0.17414836,0.10760904199999999,0.7589939509999999,0.21458134399999998,0.8885705190000001,0.5759312320000001
05009,0.549188157,0.8277618590000001,0.049347342,0.40146450200000006,0.538363578,0.113976441
05011,0.891117479,0.9372811209999999,0.894301178,0.937917861,0.446991404,0.7749124479999999
05013,0.7405284940000001,0.873288762,0.357211079,0.6806749440000001,0.680356574,0.893664438
05015,0.613180516,0.323145495,0.7679083090000001,0.82457816,0.855460045,0.669213626
05017,0.9165870740000001,0.904489016,0.843998727,0.971983445,0.8863419290000001,0.76567972
05019,0.53167781,0.560967845,0.659344158,0.929003502,0.895256288,0.8398599170000001
05021,0.8252149,0.94205667,0.07067812799999999,0.208532315,0.902578797,0.9016236870000001
05023,0.581343521,0.6911811520000001,0.024196116,0.094555874,0.7561286209999999,0.8344476279999999
05025,0.686405603,0.9799426929999999,0.373766316,0.45686087200000003,0.48806112700000004,0.9204075140000001
05027,0.88283986,0.666348297,0.717605858,0.8962113979999999,0.127984718,0.617000955
05029,0.713785419,0.897166507,0.518943012,0.34224769200000005,0.6265520529999999,0.7398917540000001
05031,0.52881248,0.7427570840000001,0.554282076,0.76345113,0.216173193,0.256606176
05033,0.6287806429999999,0.8427252470000001,0.45113021299999995,0.301496339,0.554282076,0.733842725
05035,0.8118433620000001,0.835721108,0.737663165,0.40305635100000003,0.93823623,0.876472461
05037,0.636103152,0.87997453,0.35052531,0.512257243,0.8035657429999999,0.909901305
05039,0.70359758,0.959885387,0.626233684,0.810888252,0.35402738,0.6042661570000001
05041,0.971665075,0.956701687,0.8681948420000001,0.674625915,0.794969755,0.732569245
05043,0.754536772,0.52944922,0.49602037600000004,0.591849729,0.670487106,0.601719198
05045,0.41197071,0.18274434899999997,0.502069405,0.222222222,0.240050939,0.405284941
05047,0.702642471,0.741165234,0.29576568,0.920725883,0.779369628,0.845590576
05049,0.9035339059999999,0.921999363,0.191977077,0.868513212,0.94396689,0.843998727
05051,0.581980261,0.853868195,0.523081821,0.641833811,0.746577523,0.18751989800000002
05053,0.564469914,0.76249602,0.091053805,0.126392869,0.690226043,0.879019421
05055,0.673670805,0.888252149,0.11238459099999999,0.522445081,0.047437122000000005,0.64756447
05057,0.784463547,0.9547914679999999,0.900350207,0.523718561,0.6071314870000001,0.417701369
05059,0.76536135,0.863419293,0.400191022,0.29321872,0.636421522,0.652658389
05061,0.715377268,0.9786692140000001,0.8885705190000001,0.894301178,0.063037249,0.885386819
05063,0.630054123,0.8118433620000001,0.428525947,0.6838586440000001,0.299904489,0.285577841
05065,0.864374403,0.365170328,0.146768545,0.76536135,0.566380134,0.869468322
05067,0.879337791,0.609041706,0.298312639,0.70805476,0.620821394,0.930595352
05069,0.794651385,0.643107291,0.70455269,0.48073861799999995,0.7710920090000001,0.19993632600000003
05071,0.806749443,0.8032473729999999,0.7163323779999999,0.64979306,0.8898439990000001,0.255014327
05073,0.775867558,0.9652976759999999,0.6965934420000001,0.9576567970000001,0.47341611,0.925501433
05075,0.8366762179999999,0.914040115,0.125119389,0.28271251199999997,0.928048392,0.910856415
05077,0.985036613,0.670168736,0.753900032,0.744985673,0.796243235,0.930913722
05079,0.807067813,0.510665393,0.6816300540000001,0.9299586120000001,0.727793696,0.930276982
05081,0.673989175,0.906717606,0.381088825,0.59025788,0.754855142,0.842406877
05083,0.811206622,0.869786692,0.36835402700000003,0.526265521,0.9172238140000001,0.859598854
05085,0.392868513,0.383635785,0.39382362299999996,0.21235275399999998,0.383317415,0.904807386
05087,0.761222541,0.670487106,0.44667303399999997,0.338427252,0.24323463899999997,0.828398599
05089,0.814708691,0.758357211,0.048710602,0.463228271,0.46991404,0.826488379
05091,0.738299904,0.840815027,0.431072907,0.7398917540000001,0.812798472,0.9172238140000001
05093,0.910219675,0.9582935370000001,0.730659026,0.805157593,0.868513212,0.7710920090000001
05095,0.9057624959999999,0.988220312,0.5934415789999999,0.87965616,0.9334606809999999,0.931550462
05097,0.805475963,0.791786055,0.358802929,0.550780006,0.775867558,0.88283986
05099,0.8462273159999999,0.937917861,0.447628144,0.7265202159999999,0.656478828,0.9051257559999999
05101,0.581661891,0.6322827129999999,0.029290035,0.35243553,0.45113021299999995,0.7472142629999999
05103,0.842406877,0.70805476,0.582298631,0.553645336,0.7682266790000001,0.2913085
05105,0.8159821709999999,0.891435848,0.054759630999999996,0.907035976,0.8373129579999999,0.832537408
05107,0.9675262659999999,0.99840815,0.7433938240000001,0.405603311,0.94301178,0.36580706799999996
05109,0.6841770140000001,0.9455587390000001,0.553963706,0.8490926459999999,0.19834447600000002,0.911174785
05111,0.845908946,0.977395734,0.315822986,0.7567653609999999,0.58707418,0.932505571
05113,0.904170646,0.959567017,0.424068768,0.679401465,0.48264883799999997,0.40432983100000003
05115,0.732569245,0.58834766,0.553645336,0.431391277,0.638331741,0.613180516
05117,0.7287488059999999,0.776504298,0.17669532,0.934734161,0.82234957,0.924864693
05119,0.36708054799999995,0.478510029,0.7971983440000001,0.268385864,0.9786692140000001,0.167462592
05121,0.7115568290000001,0.9888570520000001,0.149315505,0.774275708,0.88252149,0.7118751990000001
05123,0.9360076409999999,0.495383636,0.7526265520000001,0.842406877,0.7430754540000001,0.43043616700000004
05125,0.216173193,0.640878701,0.434256606,0.321553645,0.422795288,0.7589939509999999
05127,0.951289398,0.895574658,0.46004457200000004,0.43680356600000003,0.6144539960000001,0.814708691
05129,0.6679401460000001,0.773320599,0.19229544699999998,0.46482012100000003,0.599490608,0.76313276
05131,0.6144539960000001,0.780006367,0.752308182,0.5453677170000001,0.432983126,0.190703598
05133,0.844635466,0.497930595,0.925183063,0.641197071,0.35211716,0.926138173
05135,0.7870105059999999,0.961477237,0.143584846,0.839541547,0.591212989,0.868831582
05137,0.88252149,0.7876472459999999,0.081502706,0.506526584,0.5654250239999999,0.725246737
05139,0.7564469909999999,0.76631646,0.7000955109999999,0.474371219,0.29258198,0.260108246
05141,0.785100287,0.9446036290000001,0.11524992,0.7599490609999999,0.689270933,0.724291627
05143,0.462273161,0.11238459099999999,0.7529449220000001,0.584208851,0.970709965,0.186246418
05145,0.6376950020000001,0.5370900989999999,0.487106017,0.539955428,0.360394779,0.553645336
05147,0.909582935,0.972301815,0.382043935,0.9016236870000001,0.897803247,0.932823941
05149,0.736389685,0.950334288,0.842406877,0.715058898,0.418974849,0.7901942059999999
06001,0.184017829,0.028016555,0.970709965,0.6036294170000001,0.093282394,0.41324419
06003,0.812798472,0.7870105059999999,0.7468958929999999,0.9891754220000001,0.28780643100000003,0.699458771
06005,0.386819484,0.302769819,0.612225406,0.592804839,0.396052213,0.570518943
06007,0.607449857,0.32696593399999996,0.775549188,0.757720471,0.05698822,0.591531359
06009,0.361668259,0.639286851,0.5479146770000001,0.126074499,0.23018147100000003,0.680356574
06011,0.690226043,0.576567972,0.989493792,0.887933779,0.066857689,0.748487743
06013,0.197389366,0.112066221,0.94141993,0.259153136,0.113976441,0.582935371
06015,0.7905125759999999,0.5978987579999999,0.8341292579999999,0.9210442529999999,0.070359758,0.383635785
06017,0.145495065,0.141674626,0.6628462270000001,0.148997135,0.103470232,0.611270296
06019,0.809614772,0.5555555560000001,0.981216173,0.6679401460000001,0.055078000999999994,0.39796243200000003
06021,0.8751989809999999,0.7532632920000001,0.967844635,0.675899395,0.13626233699999998,0.847819166
06023,0.640560331,0.375994906,0.713467049,0.717605858,0.654250239,0.333014963
06025,0.9738936640000001,0.674944285,0.99713467,0.8802929,0.106335562,0.5858007
06027,0.331741484,0.322190385,0.864374403,0.772365489,0.15950334300000002,0.47978350799999997
06029,0.8271251190000001,0.333651703,0.9652976759999999,0.618592805,0.043935052999999995,0.7144221590000001
06031,0.786373766,0.577841452,0.9735752940000001,0.5791149320000001,0.31741483600000003,0.755173512
06033,0.748806113,0.851957975,0.862782553,0.9149952240000001,0.843361987,0.64883795
06035,0.598853868,0.166189112,0.76727157,0.5762496020000001,0.005730659,0.710920089
06037,0.5889844,0.079910856,0.9831263929999999,0.6472460999999999,0.11238459099999999,0.4692773
06039,0.845590576,0.46864056,0.966252786,0.5698822029999999,0.078955747,0.45017510299999997
06041,0.015918497,0.068767908,0.7854186559999999,0.23718561,0.135625597,0.314231137
06043,0.592486469,0.334606813,0.643425661,0.394460363,0.189430118,0.711238459
06045,0.6972301809999999,0.70582617,0.895256288,0.896529768,0.093600764,0.481375358
06047,0.94205667,0.628143903,0.9891754220000001,0.6376950020000001,0.023877746000000002,0.88411334
