FIPS,region,shift,correlation
13113,county,14.0,0.5144021825898086
13115,county,19.0,0.4359032906844553
13117,county,10.0,0.5688355280719588
13119,county,3.0,0.457385057677501
13121,state,17,0.7463617660028953
13123,state,28,0.6691016651471794
13125,state,14,0.3147495854995457
13127,county,16.0,0.6875493851486396
13129,county,17.0,0.49683021340906736
13131,county,12.0,0.4790564975867066
13133,state,19,0.40625073550574725
13135,county,33.0,0.632690704950823
13137,county,24.0,0.7395085504033032
13139,state,33,0.6432743716927226
13141,state,49,0.6586029899110029
13143,state,3,0.26973866850786116
13145,county,12.0,0.6115866127903435
13147,state,32,0.3940720048031609
13149,county,48.0,0.39980804819701377
13151,county,31.0,0.5773207553216522
13153,county,26.0,0.6985048165000466
13155,state,8,0.3708483460158397
13157,county,12.0,0.6452062930416286
13159,state,18,0.3004321080948275
13161,state,31,0.41566685915821683
13163,county,56.0,0.7239479282340641
13165,state,74,0.5153207700610214
13167,state,33,0.5190085086253503
13169,state,24,0.34380604851061597
13171,state,7,0.4536684789291959
13173,county,38.0,0.505201801027436
13175,county,32.0,0.31235502793197895
13177,state,27,0.5366398636068679
13179,state,33,0.3972484689639742
13181,state,12,0.55468863933453
13183,county,54.0,0.3103607822342678
13185,county,27.0,0.5720507807739382
13187,state,61,0.4101064199576521
13189,state,10,0.4008322129964372
13191,county,63.0,0.5123453774958723
13193,state,24,0.5534216801690396
13195,state,26,0.3079016124292359
13197,state,20,0.5388135145308793
13199,state,18,0.503663953216288
13201,county,41.0,0.2797205802480618
13205,state,40,0.5665140989234689
13207,state,47,0.42782760013847093
13209,county,25.0,0.43842581966489425
13211,county,25.0,0.2722631946780115
13213,state,4,0.4096193367870244
13215,state,12,0.7384990379581386
13217,county,28.0,0.6821843007913915
13219,county,12.0,0.3140181176490306
13221,state,17,0.49819736562920336
13223,county,10.0,0.6342872366724497
13225,state,32,0.4466433100130215
13227,state,30,0.3280485309133542
13229,state,5,0.3550051981030455
13231,state,7,0.3186454560386218
13233,county,19.0,0.3947050764628271
13235,county,30.0,0.4273904005636579
13237,state,21,0.3928968678815919
13239,state,8,0.4433728571592585
13241,state,29,0.33357711783507704
13243,state,30,0.5761231762801692
13245,county,35.0,0.7169200586218177
13247,county,20.0,0.7366671432845588
13249,state,5,0.4636770177665682
13251,county,60.0,0.7097114528826067
13253,state,43,0.4392514468013463
13255,county,22.0,0.645837245342834
13257,county,12.0,0.5124577452523832
13259,county,13.0,0.31633973754042066
13261,state,15,0.5066556906090315
13263,state,17,0.5728098683386272
13265,state,34,0.34582416718718145
13267,county,59.0,0.3744021207627415
13269,state,26,0.14612626529583694
13271,state,10,0.38096724370947005
13273,state,31,0.6148033179882678
13275,county,21.0,0.7385233648006655
13277,state,3,0.7853240161953431
13279,county,14.0,0.7449075600829592
13281,state,18,0.15202393083342827
13283,county,27.0,0.5886484645470246
13285,county,17.0,0.7311890863435129
13287,state,13,0.48411462686864565
13289,state,53,0.4008962558643526
13291,state,2,0.044736076624348746
13293,state,15,0.4322177338152691
13295,county,12.0,0.6528575634388228
13297,county,17.0,0.6116171594587199
13299,county,29.0,0.4836855243267551
13301,county,52.0,0.2914565020126703
13303,state,29,0.47231975498173834
13305,state,30,0.4537102101646927
13307,state,21,0.5834240422764078
13309,county,33.0,0.42330976835094425
13311,county,12.0,0.30250358749385325
13313,county,34.0,0.5238605629224652
13315,state,24,0.5237950647653241
13317,state,20,0.7074758555042113
13319,state,52,0.5897851739294547
13321,county,35.0,0.5423206031036281
15001,state,74,0.579599578482758
15003,state,25,0.6522514097814743
15005,state,74,0.04520493863529032
15007,county,39.0,0.5274066896031403
16001,county,30.0,0.2916470493289789
16003,state,50,0.05238417652886598
16005,county,30.0,0.10427187345961572
16007,state,54,0.20951832212411844
16009,state,64,0.34415291558055544
16011,state,74,0.07790450329078467
16013,county,74.0,0.45829614170625715
16015,state,42,0.32496387253732295
16017,state,59,0.10392190496791402
16019,state,62,0.1540306277885371
16021,state,36,0.15527213115019628
16023,state,74,0.06810393544329042
16025,state,1,0.1897872107769309
16027,county,37.0,0.5029560174924538
16029,state,1,0.12362597286831194
16031,county,30.0,0.44602283925569886
16033,state,74,0.4301234497219156
16035,state,60,0.0921755258009949
16037,state,74,0.4689591540361454
16039,state,43,0.215921744129123
16041,state,12,0.07383349310401366
16043,state,10,0.08638547619645638
16045,state,58,0.1784001188716162
16047,county,15.0,0.11730805176165943
16049,county,13.0,0.0
16051,state,74,0.10814321929450589
16053,county,12.0,0.5465791956196706
16055,state,38,0.16825110420452508
16057,state,11,0.0513696366304845
16059,state,35,0.11973749238283872
16061,state,34,0.026019357248719892
16063,state,33,0.16205368043667695
16065,county,27.0,0.28269726764002295
16067,state,16,0.376878220980955
16069,state,51,0.14119807755923866
16071,county,50.0,0.21995973435675015
16073,state,35,0.4979727338458376
16075,state,66,0.4815612840880461
16077,state,74,0.28056918618045457
16079,state,55,0.40753853859723016
16081,state,56,0.12837318326706929
16083,county,30.0,0.5252846598081853
16085,state,54,0.18327847596870966
16087,state,49,0.1478871721118566
17001,state,10,0.3639555351015556
17003,state,67,0.2965284466994585
17005,state,36,0.33518482023841595
17007,county,30.0,0.8030776956907654
17009,state,37,0.3997629731599583
17011,state,29,0.3862337254486273
17013,state,36,0.3461908907402949
17015,state,23,0.42349568885450894
17017,county,12.0,0.5501003142859264
17019,county,15.0,0.6752537593828346
17021,county,10.0,0.3789542579187099
17023,state,8,0.14059962706757273
17025,state,35,0.37133457533682906
17027,county,35.0,0.6347918994435333
17029,state,21,0.37861390169644843
17031,state,36,0.6913659841337662
17033,state,59,0.3097998343758501
17035,state,43,0.2767892798594242
17037,county,23.0,0.7214883396175249
17039,state,6,0.1969543404121503
17041,state,2,0.44078423724137844
17043,state,32,0.7373270703617254
17045,state,38,0.2752451253578143
17047,state,44,0.2693608347529231
17049,state,34,0.3859368330243915
17051,state,39,0.3889993516625756
17053,state,39,0.29687578351040234
17055,state,54,0.16753381853449698
17057,state,47,0.29364756249047363
17059,state,6,0.173430310173059
17061,state,32,0.39945296414441517
17063,county,17.0,0.5979477281563553
17065,state,22,0.2414693766570807
17067,state,32,0.40591424247266955
17069,state,23,0.2376133701056155
17071,state,24,0.4889893550832465
17073,county,13.0,0.5730933153530658
17075,state,33,0.5614328347053663
17077,state,31,0.7070890720958561
17079,state,22,0.5258710338449456
17081,state,23,0.5049532965986865
17083,county,30.0,0.5460915047829481
17085,state,10,0.4889471747794654
17087,state,14,0.14800758311853954
17089,state,38,0.6525862178049314
17091,county,23.0,0.6609658611856976
17093,county,20.0,0.7492823305987409
17095,state,24,0.45997682985743626
17097,state,33,0.6962529212021759
17099,county,29.0,0.6275424514628375
17101,state,52,0.3890505261613074
17103,state,36,0.4958183967717235
17105,state,33,0.3539350148203263
17107,state,37,0.3872457168956764
17109,state,31,0.5397322714815388
17111,state,25,0.6418832554376639
17113,county,15.0,0.5557760018406342
17115,state,13,0.6104904984981007
17117,state,34,0.3856612550306518
17119,county,32.0,0.6691729428107187
17121,state,32,0.3516253426910192
17123,state,40,0.3207860460675708
17125,state,29,0.3339620466886295
17127,state,38,0.3482729056324048
17129,state,33,0.469778878913691
17131,state,19,0.40306236517507216
17133,state,10,0.4167356216629475
17135,state,65,0.28162778480079836
17137,state,37,0.3984391867113926
17139,state,25,0.3650520090487632
17141,county,19.0,0.6148467320227209
17143,county,22.0,0.49480919581822747
17145,county,24.0,0.2624811327641233
17147,state,11,0.3248679986606844
17149,state,16,0.28521760912408717
17151,state,57,0.2754627474560309
17153,state,60,0.5460921978775549
17155,state,31,0.31776350377540474
17157,state,30,0.6508573302348406
17159,state,55,0.36263133056780983
17161,state,18,0.6757187686308943
17163,county,33.0,0.6154413052554049
17165,state,74,0.1454873538735745
17167,county,33.0,0.6243369332957311
17169,state,39,0.4888709484803217
17171,state,31,0.32470584325079965
17173,state,25,0.43558930704997906
17175,state,49,0.3857350233858805
17177,state,32,0.5467462126067367
17179,state,36,0.3225041424591
17181,state,37,0.4366336444382702
17183,state,62,0.26984721466000466
17185,state,48,0.4342366665367039
17187,state,30,0.6701214382699521
17189,state,56,0.2895093038288556
17191,state,44,0.258608707341555
17193,state,48,0.2121464325991259
17195,county,22.0,0.6075974968555834
17197,state,33,0.7340255728378519
17199,state,35,0.2552619804048575
17201,county,37.0,0.6977801136466723
17203,county,28.0,0.3989081919570138
18001,state,33,0.3763165323214463
18003,county,32.0,0.6369375110354224
18005,state,37,0.802904779882716
18007,state,43,0.6382215941635839
18009,state,33,0.36345135887877006
18011,county,35.0,0.8138417965027536
18013,state,38,0.49677066189511393
18015,state,36,0.8110394063884868
18017,state,38,0.6359711977656171
18019,county,28.0,0.6763389513348622
18021,state,33,0.48327308208324093
18023,state,37,0.6429790486044342
18025,state,62,0.41892338152698083
18027,state,20,0.5705303460930554
18029,county,33.0,0.648909932908034
18031,state,25,0.6863552385444822
18033,county,11.0,0.5100353262950346
18035,county,12.0,0.6324782148371243
18037,county,18.0,0.7884293901103271
18039,county,31.0,0.8228853757208162
18041,county,16.0,0.5118653997100632
18043,county,39.0,0.7320799040243955
18045,state,21,0.34335586183068295
18047,state,18,0.6092029814269599
18049,state,28,0.7543300847802547
18051,state,7,0.20956358426654684
18053,county,14.0,0.6813550661796978
18055,state,38,0.7366374786463701
18057,county,34.0,0.6771827262536623
18059,county,37.0,0.8393885910120764
18061,county,32.0,0.628084256082171
18063,county,39.0,0.7599016621556313
18065,county,12.0,0.6262303601446693
18067,county,32.0,0.8400837774301764
18069,state,45,0.3844609323897847
18071,county,23.0,0.7560479180297651
18073,county,15.0,0.5399021169372821
18075,state,31,0.5504799982654152
18077,state,15,0.3839814608497165
18079,state,39,0.6564723194224551
18081,county,34.0,0.726080644266286
18083,state,30,0.36711201557391415
18085,county,31.0,0.7693117549534557
18087,county,46.0,0.7414831721303061
18089,state,29,0.6912640518880617
18091,county,17.0,0.742486130994216
18093,county,20.0,0.6550653992344275
18095,county,39.0,0.7357910227128374
18097,state,37,0.7636022310043132
18099,county,11.0,0.6769739401431742
18101,state,54,0.43414412820232984
18103,state,28,0.738379090349945
18105,county,16.0,0.6772272704527664
18107,state,34,0.7284442494574701
18109,county,36.0,0.7630654432689754
18111,state,32,0.7209608151576588
18113,county,36.0,0.764787315217849
18115,state,22,0.40607464882123645
18117,state,32,0.6219710377757112
18119,county,41.0,0.6078215812924909
18121,county,74.0,0.48254594498641573
18123,county,12.0,0.4844577978815349
18125,state,58,0.08598706818017733
18127,county,23.0,0.7106572299061737
18129,state,1,0.36396087770612123
18131,state,30,0.6712753706102761
18133,state,47,0.6455362545466637
18135,state,34,0.455732205291412
18137,state,7,0.5603003711627554
18139,state,48,0.36985831197136537
18141,state,19,0.7517371751088019
18143,state,39,0.6340874582217368
18145,county,37.0,0.6806857359803448
18147,county,14.0,0.1833153021985
18149,state,9,0.41975232068266427
18151,state,36,0.5160977067362195
18153,state,40,0.5425886053493413
18155,state,7,0.4569086642210856
18157,county,74.0,0.7119514947943679
18159,state,25,0.43250636101106327
18161,state,9,0.33343798796427987
18163,county,18.0,0.6979868425058038
18165,state,52,0.3211143928519276
18167,county,19.0,0.5333862455037215
18169,state,30,0.7233669250323661
18171,state,25,0.3312438939763711
18173,county,24.0,0.4937021023867923
18175,state,26,0.48206829624775077
18177,county,16.0,0.5665838233110432
18179,state,31,0.3507218169548246
18181,state,38,0.7612784565969822
18183,state,45,0.3639150479366551
19001,county,74.0,0.5777188757478481
19003,state,59,0.18965381763430897
19005,state,19,0.09061921617087569
19007,state,15,0.03973763112733162
19009,state,70,0.014552033909310617
19011,state,12,0.17317385015676753
19013,county,12.0,0.6757327467016135
19015,county,62.0,0.4276833222388406
19017,county,13.0,0.2980211832716202
19019,state,14,0.007911534615278324
19021,state,58,0.7779721231189763
19023,county,11.0,0.07611311844300116
19025,state,14,0.22060212494710027
19027,county,12.0,0.057237315646816916
19029,state,65,0.0078919444773202
19031,state,0,0.009695486679026238
19033,state,19,0.012796353929743067
19035,state,59,0.07125678376251067
19037,state,23,0.04117625101099015
19039,state,62,0.4166486208013107
19041,county,68.0,0.11479938370792434
19043,county,10.0,0.0
19045,county,15.0,0.18456023033685345
19047,state,36,0.4372293753087537
19049,county,11.0,0.5989419168828525
19051,state,53,0.04714372410364207
19053,state,63,0.0797607077123719
19055,state,9,0.0491199071033116
19057,county,14.0,0.0
19059,county,47.0,0.5106881526487326
19061,county,15.0,0.21702655587752348
19063,state,60,0.1277412688309117
19065,state,61,0.06247827886211588
19067,state,30,0.03939036779191602
19069,county,61.0,0.4743820572463973
19071,county,49.0,0.0
19073,state,17,0.07611917003614467
19075,county,72.0,0.08523211825942889
19077,county,58.0,0.0
19079,county,51.0,0.42387317162629545
19081,county,49.0,0.0
19083,county,38.0,0.0
19085,state,59,0.1017039826159008
19087,state,40,0.09163531264532424
19089,state,64,0.1536603248941502
19091,state,61,0.0222700084389082
19093,state,41,0.09568878428612818
19095,state,19,0.09033482074585435
19097,state,8,0.012205695226576208
19099,county,11.0,0.488888543492438
19101,county,60.0,0.2847271440720349
19103,county,13.0,0.5816304012801036
19105,state,13,0.2619192790367564
19107,county,74.0,0.4971875794631479
